"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","PlayerURL"
"398",NA,"2023 Cuiabá","","Matheus Alexandre","BRA","DF","23",33.1,1545,1216,327,26,0,3,72,301,0,0,0,0,1215,2,45,"https://fbref.com/en/players/0212e748/Matheus-Alexandre"
"399",NA,"2023 Cuiabá","","Alan Empereur","BRA","DF","28",32.8,1670,1528,137,127,3,45,13,10,0,0,0,0,1426,5,4,"https://fbref.com/en/players/825b8997/Alan-Empereur"
"400",NA,"2023 Cuiabá","","Rikelme","BRA","DF","19",26,1068,847,215,16,1,4,84,198,1,0,1,0,760,6,27,"https://fbref.com/en/players/637cdc49/Rikelme"
"401",NA,"2023 Cuiabá","","Denilson","BRA","MF","21",21.2,1087,1008,73,34,4,7,80,6,30,10,13,1,888,6,21,"https://fbref.com/en/players/9144afdf/Denilson"
"402",NA,"2023 Cuiabá","","Jonathan Cafu","BRA","FW,MF","31",19,557,545,8,2,1,1,49,3,1,0,0,0,399,4,26,"https://fbref.com/en/players/8d043f1d/Jonathan-Cafu"
"403",NA,"2023 Cuiabá","","Clayson","BRA","FW,MF","27",18.2,631,542,78,22,2,4,102,7,48,13,18,5,432,11,36,"https://fbref.com/en/players/85c1009d/Clayson"
"404",NA,"2023 Cuiabá","","Fernando Sobral","BRA","MF","28",21.1,925,861,59,34,3,8,48,13,2,0,1,0,702,5,26,"https://fbref.com/en/players/c012aacd/Fernando-Sobral"
"405",NA,"2023 Cuiabá","","Allyson Aires dos Santos","BRA","DF","32",12.6,503,478,25,21,0,1,1,4,0,0,0,0,452,0,2,"https://fbref.com/en/players/a337652c/Allyson-Aires-dos-Santos"
"406",NA,"2023 Cuiabá","","Wellington Silva","BRA","FW","30",14.8,409,397,6,1,4,2,30,5,0,0,0,0,317,6,11,"https://fbref.com/en/players/5c60f49c/Wellington-Silva"
"407",NA,"2023 Cuiabá","","Pablo Ceppelini","URU","MF","31",11.1,615,477,134,57,0,2,120,11,62,22,32,0,454,4,7,"https://fbref.com/en/players/3d9c1055/Pablo-Ceppelini"
"408",NA,"2023 Cuiabá","","Filipe Augusto","BRA","MF","29",11.8,800,748,50,27,1,10,35,0,23,9,9,0,697,2,5,"https://fbref.com/en/players/0e34de55/Filipe-Augusto"
"409",NA,"2023 Cuiabá","","Isidro Pitta","PAR","FW","23",9.1,237,223,11,0,1,0,18,2,1,0,0,0,156,3,9,"https://fbref.com/en/players/e9fc7295/Isidro-Pitta"
"410",NA,"2023 Cuiabá","","Lucas Mineiro","BRA","MF","26",6.8,225,211,13,10,0,1,5,2,0,0,0,0,185,1,6,"https://fbref.com/en/players/53f1c5de/Lucas-Mineiro"
"411",NA,"2023 Cuiabá","","Derik Lacerda","BRA","FW,MF","23",7.3,164,160,4,2,1,1,8,2,0,0,0,0,129,0,6,"https://fbref.com/en/players/d028bfe9/Derik-Lacerda"
"412",NA,"2023 Cuiabá","","Patric Calmon","BRA","DF","28",5.8,288,232,55,1,0,3,29,53,1,0,0,0,209,1,5,"https://fbref.com/en/players/0d44dd8d/Patric-Calmon"
"413",NA,"2023 Cuiabá","","Emerson Negueba","BRA","FW","22",5.4,143,142,1,0,0,0,9,0,1,0,0,0,107,0,7,"https://fbref.com/en/players/0df60055/Emerson-Negueba"
"414",NA,"2023 Cuiabá","","Matheusinho","BRA","DF","24",4.8,232,196,36,7,0,0,23,29,0,0,0,0,170,0,5,"https://fbref.com/en/players/97bb4fdd/Matheusinho"
"415",NA,"2023 Cuiabá","","Ronald","BRA","MF","25",6.5,353,325,26,12,0,0,24,4,9,7,2,0,284,2,6,"https://fbref.com/en/players/cc119c66/Ronald"
"416",NA,"2023 Cuiabá","","Iury de Castilho","BRA","FW","27",4.4,85,80,4,0,0,1,10,3,1,0,0,0,56,1,6,"https://fbref.com/en/players/555311f2/Iury-de-Castilho"
"417",NA,"2023 Cuiabá","","Uendel","BRA","DF","34",4,145,114,30,6,0,0,17,23,1,0,1,0,108,1,2,"https://fbref.com/en/players/0bd9e045/Uendel"
"418",NA,"2023 Cuiabá","","João Carlos","BRA","GK","34",3,66,37,29,4,0,0,0,0,0,0,0,0,51,0,0,"https://fbref.com/en/players/ad9e7995/Joao-Carlos"
"419",NA,"2023 Cuiabá","","Nicolás Quagliata","URU","FW,MF","23",2.6,147,139,8,0,0,1,18,1,6,2,3,0,111,0,6,"https://fbref.com/en/players/9be7ace2/Nicolas-Quagliata"
"420",NA,"2023 Cuiabá","","Pablinho","BRA","FW","19",0.4,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,"https://fbref.com/en/players/4ac76d13/Pablinho"
"421",NA,"2023 Cuiabá","","Rafael Gava","BRA","MF","29",0.2,6,4,2,1,0,0,1,0,1,0,1,0,5,0,0,"https://fbref.com/en/players/713e1a36/Rafael-Gava"
"422",NA,"2023 Cuiabá","","Vitão","BRA","DF","22",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7f1c60bc/Vitao"
"423",NA,"2023 Cuiabá","","Ricardo","BRA","MF","20",0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,"https://fbref.com/en/players/6dbf3841/Ricardo"
"424",NA,"2023 Corinthians","Série A","Cássio","BRA","GK","35",36.8,1104,642,462,93,0,2,0,0,0,0,0,0,883,0,0,"https://fbref.com/en/players/d42f6326/Cassio"
"425",NA,"2023 Corinthians","Série A","Gil","BRA","DF","35",32,1459,1405,51,48,0,4,2,1,0,0,0,0,1284,3,7,"https://fbref.com/en/players/31edef00/Gil"
"426",NA,"2023 Corinthians","Série A","Yuri Alberto","BRA","FW","21",30.2,581,524,55,1,2,2,13,3,0,0,0,0,417,2,16,"https://fbref.com/en/players/65159211/Yuri-Alberto"
"427",NA,"2023 Corinthians","Série A","Maycon","BRA","MF","25",26.7,1482,1409,68,42,4,13,32,7,18,5,13,0,1239,5,23,"https://fbref.com/en/players/005ca692/Maycon"
"428",NA,"2023 Corinthians","Série A","Fagner","BRA","DF","33",23.3,1572,1228,341,50,7,10,119,255,36,0,36,0,1209,3,25,"https://fbref.com/en/players/a9cc58fe/Fagner"
"429",NA,"2023 Corinthians","Série A","Fábio Santos","BRA","DF","37",18.6,1124,943,180,36,1,2,30,144,0,0,0,0,935,1,24,"https://fbref.com/en/players/d0d786fd/Fabio-Santos"
"430",NA,"2023 Corinthians","Série A","Bruno Méndez","URU","DF","23",18.3,984,859,123,15,0,5,14,108,0,0,0,0,786,2,13,"https://fbref.com/en/players/66017b9d/Bruno-Mendez"
"431",NA,"2023 Corinthians","Série A","Matheus Bidu","BRA","DF","23",18.4,1127,902,221,37,0,5,105,154,30,3,27,0,895,4,23,"https://fbref.com/en/players/b8a72293/Matheus-Bidu"
"432",NA,"2023 Corinthians","Série A","Giuliano de Paula","BRA","MF,FW","32",18.1,908,868,38,30,0,3,7,5,0,0,0,0,789,2,17,"https://fbref.com/en/players/ab1b205d/Giuliano-de-Paula"
"433",NA,"2023 Corinthians","Série A","Fausto Vera","ARG","MF","22",15.3,824,808,13,11,6,11,7,2,0,0,0,0,694,3,11,"https://fbref.com/en/players/8b3b381b/Fausto-Vera"
"434",NA,"2023 Corinthians","Série A","Renato Augusto","BRA","MF","34",14.2,757,679,72,21,4,11,57,6,30,14,15,0,618,6,11,"https://fbref.com/en/players/83a6367a/Renato-Augusto"
"435",NA,"2023 Corinthians","Série A","Roger Guedes","BRA","FW,MF","26",15,494,454,38,21,2,8,21,7,7,4,0,0,374,2,11,"https://fbref.com/en/players/612a9dd7/Roger-Guedes"
"436",NA,"2023 Corinthians","Série A","Lucas Veríssimo","BRA","DF","27",14.5,786,760,25,22,0,3,0,3,0,0,0,0,704,1,2,"https://fbref.com/en/players/5eaf85b5/Lucas-Verissimo"
"437",NA,"2023 Corinthians","Série A","Gabriel Moscardo","BRA","MF","17",12.6,542,534,7,5,0,10,2,1,0,0,0,0,456,1,8,"https://fbref.com/en/players/709d3f52/Gabriel-Moscardo"
"438",NA,"2023 Corinthians","Série A","Caetano","BRA","DF","23",13.4,799,770,28,24,0,17,1,4,0,0,0,0,721,1,0,"https://fbref.com/en/players/226e5efd/Caetano"
"439",NA,"2023 Corinthians","Série A","Ángel Romero","PAR","FW","30",13.3,493,479,12,3,2,4,63,6,1,0,1,0,352,2,28,"https://fbref.com/en/players/36edfb9b/Angel-Romero"
"440",NA,"2023 Corinthians","Série A","Murillo","BRA","DF","20",12.9,700,671,27,11,2,7,0,15,0,0,0,0,566,2,5,"https://fbref.com/en/players/1704b0b8/Murillo"
"441",NA,"2023 Corinthians","Série A","Ruan Oliveira Ferreira","BRA","MF,FW","22",9.8,349,313,32,12,1,0,44,1,19,4,14,0,249,4,14,"https://fbref.com/en/players/ce958316/Ruan-Oliveira-Ferreira"
"442",NA,"2023 Corinthians","Série A","Adson","BRA","FW,MF","22",9.5,389,385,3,0,2,5,10,2,1,0,0,0,315,1,6,"https://fbref.com/en/players/eda38706/Adson"
"443",NA,"2023 Corinthians","Série A","Wesley Ribeiro","BRA","FW,MF","17",9.6,276,254,20,5,0,6,29,13,2,1,0,0,195,2,15,"https://fbref.com/en/players/acf5672b/Wesley-Ribeiro"
"444",NA,"2023 Corinthians","Série A","Budiga Roni","BRA","MF","23",7.5,411,400,7,7,0,3,1,0,0,0,0,0,356,4,2,"https://fbref.com/en/players/af433614/Budiga-Roni"
"445",NA,"2023 Corinthians","Série A","Matías Rojas","PAR","MF,FW","27",7,342,310,31,12,0,6,35,0,19,11,8,0,248,1,7,"https://fbref.com/en/players/f2416544/Matias-Rojas"
"446",NA,"2023 Corinthians","Série A","Pedrinho Santos","BRA","FW,MF","16",6.9,222,215,7,1,0,1,16,5,1,0,1,0,163,0,14,"https://fbref.com/en/players/f74a5bdc/Pedrinho-Santos"
"447",NA,"2023 Corinthians","Série A","Guilherme Biro","BRA","FW,MF","18",6.4,213,212,1,1,0,0,13,0,0,0,0,0,172,0,9,"https://fbref.com/en/players/e38c2c76/Guilherme-Biro"
"448",NA,"2023 Corinthians","Série A","Matheus Araújo","BRA","MF,FW","20",6.5,325,310,13,10,0,1,13,1,1,1,0,0,272,2,4,"https://fbref.com/en/players/2b0a4a75/Matheus-Araujo"
"449",NA,"2023 Corinthians","Série A","Felipe Augusto","BRA","FW,MF","18",3.6,56,48,8,0,0,0,1,0,0,0,0,0,35,0,1,"https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto"
"450",NA,"2023 Corinthians","Série A","Víctor Cantillo","COL","MF","29",3,161,155,6,5,0,2,0,1,0,0,0,0,143,0,2,"https://fbref.com/en/players/45075f2f/Victor-Cantillo"
"451",NA,"2023 Corinthians","Série A","Du Queiroz","BRA","MF,DF","23",2,85,74,10,2,0,0,0,8,0,0,0,0,67,1,3,"https://fbref.com/en/players/8440b0cb/Du-Queiroz"
"452",NA,"2023 Corinthians","Série A","Léo Mana","BRA","DF","18",1.5,101,92,9,1,0,0,2,8,0,0,0,0,82,0,2,"https://fbref.com/en/players/d7a180bc/Leo-Mana"
"453",NA,"2023 Corinthians","Série A","Chrystian Barletta","BRA","MF","21",1.4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d594cf58/Chrystian-Barletta"
"454",NA,"2023 Corinthians","Série A","Gustavo Mosquito","BRA","FW,MF","25",3.4,106,103,3,0,0,1,10,1,2,1,1,0,88,0,2,"https://fbref.com/en/players/c9ed46c4/Gustavo-Mosquito"
"455",NA,"2023 Corinthians","Série A","Paulinho","BRA","MF,FW","34",1.6,64,60,4,2,0,1,1,2,0,0,0,0,53,0,1,"https://fbref.com/en/players/bb7337cc/Paulinho"
"456",NA,"2023 Corinthians","Série A","Giovane","BRA","FW","19",1.5,27,26,1,0,0,1,0,0,0,0,0,0,19,0,3,"https://fbref.com/en/players/1b567cdc/Giovane"
"457",NA,"2023 Corinthians","Série A","Carlos Miguel","BRA","GK","24",1.2,42,27,15,4,0,0,0,0,0,0,0,0,34,0,0,"https://fbref.com/en/players/84454067/Carlos-Miguel"
"458",NA,"2023 Corinthians","Série A","Fabián Balbuena","PAR","DF","31",1,60,52,8,6,0,0,0,0,0,0,0,0,48,0,0,"https://fbref.com/en/players/3626f7d9/Fabian-Balbuena"
"459",NA,"2023 Corinthians","Série A","Júnior Moraes","UKR","DF","35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c43e5e7e/Junior-Moraes"
"460",NA,"2023 Cruzeiro","","Rafael Cabral","BRA","GK","32",37,1221,800,419,121,0,0,0,0,0,0,0,0,960,2,0,"https://fbref.com/en/players/806f7a26/Rafael-Cabral"
"461",NA,"2023 Cruzeiro","","Luciano Castán","BRA","DF","33",35.7,1936,1833,98,90,0,17,3,3,0,0,0,0,1659,5,14,"https://fbref.com/en/players/0470eeba/Luciano-Castan"
"462",NA,"2023 Cruzeiro","","Marlon","BRA","DF","25",35.5,2197,1772,419,45,1,31,166,344,30,16,6,0,1681,6,59,"https://fbref.com/en/players/63969d01/Marlon"
"463",NA,"2023 Cruzeiro","","William","BRA","DF","27",29.4,1600,1262,333,40,5,15,140,288,5,0,3,0,1177,5,56,"https://fbref.com/en/players/d4d0a9ad/William"
"464",NA,"2023 Cruzeiro","","Bruno Nascimento","BRA","FW,MF","25",31.3,971,893,71,10,2,8,80,18,31,14,4,1,690,7,36,"https://fbref.com/en/players/46411d56/Bruno-Nascimento"
"465",NA,"2023 Cruzeiro","","Neris","BRA","DF","30",23.5,1008,965,38,36,0,10,3,2,0,0,0,0,841,5,6,"https://fbref.com/en/players/f961d4c2/Neris"
"466",NA,"2023 Cruzeiro","","Mateus Vital","BRA","MF","24",20.9,904,854,48,24,3,14,42,14,4,1,1,0,760,2,29,"https://fbref.com/en/players/db9c8fa4/Mateus-Vital"
"467",NA,"2023 Cruzeiro","","Machado","BRA","MF","27",25.3,1271,1158,109,44,1,18,63,6,59,23,23,0,1052,4,13,"https://fbref.com/en/players/f9846c93/Machado"
"468",NA,"2023 Cruzeiro","","Wesley","BRA","FW,MF","23",19.7,576,563,10,0,2,7,42,10,0,0,0,0,384,3,26,"https://fbref.com/en/players/434de3a3/Wesley"
"469",NA,"2023 Cruzeiro","","Jussa","BRA","MF","26",19.6,801,773,24,20,1,4,3,4,0,0,0,0,666,4,13,"https://fbref.com/en/players/883f5dc8/Jussa"
"470",NA,"2023 Cruzeiro","","Lucas Silva","BRA","MF","29",16.4,929,830,94,36,5,7,71,0,55,19,31,0,752,5,18,"https://fbref.com/en/players/1c646218/Lucas-Silva"
"471",NA,"2023 Cruzeiro","","Arthur","BRA","FW,MF","24",15,431,422,8,1,1,2,29,4,2,1,0,0,323,1,14,"https://fbref.com/en/players/184ad240/Arthur"
"472",NA,"2023 Cruzeiro","","Lucas Oliveira","BRA","DF","26",14.6,782,736,43,42,1,3,2,0,0,0,0,0,645,3,5,"https://fbref.com/en/players/96d8b3d1/Lucas-Oliveira"
"473",NA,"2023 Cruzeiro","","Gilberto","BRA","FW","33",12.1,266,238,25,0,1,2,6,1,0,0,0,0,200,3,12,"https://fbref.com/en/players/5da22685/Gilberto"
"474",NA,"2023 Cruzeiro","","Matheus Pereira","POR","FW,MF","26",11.4,607,523,80,32,12,7,54,16,25,8,13,0,447,4,16,"https://fbref.com/en/players/b04ee927/Matheus-Pereira"
"475",NA,"2023 Cruzeiro","","Nikão","BRA","FW,MF","30",8.9,381,339,41,5,3,5,42,6,28,14,10,0,283,1,12,"https://fbref.com/en/players/a34bb194/Nikao"
"476",NA,"2023 Cruzeiro","","Ian Luccas","BRA","MF","19",5.3,125,123,1,1,1,0,2,0,0,0,0,0,94,1,0,"https://fbref.com/en/players/c669d0df/Ian-Luccas"
"477",NA,"2023 Cruzeiro","","Helibelton Palacios","COL","DF","29",7,282,218,62,2,0,0,13,60,0,0,0,0,210,2,13,"https://fbref.com/en/players/ac8b2421/Helibelton-Palacios"
"478",NA,"2023 Cruzeiro","","Rafael Elias","BRA","FW","23",6,105,95,9,0,4,1,6,2,0,0,0,0,68,1,3,"https://fbref.com/en/players/31737e86/Rafael-Elias"
"479",NA,"2023 Cruzeiro","","Neto Moura","BRA","MF","26",5.5,261,252,7,3,2,1,4,4,0,0,0,0,221,2,7,"https://fbref.com/en/players/28fd3b9e/Neto-Moura"
"480",NA,"2023 Cruzeiro","","Ramiro Benetti","BRA","MF","29",4.5,250,241,9,3,0,2,4,5,0,0,0,0,211,0,6,"https://fbref.com/en/players/96d14fe7/Ramiro-Benetti"
"481",NA,"2023 Cruzeiro","","Richard","BRA","MF","28",3.8,253,246,6,6,0,3,2,0,0,0,0,0,223,1,3,"https://fbref.com/en/players/e90aa5da/Richard"
"482",NA,"2023 Cruzeiro","","João Wellington","BRA","MF","19",4.1,113,102,11,1,0,0,0,8,0,0,0,0,92,0,1,"https://fbref.com/en/players/62e02b9b/Joao-Wellington"
"483",NA,"2023 Cruzeiro","","Kaiki","BRA","DF,FW","19",2.5,104,63,41,2,1,0,4,39,0,0,0,0,71,0,5,"https://fbref.com/en/players/1a36e9cb/Kaiki"
"484",NA,"2023 Cruzeiro","","Wallisson Luiz","BRA","MF","25",4.4,161,156,3,3,0,0,1,0,0,0,0,0,128,2,6,"https://fbref.com/en/players/8b35dc4b/Wallisson-Luiz"
"485",NA,"2023 Cruzeiro","","Henrique Dourado","BRA","FW","33",3.8,64,60,4,0,1,0,2,0,0,0,0,0,44,0,3,"https://fbref.com/en/players/9b010360/Henrique-Dourado"
"486",NA,"2023 Cruzeiro","","Stênio Toledo","BRA","FW,MF","19",3.2,116,111,5,0,1,2,8,5,0,0,0,0,87,0,8,"https://fbref.com/en/players/286defdd/Stenio-Toledo"
"487",NA,"2023 Cruzeiro","","Robert","BRA","MF,FW","17",2.1,40,39,1,0,1,0,1,1,0,0,0,0,25,0,2,"https://fbref.com/en/players/6825ea4c/Robert"
"488",NA,"2023 Cruzeiro","","João Marcelo","BRA","DF","22",1.8,112,109,3,3,0,0,0,0,0,0,0,0,103,0,0,"https://fbref.com/en/players/e18b8c9e/Joao-Marcelo"
"489",NA,"2023 Cruzeiro","","Igor Marques","BRA","DF","24",1.3,83,70,12,0,0,0,8,12,0,0,0,0,56,1,5,"https://fbref.com/en/players/8b364abd/Igor-Marques"
"490",NA,"2023 Cruzeiro","","Anderson","BRA","GK","24",1,18,15,3,0,0,0,0,0,0,0,0,0,14,0,0,"https://fbref.com/en/players/29d862d4/Anderson"
"491",NA,"2023 Cruzeiro","","Rafael Bilu","BRA","FW","23",1,36,35,0,0,0,1,1,0,0,0,0,0,29,1,2,"https://fbref.com/en/players/26880429/Rafael-Bilu"
"492",NA,"2023 Cruzeiro","","Reynaldo Cesar Moraes","BRA","DF","26",0.7,32,31,1,1,0,0,0,0,0,0,0,0,26,0,0,"https://fbref.com/en/players/589d070c/Reynaldo-Cesar-Moraes"
"493",NA,"2023 Cruzeiro","","Fernando Henrique","BRA","MF","21",1.5,46,44,2,1,0,0,0,0,1,0,0,0,38,0,1,"https://fbref.com/en/players/004fbf01/Fernando-Henrique"
"494",NA,"2023 Cruzeiro","","Paulo Vitor","BRA","MF,DF","23",1.4,76,71,5,0,0,0,8,5,0,0,0,0,67,0,4,"https://fbref.com/en/players/3ace4e2d/Paulo-Vitor"
"495",NA,"2023 Cruzeiro","","Daniel","BRA","MF","20",0.3,33,31,2,1,0,0,1,1,0,0,0,0,30,0,0,"https://fbref.com/en/players/caa45045/Daniel"
"496",NA,"2023 Cruzeiro","","João Pedro","BRA","FW","19",0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,"https://fbref.com/en/players/c70b396e/Joao-Pedro"
"497",NA,"2023 Cruzeiro","","Luis","BRA","FW","17",0.1,5,5,0,0,0,0,1,0,0,0,0,0,2,0,0,"https://fbref.com/en/players/650ca5cd/Luis"
"498",NA,"2023 Vasco da Gama","","Léo Jardim","BRA","GK","27",38,953,573,376,61,0,0,0,0,0,0,0,0,693,4,0,"https://fbref.com/en/players/f5dfc256/Leo-Jardim"
"499",NA,"2023 Vasco da Gama","","Lucas Piton","BRA","DF","22",36.5,1959,1545,404,42,0,12,222,332,30,4,22,0,1461,10,72,"https://fbref.com/en/players/defce7f1/Lucas-Piton"
"500",NA,"2023 Vasco da Gama","","Léo Pelé","BRA","DF","26",30.2,1623,1531,85,39,1,3,7,46,0,0,0,0,1407,7,15,"https://fbref.com/en/players/77980eb9/Leo-Pele"
"501",NA,"2023 Vasco da Gama","","Gabriel Chaves","BRA","FW,MF","21",29,590,530,56,11,5,2,92,16,27,17,2,0,439,4,21,"https://fbref.com/en/players/c37ce1ca/Gabriel-Chaves"
"502",NA,"2023 Vasco da Gama","","Zé Gabriel","BRA","MF","24",21.5,1078,1040,34,33,0,12,1,1,0,0,0,0,944,4,8,"https://fbref.com/en/players/2879ff2a/Ze-Gabriel"
"503",NA,"2023 Vasco da Gama","","José Luis Rodríguez Bebanz","URU","DF","25",22.2,1199,905,289,47,0,11,140,216,26,18,4,0,801,5,32,"https://fbref.com/en/players/6f1a7f76/Jose-Luis-Rodriguez-Bebanz"
"504",NA,"2023 Vasco da Gama","","Pablo Vegetti","ARG","FW","34",19.9,351,308,42,1,0,3,21,2,0,0,0,0,209,1,15,"https://fbref.com/en/players/06cc28cd/Pablo-Vegetti"
"505",NA,"2023 Vasco da Gama","","Gary Medel","CHI","DF,MF","35",19.2,1090,1034,56,50,0,4,3,5,0,0,0,0,1010,0,2,"https://fbref.com/en/players/563a68ad/Gary-Medel"
"506",NA,"2023 Vasco da Gama","","Paulinho","BRA","MF","26",18.2,945,893,49,27,3,19,35,6,16,8,7,0,794,3,12,"https://fbref.com/en/players/2d215840/Paulinho"
"507",NA,"2023 Vasco da Gama","","Bruno Praxedes","BRA","MF","20",14.9,657,643,11,6,1,5,15,4,1,0,0,0,517,3,20,"https://fbref.com/en/players/5dd520a8/Bruno-Praxedes"
"508",NA,"2023 Vasco da Gama","","Jair","BRA","MF","28",17.7,962,903,55,44,2,8,8,5,2,0,0,0,853,4,11,"https://fbref.com/en/players/f3466edc/Jair"
"509",NA,"2023 Vasco da Gama","","Robson Bambu","BRA","DF","25",14.2,696,616,79,26,1,1,11,53,0,0,0,0,567,1,15,"https://fbref.com/en/players/d4fa7d01/Robson-Bambu"
"510",NA,"2023 Vasco da Gama","","Maicon","BRA","DF","34",13.9,686,632,53,50,0,10,7,3,0,0,0,0,578,1,3,"https://fbref.com/en/players/2a8683b9/Maicon"
"511",NA,"2023 Vasco da Gama","","Marlon Gomes","BRA","MF","19",12.7,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a5a6f083/Marlon-Gomes"
"512",NA,"2023 Vasco da Gama","","Alex Teixeira","BRA","FW,MF","33",12.6,306,284,21,7,0,0,22,3,5,0,4,0,251,1,8,"https://fbref.com/en/players/ae530c73/Alex-Teixeira"
"513",NA,"2023 Vasco da Gama","","Paulo Henrique","BRA","DF","26",9.5,481,379,101,6,0,2,36,95,0,0,0,0,353,1,14,"https://fbref.com/en/players/25a0cb08/Paulo-Henrique"
"514",NA,"2023 Vasco da Gama","","Pedro Raul","BRA","FW","26",9.3,180,160,20,1,0,1,3,0,0,0,0,0,114,0,4,"https://fbref.com/en/players/ed074559/Pedro-Raul"
"515",NA,"2023 Vasco da Gama","","Dimitri Payet","FRA","MF,FW","35",8.9,444,376,66,22,1,7,70,5,39,16,19,0,314,2,9,"https://fbref.com/en/players/58ae47b2/Dimitri-Payet"
"516",NA,"2023 Vasco da Gama","","Figueiredo","BRA","FW,MF","21",7.3,248,231,17,4,0,3,21,4,4,4,0,0,164,0,8,"https://fbref.com/en/players/2fe3a075/Figueiredo"
"517",NA,"2023 Vasco da Gama","","Luca Orellano","ARG","FW,MF","22",6.9,278,239,37,6,4,2,39,5,26,12,5,0,195,2,9,"https://fbref.com/en/players/53ae4b5e/Luca-Orellano"
"518",NA,"2023 Vasco da Gama","","Manuel Capasso","ARG","DF","26",6.2,343,336,7,7,1,2,0,0,0,0,0,0,286,0,1,"https://fbref.com/en/players/5a16ced1/Manuel-Capasso"
"519",NA,"2023 Vasco da Gama","","Andrey Santos","BRA","MF","18",4.7,138,132,6,4,0,0,1,0,0,0,0,0,107,0,4,"https://fbref.com/en/players/dd745366/Andrey-Santos"
"520",NA,"2023 Vasco da Gama","","Sergio Antonio De Luiz Junior","BRA","MF,DF","27",4,122,118,3,1,0,0,9,1,1,0,0,0,89,1,5,"https://fbref.com/en/players/c3d8dcb2/Sergio-Antonio-De-Luiz-Junior"
"521",NA,"2023 Vasco da Gama","","Matías Galarza","PAR","MF","20",4.5,135,129,3,2,0,0,10,1,0,0,0,0,93,3,4,"https://fbref.com/en/players/8e97a57b/Matias-Galarza"
"522",NA,"2023 Vasco da Gama","","Rossi","BRA","MF,FW","29",4.4,175,154,18,1,0,1,39,5,12,1,11,0,101,3,8,"https://fbref.com/en/players/80274d82/Rossi"
"523",NA,"2023 Vasco da Gama","","Miranda","BRA","DF","23",4.3,231,210,20,15,0,2,2,5,0,0,0,0,200,1,2,"https://fbref.com/en/players/83300aa7/Miranda"
"524",NA,"2023 Vasco da Gama","","Rodrigo Alves","BRA","MF","20",3.9,107,104,3,2,0,0,0,1,0,0,0,0,83,0,2,"https://fbref.com/en/players/642defee/Rodrigo-Alves"
"525",NA,"2023 Vasco da Gama","","Sebastián Ferreira","PAR","FW,MF","24",4.9,116,106,10,2,1,0,2,1,0,0,0,0,89,0,7,"https://fbref.com/en/players/5439dba0/Sebastian-Ferreira"
"526",NA,"2023 Vasco da Gama","","Erick Marcus","BRA","MF,FW","18",4.4,182,174,7,1,1,0,27,0,5,4,0,0,134,1,7,"https://fbref.com/en/players/3c1155da/Erick-Marcus"
"527",NA,"2023 Vasco da Gama","","Mateus Cocão","BRA","MF","20",3.9,231,226,5,4,1,1,7,0,1,0,1,0,205,0,2,"https://fbref.com/en/players/35f270b7/Mateus-Cocao"
"528",NA,"2023 Vasco da Gama","","Rayan Vitor","BRA","FW,MF","16",2.9,80,78,2,0,1,2,1,1,0,0,0,0,62,0,1,"https://fbref.com/en/players/288647fc/Rayan-Vitor"
"529",NA,"2023 Vasco da Gama","","Cauan Barros","BRA","MF","18",2.6,83,80,3,2,0,0,1,0,0,0,0,0,72,0,0,"https://fbref.com/en/players/6ae4627b/Cauan-Barros"
"530",NA,"2023 Vasco da Gama","","José Vitor","BRA","DF","20",1.2,63,63,0,0,0,1,2,0,0,0,0,0,54,0,1,"https://fbref.com/en/players/f8b0488c/Jose-Vitor"
"531",NA,"2023 Vasco da Gama","","Gabriel Carabajal","ARG","MF","31",1.4,108,86,20,13,1,3,20,0,7,5,2,0,66,2,4,"https://fbref.com/en/players/7a694ae4/Gabriel-Carabajal"
"532",NA,"2023 Vasco da Gama","","Eguinaldo","BRA","FW,MF","18",0.7,12,10,1,0,0,0,0,0,0,0,0,0,6,1,0,"https://fbref.com/en/players/d874b374/Eguinaldo"
"533",NA,"2023 Vasco da Gama","","Paulinho","BRA","DF","17",0.5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0636d932/Paulinho"
"534",NA,"2023 Vasco da Gama","","Rwan","BRA","MF,FW","21",0.4,10,9,1,1,0,0,1,0,0,0,0,0,8,0,0,"https://fbref.com/en/players/568a75fd/Rwan"
