"","Season","Squad","Comp","Player","Nation","Pos","Age","MP","Min_Playing_Time","Mn_per_MP_Playing_Time","Min_percent_Playing_Time","Mins_Per_90_Playing_Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team_Success","onG_Team_Success","onGA_Team_Success","Plus_Minus_Team_Success","Plus_Minus90_Team_Success","On_minus_Off_Team_Success","onxG_Team_Success_xG_","onxGA_Team_Success_xG","xGPlus_Minus_Team_Success_xG","xGPlus_Minus90_Team_Success_xG","On_minus_Off_Team_Success_xG","PlayerURL","MP_Playing_Time"
"511",NA,"2023 Corinthians","Série A","Fábio Santos","BRA","DF","37",25,1673,67,48.9,18.6,20,78,12,5,23,7,1.36,23,28,-5,-0.27,-0.48,20.4,23.3,-2.9,-0.16,0.16,"https://fbref.com/en/players/d0d786fd/Fabio-Santos",NA
"512",NA,"2023 Corinthians","Série A","Bruno Méndez","URU","DF","23",27,1650,61,48.2,18.3,20,76,12,7,19,6,1.44,18,16,2,0.11,0.26,17.9,23.4,-5.5,-0.3,-0.12,"https://fbref.com/en/players/66017b9d/Bruno-Mendez",NA
"513",NA,"2023 Corinthians","Série A","Matheus Bidu","BRA","DF","23",24,1659,69,48.5,18.4,19,80,11,5,28,14,1.42,24,19,5,0.27,0.58,18.9,23.3,-4.4,-0.24,0,"https://fbref.com/en/players/b8a72293/Matheus-Bidu",NA
"514",NA,"2023 Corinthians","Série A","Giuliano de Paula","BRA","MF,FW","32",30,1633,54,47.7,18.1,19,71,5,11,26,6,1.27,21,22,-1,-0.06,-0.06,17.7,24.3,-6.7,-0.37,-0.25,"https://fbref.com/en/players/ab1b205d/Giuliano-de-Paula",NA
"515",NA,"2023 Corinthians","Série A","Fausto Vera","ARG","MF","22",21,1381,66,40.4,15.3,17,74,5,4,29,6,1.33,16,14,2,0.13,0.26,15.9,15.4,0.5,0.03,0.45,"https://fbref.com/en/players/8b3b381b/Fausto-Vera",NA
"516",NA,"2023 Corinthians","Série A","Renato Augusto","BRA","MF","34",24,1282,53,37.5,14.2,16,66,2,8,29,0,1.54,21,20,1,0.07,0.15,14.7,16.8,-2,-0.14,0.16,"https://fbref.com/en/players/83a6367a/Renato-Augusto",NA
"517",NA,"2023 Corinthians","Série A","Roger Guedes","BRA","FW,MF","26",15,1349,90,39.4,15,15,90,14,0,NA,0,1.2,15,18,-3,-0.2,-0.29,15.6,18.9,-3.3,-0.22,0.03,"https://fbref.com/en/players/612a9dd7/Roger-Guedes",NA
"518",NA,"2023 Corinthians","Série A","Lucas Veríssimo","BRA","DF","27",15,1304,87,38.1,14.5,15,87,13,0,NA,2,1.53,19,19,0,0,0.04,16.1,17.7,-1.6,-0.11,0.21,"https://fbref.com/en/players/5eaf85b5/Lucas-Verissimo",NA
"519",NA,"2023 Corinthians","Série A","Gabriel Moscardo","BRA","MF","17",18,1132,63,33.1,12.6,15,67,3,3,40,2,1.61,14,16,-2,-0.16,-0.2,12.8,14.3,-1.5,-0.12,0.18,"https://fbref.com/en/players/709d3f52/Gabriel-Moscardo",NA
"520",NA,"2023 Corinthians","Série A","Caetano","BRA","DF","23",16,1204,75,35.2,13.4,13,87,12,3,26,18,1.44,21,18,3,0.22,0.39,12.8,21.5,-8.7,-0.65,-0.63,"https://fbref.com/en/players/226e5efd/Caetano",NA
"521",NA,"2023 Corinthians","Série A","Ángel Romero","PAR","FW","30",22,1196,54,35,13.3,13,75,2,9,25,10,1.23,18,20,-2,-0.15,-0.19,14.3,17.1,-2.8,-0.21,0.04,"https://fbref.com/en/players/36edfb9b/Angel-Romero",NA
"522",NA,"2023 Corinthians","Série A","Murillo","BRA","DF","20",13,1165,90,34.1,12.9,13,90,12,0,NA,4,1.08,12,14,-2,-0.15,-0.19,12.8,15.6,-2.8,-0.21,0.04,"https://fbref.com/en/players/1704b0b8/Murillo",NA
"523",NA,"2023 Corinthians","Série A","Ruan Oliveira Ferreira","BRA","MF,FW","22",19,883,46,25.8,9.8,11,67,2,8,18,7,1.58,16,10,6,0.61,0.86,11.6,15.6,-4,-0.41,-0.22,"https://fbref.com/en/players/ce958316/Ruan-Oliveira-Ferreira",NA
"524",NA,"2023 Corinthians","Série A","Adson","BRA","FW,MF","22",15,857,57,25.1,9.5,9,73,1,6,33,2,1.53,10,9,1,0.11,0.18,10.2,10.8,-0.6,-0.06,0.24,"https://fbref.com/en/players/eda38706/Adson",NA
"525",NA,"2023 Corinthians","Série A","Wesley Ribeiro","BRA","FW,MF","17",24,861,36,25.2,9.6,7,57,0,17,27,7,1.25,13,11,2,0.21,0.31,11.3,14,-2.7,-0.28,-0.06,"https://fbref.com/en/players/acf5672b/Wesley-Ribeiro",NA
"526",NA,"2023 Corinthians","Série A","Budiga Roni","BRA","MF","23",15,676,45,19.8,7.5,7,77,5,8,17,13,1.27,6,11,-5,-0.67,-0.8,6.3,11.1,-4.8,-0.64,-0.5,"https://fbref.com/en/players/af433614/Budiga-Roni",NA
"527",NA,"2023 Corinthians","Série A","Matías Rojas","PAR","MF,FW","27",15,634,42,18.5,7,7,66,1,8,22,2,1.4,9,10,-1,-0.14,-0.14,7.6,9.4,-1.9,-0.27,-0.04,"https://fbref.com/en/players/f2416544/Matias-Rojas",NA
"528",NA,"2023 Corinthians","Série A","Pedrinho Santos","BRA","FW,MF","16",15,618,41,18.1,6.9,7,57,0,8,28,13,0.6,8,13,-5,-0.73,-0.86,9.1,7.7,1.4,0.21,0.54,"https://fbref.com/en/players/f74a5bdc/Pedrinho-Santos",NA
"529",NA,"2023 Corinthians","Série A","Guilherme Biro","BRA","FW,MF","18",11,572,52,16.7,6.4,7,66,0,4,27,10,1.27,6,6,0,0,0.03,5.4,7.7,-2.3,-0.37,-0.15,"https://fbref.com/en/players/e38c2c76/Guilherme-Biro",NA
"530",NA,"2023 Corinthians","Série A","Matheus Araújo","BRA","MF,FW","20",16,584,37,17.1,6.5,3,73,1,13,28,14,1.38,8,9,-1,-0.15,-0.15,8.3,10,-1.7,-0.26,-0.03,"https://fbref.com/en/players/2b0a4a75/Matheus-Araujo",NA
"531",NA,"2023 Corinthians","Série A","Felipe Augusto","BRA","FW,MF","18",15,322,21,9.4,3.6,2,62,0,13,15,17,1.13,3,7,-4,-1.12,-1.21,4.2,6.6,-2.4,-0.66,-0.46,"https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto",NA
"532",NA,"2023 Corinthians","Série A","Víctor Cantillo","COL","MF","29",6,266,44,7.8,3,2,73,1,4,30,10,1.67,7,4,3,1.02,1.13,3,4.2,-1.3,-0.43,-0.21,"https://fbref.com/en/players/45075f2f/Victor-Cantillo",NA
"533",NA,"2023 Corinthians","Série A","Du Queiroz","BRA","MF,DF","23",3,176,59,5.1,2,2,88,1,1,1,0,1,2,6,-4,-2.05,-2.13,1,2.8,-1.8,-0.93,-0.73,"https://fbref.com/en/players/8440b0cb/Du-Queiroz",NA
"534",NA,"2023 Corinthians","Série A","Léo Mana","BRA","DF","18",3,134,45,3.9,1.5,2,56,0,1,23,5,0.67,2,2,0,0,0.03,1.4,3.3,-1.9,-1.26,-1.06,"https://fbref.com/en/players/d7a180bc/Leo-Mana",NA
"535",NA,"2023 Corinthians","Série A","Chrystian Barletta","BRA","MF","21",3,127,42,3.7,1.4,2,57,0,1,13,6,1,2,2,0,0,0.03,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d594cf58/Chrystian-Barletta",NA
"536",NA,"2023 Corinthians","Série A","Gustavo Mosquito","BRA","FW,MF","25",11,308,28,9,3.4,1,45,0,10,26,1,1.09,4,5,-1,-0.29,-0.29,2.4,8.7,-6.2,-1.82,-1.74,"https://fbref.com/en/players/c9ed46c4/Gustavo-Mosquito",NA
"537",NA,"2023 Corinthians","Série A","Paulinho","BRA","MF,FW","34",4,148,37,4.3,1.6,1,90,1,3,19,2,0.25,2,3,-1,-0.61,-0.61,1.8,1.5,0.3,0.16,0.42,"https://fbref.com/en/players/bb7337cc/Paulinho",NA
"538",NA,"2023 Corinthians","Série A","Giovane","BRA","FW","19",5,133,27,3.9,1.5,1,45,0,4,22,5,1.4,3,1,2,1.35,1.44,1.4,2.5,-1.1,-0.74,-0.52,"https://fbref.com/en/players/1b567cdc/Giovane",NA
"539",NA,"2023 Corinthians","Série A","Carlos Miguel","BRA","GK","24",2,110,55,3.2,1.2,1,90,1,1,20,36,3,2,0,2,1.64,1.72,0.7,1,-0.3,-0.26,-0.02,"https://fbref.com/en/players/84454067/Carlos-Miguel",NA
"540",NA,"2023 Corinthians","Série A","Fabián Balbuena","PAR","DF","31",1,89,89,2.6,1,1,89,0,0,NA,3,0,1,2,-1,-1.01,-1.01,0.5,1,-0.6,-0.58,-0.35,"https://fbref.com/en/players/3626f7d9/Fabian-Balbuena",NA
"541",NA,"2023 Corinthians","Série A","Júnior Moraes","UKR","DF","35",1,1,1,0,0,0,NA,0,1,1,1,0,0,1,-1,-90,-90,0,0.2,-0.2,-15.84,-15.61,"https://fbref.com/en/players/c43e5e7e/Junior-Moraes",NA
"542",NA,"2023 Corinthians","Série A","Matheus Donelli","BRA","GK","20",0,NA,NA,NA,NA,0,NA,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7c736064/Matheus-Donelli",NA
"543",NA,"2023 Corinthians","Série A","Ryan Gustavo","BRA","MF","19",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/93573ea1/Ryan-Gustavo",NA
"544",NA,"2023 Corinthians","Série A","João Pedro","BRA","DF","19",0,NA,NA,NA,NA,0,NA,0,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/cd51f56f/Joao-Pedro",NA
"545",NA,"2023 Corinthians","Série A","Rafael Ramos","POR","DF","28",0,NA,NA,NA,NA,0,NA,0,0,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f8ddf51c/Rafael-Ramos",NA
"546",NA,"2023 Corinthians","Série A","Renato Santos","BRA","DF","18",0,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/592612d2/Renato-Santos",NA
"547",NA,"2023 Cruzeiro","","Rafael Cabral","BRA","GK","32",NA,3330,90,97.4,37,37,90,37,0,NA,0,1.24,35,32,3,0.08,0.08,46.9,41.7,5.2,0.14,-0.69,"https://fbref.com/en/players/806f7a26/Rafael-Cabral",37
"548",NA,"2023 Cruzeiro","","Luciano Castán","BRA","DF","33",NA,3210,89,93.9,35.7,36,89,33,0,NA,0,1.22,33,31,2,0.06,-0.37,45,39.4,5.6,0.16,-0.03,"https://fbref.com/en/players/0470eeba/Luciano-Castan",36
"549",NA,"2023 Cruzeiro","","Marlon","BRA","DF","25",NA,3198,89,93.5,35.5,36,89,31,0,NA,0,1.14,32,31,1,0.03,-0.78,45.6,38.5,7.2,0.2,0.66,"https://fbref.com/en/players/63969d01/Marlon",36
"550",NA,"2023 Cruzeiro","","William","BRA","DF","27",NA,2647,80,77.4,29.4,31,84,24,2,28,1,1.33,29,21,8,0.27,0.85,38.8,29.4,9.4,0.32,0.71,"https://fbref.com/en/players/d4d0a9ad/William",33
"551",NA,"2023 Cruzeiro","","Bruno Nascimento","BRA","FW,MF","25",NA,2820,81,82.5,31.3,30,89,24,5,32,0,1.26,29,25,4,0.13,0.28,42,34.5,7.5,0.24,0.46,"https://fbref.com/en/players/46411d56/Bruno-Nascimento",35
"552",NA,"2023 Cruzeiro","","Neris","BRA","DF","30",NA,2113,81,61.8,23.5,24,86,20,2,27,9,1.23,19,18,1,0.04,-0.1,26.5,23.6,2.9,0.13,-0.09,"https://fbref.com/en/players/f961d4c2/Neris",26
"553",NA,"2023 Cruzeiro","","Mateus Vital","BRA","MF","24",NA,1883,59,55.1,20.9,23,73,6,9,22,0,1.19,17,17,0,0,-0.18,24.3,20.3,3.9,0.19,0.06,"https://fbref.com/en/players/db9c8fa4/Mateus-Vital",32
"554",NA,"2023 Cruzeiro","","Machado","BRA","MF","27",NA,2277,65,66.6,25.3,22,83,10,13,34,0,1.29,25,21,4,0.16,0.24,32.3,28.9,3.4,0.13,-0.08,"https://fbref.com/en/players/f9846c93/Machado",35
"555",NA,"2023 Cruzeiro","","Wesley","BRA","FW,MF","23",NA,1775,61,51.9,19.7,22,72,4,7,28,3,1.07,17,21,-4,-0.2,-0.59,20.5,24.2,-3.6,-0.18,-0.71,"https://fbref.com/en/players/434de3a3/Wesley",29
"556",NA,"2023 Cruzeiro","","Jussa","BRA","MF","26",NA,1766,74,51.6,19.6,21,82,13,3,14,3,1.28,18,16,2,0.1,0.05,20.6,19.4,1.2,0.06,-0.2,"https://fbref.com/en/players/883f5dc8/Jussa",24
"557",NA,"2023 Cruzeiro","","Lucas Silva","BRA","MF","29",NA,1473,74,43.1,16.4,18,78,8,2,39,2,1.05,13,16,-3,-0.18,-0.46,18.3,16.7,1.6,0.1,-0.11,"https://fbref.com/en/players/1c646218/Lucas-Silva",20
"558",NA,"2023 Cruzeiro","","Arthur","BRA","FW,MF","24",NA,1350,68,39.5,15,17,73,2,3,38,1,1.1,10,12,-2,-0.13,-0.35,18,13.4,4.7,0.31,0.25,"https://fbref.com/en/players/184ad240/Arthur",20
"559",NA,"2023 Cruzeiro","","Lucas Oliveira","BRA","DF","26",NA,1310,82,38.3,14.6,15,85,11,1,33,13,1.25,13,12,1,0.07,-0.02,18.9,17.5,1.4,0.1,-0.1,"https://fbref.com/en/players/96d8b3d1/Lucas-Oliveira",16
"560",NA,"2023 Cruzeiro","","Gilberto","BRA","FW","33",NA,1093,55,32,12.1,14,68,3,6,24,3,1.3,15,11,4,0.33,0.37,15.3,13.1,2.2,0.18,0.04,"https://fbref.com/en/players/5da22685/Gilberto",20
"561",NA,"2023 Cruzeiro","","Matheus Pereira","POR","FW,MF","26",NA,1022,68,29.9,11.4,12,80,4,3,21,0,1.27,9,8,1,0.09,0.01,13.8,9,4.8,0.42,0.38,"https://fbref.com/en/players/b04ee927/Matheus-Pereira",15
"562",NA,"2023 Cruzeiro","","Nikão","BRA","FW,MF","30",NA,798,36,23.3,8.9,7,72,1,15,19,7,1.23,11,7,4,0.45,0.49,10.4,8.9,1.5,0.17,0.02,"https://fbref.com/en/players/a34bb194/Nikao",22
"563",NA,"2023 Cruzeiro","","Ian Luccas","BRA","MF","19",NA,480,34,14,5.3,7,60,0,7,9,15,1.5,4,5,-1,-0.19,-0.31,7.2,5.7,1.5,0.29,0.15,"https://fbref.com/en/players/c669d0df/Ian-Luccas",14
"564",NA,"2023 Cruzeiro","","Helibelton Palacios","COL","DF","29",NA,629,63,18.4,7,6,82,3,4,34,14,0.6,3,8,-5,-0.72,-0.97,7.1,8.2,-1.1,-0.15,-0.38,"https://fbref.com/en/players/ac8b2421/Helibelton-Palacios",10
"565",NA,"2023 Cruzeiro","","Rafael Elias","BRA","FW","23",NA,540,45,15.8,6,6,71,1,6,19,3,1.17,4,4,0,0,-0.09,6,5.1,0.9,0.15,-0.01,"https://fbref.com/en/players/31737e86/Rafael-Elias",12
"566",NA,"2023 Cruzeiro","","Neto Moura","BRA","MF","26",NA,499,38,14.6,5.5,6,67,0,7,14,2,1.5,6,8,-2,-0.36,-0.51,8.5,9.6,-1.1,-0.21,-0.43,"https://fbref.com/en/players/28fd3b9e/Neto-Moura",13
"567",NA,"2023 Cruzeiro","","Ramiro Benetti","BRA","MF","29",NA,407,68,11.9,4.5,6,68,0,0,NA,0,2,6,3,3,0.66,0.66,6.5,5.2,1.3,0.29,0.15,"https://fbref.com/en/players/96d14fe7/Ramiro-Benetti",6
"568",NA,"2023 Cruzeiro","","Richard","BRA","MF","28",NA,345,86,10.1,3.8,4,86,3,0,NA,0,2.25,7,3,4,1.04,1.07,5.5,4.6,0.9,0.23,0.08,"https://fbref.com/en/players/e90aa5da/Richard",4
"569",NA,"2023 Cruzeiro","","João Wellington","BRA","MF","19",NA,366,52,10.7,4.1,3,86,2,4,27,4,1.86,4,3,1,0.25,0.19,6.9,4.7,2.2,0.54,0.42,"https://fbref.com/en/players/62e02b9b/Joao-Wellington",7
"570",NA,"2023 Cruzeiro","","Kaiki","BRA","DF,FW","19",NA,228,29,6.7,2.5,3,62,0,5,8,21,1.13,2,3,-1,-0.39,-0.51,1.4,4.2,-2.8,-1.09,-1.34,"https://fbref.com/en/players/1a36e9cb/Kaiki",8
"571",NA,"2023 Cruzeiro","","Wallisson Luiz","BRA","MF","25",NA,392,36,11.5,4.4,2,78,0,9,26,3,0.91,4,6,-2,-0.46,-0.61,7.3,6.9,0.3,0.08,-0.09,"https://fbref.com/en/players/8b35dc4b/Wallisson-Luiz",11
"572",NA,"2023 Cruzeiro","","Henrique Dourado","BRA","FW","33",NA,342,31,10,3.8,2,76,1,9,21,3,1.09,1,2,-1,-0.26,-0.38,7.3,5.2,2.1,0.56,0.44,"https://fbref.com/en/players/9b010360/Henrique-Dourado",11
"573",NA,"2023 Cruzeiro","","Stênio Toledo","BRA","FW,MF","19",NA,292,22,8.5,3.2,2,66,0,11,15,13,1.23,4,0,4,1.23,1.26,6,3,3,0.93,0.84,"https://fbref.com/en/players/286defdd/Stenio-Toledo",13
"574",NA,"2023 Cruzeiro","","Robert","BRA","MF,FW","17",NA,186,21,5.4,2.1,1,57,0,8,16,10,1.22,4,1,3,1.45,1.45,3.1,2.5,0.6,0.27,0.12,"https://fbref.com/en/players/6825ea4c/Robert",9
"575",NA,"2023 Cruzeiro","","João Marcelo","BRA","DF","22",NA,165,33,4.8,1.8,1,90,1,4,19,15,1.6,2,3,-1,-0.55,-0.66,2.1,2.7,-0.6,-0.33,-0.51,"https://fbref.com/en/players/e18b8c9e/Joao-Marcelo",5
"576",NA,"2023 Cruzeiro","","Igor Marques","BRA","DF","24",NA,119,30,3.5,1.3,1,57,0,3,21,9,1,3,2,1,0.76,0.7,1.5,3.1,-1.6,-1.21,-1.42,"https://fbref.com/en/players/8b364abd/Igor-Marques",4
"577",NA,"2023 Cruzeiro","","Anderson","BRA","GK","24",NA,90,90,2.6,1,1,90,1,0,NA,34,1.33,1,0,1,1,0.95,0.9,0.1,0.8,0.84,0.69,"https://fbref.com/en/players/29d862d4/Anderson",1
"578",NA,"2023 Cruzeiro","","Rafael Bilu","BRA","FW","23",NA,86,22,2.5,1,1,8,0,3,26,0,2.25,4,1,3,3.14,3.14,2.6,1.7,0.9,0.97,0.84,"https://fbref.com/en/players/26880429/Rafael-Bilu",4
"579",NA,"2023 Cruzeiro","","Reynaldo Cesar Moraes","BRA","DF","26",NA,66,33,1.9,0.7,1,56,0,1,10,11,3,2,0,2,2.73,2.7,1.4,1,0.5,0.64,0.5,"https://fbref.com/en/players/589d070c/Reynaldo-Cesar-Moraes",2
"580",NA,"2023 Cruzeiro","","Fernando Henrique","BRA","MF","21",NA,131,19,3.8,1.5,0,NA,0,7,19,17,1.57,2,2,0,0,-0.08,3.4,3,0.4,0.27,0.11,"https://fbref.com/en/players/004fbf01/Fernando-Henrique",7
"581",NA,"2023 Cruzeiro","","Paulo Vitor","BRA","MF,DF","23",NA,125,16,3.7,1.4,0,NA,0,8,16,12,0.88,0,1,-1,-0.72,-0.83,2.2,2.2,0,-0.02,-0.19,"https://fbref.com/en/players/3ace4e2d/Paulo-Vitor",8
"582",NA,"2023 Cruzeiro","","Daniel","BRA","MF","20",NA,24,6,0.7,0.3,0,NA,0,4,6,9,0,0,0,0,0,-0.08,1.2,0.4,0.8,2.87,2.73,"https://fbref.com/en/players/caa45045/Daniel",4
"583",NA,"2023 Cruzeiro","","João Pedro","BRA","FW","19",NA,13,13,0.4,0.1,0,NA,0,1,13,4,1,0,0,0,0,-0.08,0,0.1,-0.1,-0.5,-0.66,"https://fbref.com/en/players/c70b396e/Joao-Pedro",1
"584",NA,"2023 Cruzeiro","","Luis","BRA","FW","17",NA,6,6,0.2,0.1,0,NA,0,1,6,4,0,0,0,0,0,-0.08,0.1,0,0.1,2.01,1.86,"https://fbref.com/en/players/650ca5cd/Luis",1
"585",NA,"2023 Cruzeiro","","Gabriel Mesquita","BRA","GK","24",NA,NA,NA,0,0,0,NA,0,0,NA,6,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2f8edc58/Gabriel-Mesquita",0
"586",NA,"2023 Cruzeiro","","Arielson","BRA","FW","18",NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/3e743d2d/Arielson",0
"587",NA,"2023 Cruzeiro","","Wesley Gasolina","BRA","MF","22",NA,NA,NA,NA,NA,0,NA,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7f7ad37a/Wesley-Gasolina",0
"588",NA,"2023 Cruzeiro","","Henrique","BRA","MF","19",NA,NA,NA,NA,NA,0,NA,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/94e36eb4/Henrique",0
"589",NA,"2023 Cruzeiro","","Ruan Índio","BRA","FW","16",NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/30ab0e2e/Ruan-Indio",0
"590",NA,"2023 Cruzeiro","","Juan","BRA","FW","21",NA,NA,NA,NA,NA,0,NA,0,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/025fe712/Juan",0
"591",NA,"2023 Cruzeiro","","Ruan Matheus","BRA","DF","19",NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ea766e17/Ruan-Matheus",0
"592",NA,"2023 Vasco da Gama","","Léo Jardim","BRA","GK","27",NA,3420,90,100,38,38,90,38,0,NA,0,1.18,41,51,-10,-0.26,NA,47.7,46.2,1.5,0.04,NA,"https://fbref.com/en/players/f5dfc256/Leo-Jardim",38
"593",NA,"2023 Vasco da Gama","","Lucas Piton","BRA","DF","22",NA,3283,89,96,36.5,37,89,35,0,NA,0,1.22,41,50,-9,-0.25,0.41,46.2,44.2,2,0.06,0.41,"https://fbref.com/en/players/defce7f1/Lucas-Piton",37
"594",NA,"2023 Vasco da Gama","","Léo Pelé","BRA","DF","26",NA,2719,80,79.5,30.2,30,88,28,4,16,1,1.24,32,39,-7,-0.23,0.15,40.1,36.2,3.9,0.13,0.44,"https://fbref.com/en/players/77980eb9/Leo-Pele",34
"595",NA,"2023 Vasco da Gama","","Gabriel Chaves","BRA","FW,MF","21",NA,2612,71,76.4,29,29,81,9,8,32,0,1.22,29,37,-8,-0.28,-0.05,36,33.5,2.5,0.09,0.2,"https://fbref.com/en/players/c37ce1ca/Gabriel-Chaves",37
"596",NA,"2023 Vasco da Gama","","Zé Gabriel","BRA","MF","24",NA,1938,72,56.7,21.5,24,78,13,3,18,2,1.41,22,22,0,0,0.61,25.1,26.1,-1,-0.05,-0.2,"https://fbref.com/en/players/2879ff2a/Ze-Gabriel",27
"597",NA,"2023 Vasco da Gama","","José Luis Rodríguez Bebanz","URU","DF","25",NA,1997,62,58.4,22.2,22,84,16,10,15,4,1,29,36,-7,-0.32,-0.13,29.5,28.6,0.9,0.04,0,"https://fbref.com/en/players/6f1a7f76/Jose-Luis-Rodriguez-Bebanz",32
"598",NA,"2023 Vasco da Gama","","Pablo Vegetti","ARG","FW","34",NA,1792,85,52.4,19.9,20,88,16,1,27,0,1.57,26,21,5,0.25,1.08,24.4,25,-0.5,-0.03,-0.14,"https://fbref.com/en/players/06cc28cd/Pablo-Vegetti",21
"599",NA,"2023 Vasco da Gama","","Gary Medel","CHI","DF,MF","35",NA,1724,86,50.4,19.2,20,86,15,0,NA,0,1.45,24,24,0,0,0.53,24.2,24.3,-0.1,-0.01,-0.09,"https://fbref.com/en/players/563a68ad/Gary-Medel",20
"600",NA,"2023 Vasco da Gama","","Paulinho","BRA","MF","26",NA,1634,82,47.8,18.2,19,83,11,1,66,0,1.6,25,21,4,0.22,0.93,24,24.3,-0.3,-0.01,-0.1,"https://fbref.com/en/players/2d215840/Paulinho",20
"601",NA,"2023 Vasco da Gama","","Bruno Praxedes","BRA","MF","20",NA,1340,64,39.2,14.9,18,70,5,3,27,1,1.67,17,17,0,0,0.43,15.1,17.7,-2.6,-0.18,-0.35,"https://fbref.com/en/players/5dd520a8/Bruno-Praxedes",21
"602",NA,"2023 Vasco da Gama","","Jair","BRA","MF","28",NA,1589,55,46.5,17.7,16,79,6,13,24,2,1.07,21,26,-5,-0.28,-0.04,23.6,20.4,3.2,0.18,0.27,"https://fbref.com/en/players/f3466edc/Jair",29
"603",NA,"2023 Vasco da Gama","","Robson Bambu","BRA","DF","25",NA,1280,71,37.4,14.2,16,77,8,2,25,7,1.06,12,16,-4,-0.28,-0.03,15.8,15,0.8,0.06,0.03,"https://fbref.com/en/players/d4fa7d01/Robson-Bambu",18
"604",NA,"2023 Vasco da Gama","","Maicon","BRA","DF","34",NA,1255,78,36.7,13.9,14,87,11,2,19,8,1.63,15,11,4,0.29,0.87,14,15.6,-1.6,-0.11,-0.24,"https://fbref.com/en/players/2a8683b9/Maicon",16
"605",NA,"2023 Vasco da Gama","","Marlon Gomes","BRA","MF","19",NA,1144,50,33.5,12.7,14,65,1,9,26,3,1.35,11,17,-6,-0.47,-0.31,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a5a6f083/Marlon-Gomes",23
"606",NA,"2023 Vasco da Gama","","Alex Teixeira","BRA","FW,MF","33",NA,1131,51,33.1,12.6,13,69,1,9,25,16,0.86,12,18,-6,-0.48,-0.32,15.9,14.9,1,0.08,0.06,"https://fbref.com/en/players/ae530c73/Alex-Teixeira",22
"607",NA,"2023 Vasco da Gama","","Paulo Henrique","BRA","DF","26",NA,852,61,24.9,9.5,10,81,3,4,11,15,1.43,6,8,-2,-0.21,0.07,10,11,-1,-0.1,-0.19,"https://fbref.com/en/players/25a0cb08/Paulo-Henrique",14
"608",NA,"2023 Vasco da Gama","","Pedro Raul","BRA","FW","26",NA,835,70,24.4,9.3,9,86,6,3,22,0,0.5,8,16,-8,-0.86,-0.79,11.8,10.8,1,0.1,0.09,"https://fbref.com/en/players/ed074559/Pedro-Raul",12
"609",NA,"2023 Vasco da Gama","","Dimitri Payet","FRA","MF,FW","35",NA,800,47,23.4,8.9,7,69,1,10,32,1,1.53,13,9,4,0.45,0.93,12.1,11.2,0.9,0.1,0.08,"https://fbref.com/en/players/58ae47b2/Dimitri-Payet",17
"610",NA,"2023 Vasco da Gama","","Figueiredo","BRA","FW,MF","21",NA,656,41,19.2,7.3,7,69,1,9,19,10,0.88,3,8,-5,-0.69,-0.52,8.9,8.3,0.5,0.07,0.04,"https://fbref.com/en/players/2fe3a075/Figueiredo",16
"611",NA,"2023 Vasco da Gama","","Luca Orellano","ARG","FW,MF","22",NA,622,35,18.2,6.9,6,65,0,12,19,10,0.67,6,16,-10,-1.45,-1.45,9.4,8.1,1.3,0.18,0.18,"https://fbref.com/en/players/53ae4b5e/Luca-Orellano",18
"612",NA,"2023 Vasco da Gama","","Manuel Capasso","ARG","DF","26",NA,554,62,16.2,6.2,6,79,3,3,26,14,0.22,5,15,-10,-1.62,-1.62,7.4,8,-0.6,-0.1,-0.17,"https://fbref.com/en/players/5a16ced1/Manuel-Capasso",9
