"","Season","Squad","Comp","Player","Nation","Pos","Age","MP","Min_Playing_Time","Mn_per_MP_Playing_Time","Min_percent_Playing_Time","Mins_Per_90_Playing_Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team_Success","onG_Team_Success","onGA_Team_Success","Plus_Minus_Team_Success","Plus_Minus90_Team_Success","On_minus_Off_Team_Success","onxG_Team_Success_xG_","onxGA_Team_Success_xG","xGPlus_Minus_Team_Success_xG","xGPlus_Minus90_Team_Success_xG","On_minus_Off_Team_Success_xG","PlayerURL","MP_Playing_Time"
"716",NA,"2023 Santos","Série A","Cadu","BRA","DF","20",1,16,16,0.5,0.2,0,NA,0,1,16,3,0,0,2,-2,-11.25,-10.64,0,0.1,-0.1,-0.81,-0.59,"https://fbref.com/en/players/a2e69531/Cadu",NA
"717",NA,"2023 Santos","Série A","Ivonei","BRA","MF","20",1,3,3,0.1,0,0,NA,0,1,3,4,1,0,0,0,0,0.66,0,0,0,-0.61,-0.38,"https://fbref.com/en/players/16c7086d/Ivonei",NA
"718",NA,"2023 Santos","Série A","Luiz Felipe","BRA","DF","29",1,1,1,0,0,0,NA,0,1,1,13,3,0,0,0,0,0.66,0,0,0,0,0.22,"https://fbref.com/en/players/746c8624/Luiz-Felipe",NA
"719",NA,"2023 Santos","Série A","Diogenes","BRA","GK","22",0,NA,NA,NA,NA,0,NA,0,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/858e2e40/Diogenes",NA
"720",NA,"2023 Santos","Série A","Pedro Henrique","BRA","DF","20",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/660b023e/Pedro-Henrique",NA
"721",NA,"2023 Santos","Série A","Paulo Mazoti","BRA","GK","22",0,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a182afb8/Paulo-Mazoti",NA
"722",NA,"2023 Goiás","Série A","Tadeu","BRA","GK","30",35,3150,90,92.1,35,35,90,35,0,NA,0,1,34,45,-11,-0.31,1.69,33.2,39.8,-6.6,-0.19,0.75,"https://fbref.com/en/players/8445554f/Tadeu",NA
"723",NA,"2023 Goiás","Série A","Maguinho","BRA","DF","30",34,2857,84,83.5,31.7,34,84,24,0,NA,0,1.09,28,37,-9,-0.28,1,28.4,37.7,-9.3,-0.29,-0.27,"https://fbref.com/en/players/d1c855c5/Maguinho",NA
"724",NA,"2023 Goiás","Série A","Bruno Melo","BRA","DF","30",33,2891,88,84.5,32.1,32,88,31,1,70,0,0.97,33,48,-15,-0.47,-0.13,32.4,36.9,-4.6,-0.14,0.69,"https://fbref.com/en/players/41ee21ae/Bruno-Melo",NA
"725",NA,"2023 Goiás","Série A","Everton Morelli","BRA","MF","25",32,2585,81,75.6,28.7,30,84,19,2,31,0,1.06,23,36,-13,-0.45,-0.02,25.7,32.6,-6.9,-0.24,0.03,"https://fbref.com/en/players/487bfa9b/Everton-Morelli",NA
"726",NA,"2023 Goiás","Série A","Lucas Halter","BRA","DF","22",30,2582,86,75.5,28.7,30,86,26,0,NA,0,1.1,29,35,-6,-0.21,0.97,29.4,32.5,-3.1,-0.11,0.56,"https://fbref.com/en/players/7aa882a2/Lucas-Halter",NA
"727",NA,"2023 Goiás","Série A","Willian","BRA","MF","29",31,2193,71,64.1,24.4,28,75,15,3,34,4,1.06,20,32,-12,-0.49,-0.13,19.6,30.3,-10.7,-0.44,-0.53,"https://fbref.com/en/players/96f82d0a/Willian",NA
"728",NA,"2023 Goiás","Série A","Guilherme","BRA","MF","31",30,1851,62,54.1,20.6,25,71,3,5,16,1,1,22,28,-6,-0.29,0.34,19.5,22.4,-2.9,-0.14,0.23,"https://fbref.com/en/players/9e61c019/Guilherme",NA
"729",NA,"2023 Goiás","Série A","Julián Palacios","ARG","FW,MF","23",27,1632,60,47.7,18.1,19,74,4,8,28,2,0.7,24,36,-12,-0.66,-0.41,19.9,26.2,-6.3,-0.35,-0.19,"https://fbref.com/en/players/37dfd961/Julian-Palacios",NA
"730",NA,"2023 Goiás","Série A","Anderson","BRA","FW,MF","24",20,1291,65,37.7,14.3,18,70,3,2,14,1,1.1,12,12,0,0,0.72,13.3,12.5,0.8,0.05,0.48,"https://fbref.com/en/players/4242a0a1/Anderson",NA
"731",NA,"2023 Goiás","Série A","Sander","BRA","DF","32",21,1542,73,45.1,17.1,17,87,15,4,18,2,0.81,15,27,-12,-0.7,-0.46,17.3,24.2,-6.9,-0.4,-0.29,"https://fbref.com/en/players/3c16ca6c/Sander",NA
"732",NA,"2023 Goiás","Série A","Hugo","BRA","DF","25",19,1418,75,41.5,15.8,16,84,11,3,23,12,1.21,18,20,-2,-0.13,0.55,15.5,17.2,-1.7,-0.11,0.24,"https://fbref.com/en/players/bd2593f3/Hugo",NA
"733",NA,"2023 Goiás","Série A","Allano","BRA","FW","27",19,1237,65,36.2,13.7,15,75,3,4,28,0,1.26,10,14,-4,-0.29,0.24,11.5,13.9,-2.4,-0.17,0.12,"https://fbref.com/en/players/9c1245f8/Allano",NA
"734",NA,"2023 Goiás","Série A","Vinícius","BRA","FW","29",23,1172,51,34.3,13,13,73,4,10,22,4,0.96,10,15,-5,-0.38,0.1,11.3,14.6,-3.2,-0.25,0,"https://fbref.com/en/players/b6bd2b80/Vinicius",NA
"735",NA,"2023 Goiás","Série A","Zé Ricardo","BRA","MF","23",13,1070,82,31.3,11.9,13,82,7,0,NA,0,0.85,9,21,-12,-1.01,-0.82,12.7,17.8,-5.2,-0.43,-0.27,"https://fbref.com/en/players/22b85604/Ze-Ricardo",NA
"736",NA,"2023 Goiás","Série A","João Magno","BRA","FW","25",19,983,52,28.7,10.9,13,68,2,6,18,1,1.21,15,11,4,0.37,1.14,12.1,9.7,2.5,0.22,0.66,"https://fbref.com/en/players/d173dcd7/Joao-Magno",NA
"737",NA,"2023 Goiás","Série A","Dieguinho","BRA","DF,FW","27",15,1080,72,31.6,12,12,82,8,3,30,0,0.67,10,20,-10,-0.83,-0.56,10.3,15.3,-5,-0.42,-0.24,"https://fbref.com/en/players/7e5a7340/Dieguinho",NA
"738",NA,"2023 Goiás","Série A","Sidimar","BRA","DF","30",18,1007,56,29.4,11.2,12,77,9,6,13,16,1.17,7,20,-13,-1.16,-1.01,8.5,18,-9.4,-0.84,-0.84,"https://fbref.com/en/players/080fc1f0/Sidimar",NA
"739",NA,"2023 Goiás","Série A","Matheus Peixoto","BRA","FW","27",13,879,68,25.7,9.8,12,73,3,1,1,2,0.92,7,17,-10,-1.02,-0.78,9.4,14.4,-5,-0.52,-0.36,"https://fbref.com/en/players/05160796/Matheus-Peixoto",NA
"740",NA,"2023 Goiás","Série A","Matheus Babi","BRA","FW","25",17,881,52,25.8,9.8,8,79,4,9,28,3,1.06,11,16,-5,-0.51,-0.09,10.7,13.3,-2.6,-0.27,-0.03,"https://fbref.com/en/players/f48cff2c/Matheus-Babi",NA
"741",NA,"2023 Goiás","Série A","Raphael Guzzo","POR","MF","28",14,577,41,16.9,6.4,5,64,0,9,28,6,0.86,7,5,2,0.31,0.91,6.9,5.8,1,0.16,0.49,"https://fbref.com/en/players/2f002854/Raphael-Guzzo",NA
"742",NA,"2023 Goiás","Série A","Luis Oyama","BRA","MF","26",9,561,62,16.4,6.2,5,81,2,4,40,15,0.67,5,8,-3,-0.48,-0.04,5.3,6.1,-0.8,-0.13,0.14,"https://fbref.com/en/players/ed0c094b/Luis-Oyama",NA
"743",NA,"2023 Goiás","Série A","Bruno Araújo dos Santos","BRA","DF","29",8,454,57,13.3,5,4,82,2,4,31,16,0.75,8,11,-3,-0.59,-0.17,6.4,5.4,1,0.19,0.51,"https://fbref.com/en/players/92831068/Bruno-Araujo-dos-Santos",NA
"744",NA,"2023 Goiás","Série A","EDU","BRA","DF","22",9,435,48,12.7,4.8,4,90,4,5,15,19,1.22,3,5,-2,-0.41,0.04,4,6.6,-2.6,-0.55,-0.34,"https://fbref.com/en/players/01dc4e41/EDU",NA
"745",NA,"2023 Goiás","Série A","Diego Gonçalves","BRA","FW,MF","28",10,356,36,10.4,4,4,53,0,6,24,15,1,3,8,-5,-1.26,-0.91,4.8,6.2,-1.4,-0.35,-0.11,"https://fbref.com/en/players/c707fc37/Diego-Goncalves",NA
"746",NA,"2023 Goiás","Série A","Alesson","BRA","FW,MF","23",23,655,28,19.2,7.3,3,59,0,20,24,12,0.61,9,14,-5,-0.69,-0.3,7.9,11.6,-3.7,-0.5,-0.31,"https://fbref.com/en/players/611e984e/Alesson",NA
"747",NA,"2023 Goiás","Série A","Marcelo Rangel","BRA","GK","34",3,270,90,7.9,3,3,90,3,0,NA,32,1,2,8,-6,-2,-1.69,3.3,6.1,-2.8,-0.94,-0.75,"https://fbref.com/en/players/c293dc73/Marcelo-Rangel",NA
"748",NA,"2023 Goiás","Série A","Apodi","BRA","FW,MF","36",13,382,29,11.2,4.2,2,66,0,11,23,20,0.62,6,11,-5,-1.18,-0.82,5.5,7.1,-1.7,-0.39,-0.16,"https://fbref.com/en/players/affbe6bc/Apodi",NA
"749",NA,"2023 Goiás","Série A","Higor","BRA","MF","28",8,223,28,6.5,2.5,2,59,0,6,18,11,2,2,4,-2,-0.81,-0.38,2.9,3.2,-0.3,-0.14,0.12,"https://fbref.com/en/players/fb8b684d/Higor",NA
"750",NA,"2023 Goiás","Série A","Pedro Oliveira","BRA","FW,MF","18",4,195,49,5.7,2.2,2,86,1,2,12,1,1.5,1,2,-1,-0.46,-0.02,1.3,2.2,-0.9,-0.42,-0.18,"https://fbref.com/en/players/089b56d8/Pedro-Oliveira",NA
"751",NA,"2023 Goiás","Série A","Matheus Santos","BRA","FW,MF","24",7,195,28,5.7,2.2,1,67,0,6,21,2,1,4,3,1,0.46,0.96,1.6,2.6,-1,-0.45,-0.21,"https://fbref.com/en/players/48125180/Matheus-Santos",NA
"752",NA,"2023 Goiás","Série A","Gabriel Novaes","BRA","FW","23",3,95,32,2.8,1.1,1,66,0,2,15,1,0.33,0,2,-2,-1.89,-1.49,0.7,1.9,-1.2,-1.14,-0.91,"https://fbref.com/en/players/297a324a/Gabriel-Novaes",NA
"753",NA,"2023 Goiás","Série A","Dodô","BRA","MF,FW","21",15,323,22,9.4,3.6,0,NA,0,15,22,18,0.8,5,3,2,0.56,1.11,5.5,4.6,0.9,0.26,0.56,"https://fbref.com/en/players/7676dd35/Dodo",NA
"754",NA,"2023 Goiás","Série A","Philippe Costa","BRA","FW","22",4,109,27,3.2,1.2,0,NA,0,4,27,3,0.25,1,0,1,0.83,1.31,2.4,0.7,1.6,1.35,1.65,"https://fbref.com/en/players/c19505b4/Philippe-Costa",NA
"755",NA,"2023 Goiás","Série A","Breno Herculano","BRA","FW,MF","23",3,79,26,2.3,0.9,0,NA,0,3,26,1,0,0,2,-2,-2.28,-1.87,0.4,1.1,-0.6,-0.71,-0.47,"https://fbref.com/en/players/83b2c094/Breno-Herculano",NA
"756",NA,"2023 Goiás","Série A","Xavier","BRA","DF","22",1,59,59,1.7,0.7,0,NA,0,1,59,1,3,1,0,1,1.53,2.01,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1b15b3d9/Xavier",NA
"757",NA,"2023 Goiás","Série A","Lucas Emmanuel","BRA","FW","22",2,55,28,1.6,0.6,0,NA,0,2,28,3,1.5,1,0,1,1.64,2.12,0.1,0.6,-0.6,-0.91,-0.67,"https://fbref.com/en/players/08d236fc/Lucas-Emmanuel",NA
"758",NA,"2023 Goiás","Série A","Mina","BRA","DF","19",1,45,45,1.3,0.5,0,NA,0,1,45,7,3,0,0,0,0,0.45,0.2,0.3,-0.1,-0.11,0.14,"https://fbref.com/en/players/85064762/Mina",NA
"759",NA,"2023 Goiás","Série A","Simioni","BRA","MF","19",1,45,45,1.3,0.5,0,NA,0,1,45,2,3,0,0,0,0,0.45,0.2,0.3,-0.1,-0.11,0.14,"https://fbref.com/en/players/12f1e5e8/Simioni",NA
"760",NA,"2023 Goiás","Série A","Fellipe Bastos","BRA","MF","32",1,36,36,1.1,0.4,0,NA,0,1,36,10,0,0,2,-2,-5,-4.6,0.1,0.6,-0.4,-1.1,-0.86,"https://fbref.com/en/players/9b99eae0/Fellipe-Bastos",NA
"761",NA,"2023 Goiás","Série A","Halerrandrio dos Santos","BRA","MF","16",1,29,29,0.8,0.3,0,NA,0,1,29,0,3,0,0,0,0,0.45,0.2,0,0.2,0.68,0.94,"https://fbref.com/en/players/7bfa8ce5/Halerrandrio-dos-Santos",NA
"762",NA,"2023 Goiás","Série A","Denzel","BRA","FW","20",1,25,25,0.7,0.3,0,NA,0,1,25,1,1,0,0,0,0,0.45,0,0.4,-0.3,-1.21,-0.97,"https://fbref.com/en/players/bbcdf171/Denzel",NA
"763",NA,"2023 Goiás","Série A","Jhonny Lucas","BRA","MF","22",2,17,9,0.5,0.2,0,NA,0,2,9,4,1.5,1,0,1,5.29,5.77,0.3,0.1,0.2,0.85,1.11,"https://fbref.com/en/players/a800ccee/Jhonny-Lucas",NA
"764",NA,"2023 Goiás","Série A","Ezequiel","BRA","GK","19",0,NA,NA,NA,NA,0,NA,0,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/3f69c99f/Ezequiel",NA
"765",NA,"2023 Goiás","Série A","Felipe","BRA","MF","28",0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/cadbabf9/Felipe",NA
"766",NA,"2023 Goiás","Série A","Luiz Filipe","BRA","FW","21",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/4a615e0b/Luiz-Filipe",NA
"767",NA,"2023 Goiás","Série A","Matheus","BRA","GK","28",0,NA,NA,NA,NA,0,NA,0,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d4cb8d77/Matheus",NA
"768",NA,"2023 Goiás","Série A","Nathan","BRA","MF","21",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/eb61284b/Nathan",NA
"769",NA,"2023 Goiás","Série A","Daniel Nolasco","BRA","DF","18",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/bdcbc291/Daniel-Nolasco",NA
"770",NA,"2023 Goiás","Série A","Ariel Palacio","BRA","FW","24",0,NA,NA,NA,NA,0,NA,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0d8ca955/Ariel-Palacio",NA
"771",NA,"2023 Goiás","Série A","Wendell","BRA","FW","18",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ff613fef/Wendell",NA
"772",NA,"2023 Coritiba","","Gabriel","BRA","GK","30",31,2765,89,80.8,30.7,31,89,30,0,NA,0,0.84,32,60,-28,-0.91,-0.36,30.8,47.5,-16.8,-0.55,0.09,"https://fbref.com/en/players/f93ed0df/Gabriel",NA
"773",NA,"2023 Coritiba","","Robson","BRA","MF,FW","31",32,2351,73,68.7,26.1,30,76,11,2,37,1,0.84,31,46,-15,-0.57,0.86,29,39.4,-10.4,-0.4,0.53,"https://fbref.com/en/players/e29eff7a/Robson",NA
"774",NA,"2023 Coritiba","","Natanael","BRA","DF","21",33,2506,76,73.3,27.8,29,83,20,4,28,3,0.82,30,45,-15,-0.54,1.14,26.9,38.5,-11.6,-0.42,0.55,"https://fbref.com/en/players/0b618504/Natanael",NA
"775",NA,"2023 Coritiba","","Marcelino Moreno","ARG","MF","28",31,2306,74,67.4,25.6,27,81,14,4,29,4,0.81,29,43,-14,-0.55,0.91,26.8,38.4,-11.6,-0.45,0.34,"https://fbref.com/en/players/058c938c/Marcelino-Moreno",NA
"776",NA,"2023 Coritiba","","Bruno Gomes","BRA","MF","21",29,2194,76,64.2,24.4,26,80,13,3,38,0,0.72,27,44,-17,-0.7,0.4,25.8,37.6,-11.7,-0.48,0.23,"https://fbref.com/en/players/76f2bbf8/Bruno-Gomes",NA
"777",NA,"2023 Coritiba","","Benjamín Kuscevic","CHI","DF","26",23,2025,88,59.2,22.5,23,88,22,0,NA,0,0.83,23,46,-23,-1.02,-0.44,24.3,40.3,-16,-0.71,-0.36,"https://fbref.com/en/players/9edddc34/Benjamin-Kuscevic",NA
"778",NA,"2023 Coritiba","","Henrique","BRA","DF","36",24,2024,84,59.2,22.5,23,88,21,1,9,5,1.13,30,38,-8,-0.36,1.19,23.5,31.5,-7.9,-0.35,0.52,"https://fbref.com/en/players/429163de/Henrique",NA
"779",NA,"2023 Coritiba","","Jamerson","BRA","DF,FW","24",29,1893,65,55.4,21,22,80,15,7,19,6,0.9,23,46,-23,-1.09,-0.56,24.9,35,-10.1,-0.48,0.18,"https://fbref.com/en/players/7910d817/Jamerson",NA
"780",NA,"2023 Coritiba","","Sebastián Gómez","COL","MF","26",20,1427,71,41.7,15.9,18,75,6,2,39,0,0.75,19,33,-14,-0.88,-0.07,14.5,27.8,-13.3,-0.84,-0.48,"https://fbref.com/en/players/233de573/Sebastian-Gomez",NA
"781",NA,"2023 Coritiba","","Victor Luis","BRA","DF","29",24,1568,65,45.8,17.4,17,81,9,7,27,11,1.08,19,27,-8,-0.46,0.71,15.4,23.6,-8.2,-0.47,0.17,"https://fbref.com/en/players/cc68c4d3/Victor-Luis",NA
"782",NA,"2023 Coritiba","","Matheus Bianqui","BRA","MF","25",28,1420,51,41.5,15.8,17,67,3,11,25,6,0.79,16,25,-9,-0.57,0.46,15.2,21.4,-6.2,-0.4,0.29,"https://fbref.com/en/players/9da67b35/Matheus-Bianqui",NA
"783",NA,"2023 Coritiba","","Andrey Ramos do Nascimento","BRA","MF","24",26,1124,43,32.9,12.5,11,70,2,15,23,11,0.85,13,23,-10,-0.8,0.06,13.2,19.5,-6.3,-0.5,0.09,"https://fbref.com/en/players/eb55ab5a/Andrey-Ramos-do-Nascimento",NA
"784",NA,"2023 Coritiba","","Willian Farias","BRA","MF","33",16,959,60,28,10.7,11,76,7,5,24,3,0.69,13,21,-8,-0.75,0.13,10.5,14.9,-4.4,-0.41,0.21,"https://fbref.com/en/players/d1fcff2f/Willian-Farias",NA
"785",NA,"2023 Coritiba","","Thalisson Gabriel","BRA","DF","21",11,945,86,27.6,10.5,11,86,10,0,NA,2,0.91,10,16,-6,-0.57,0.37,10.6,12.8,-2.2,-0.21,0.49,"https://fbref.com/en/players/e494b1e4/Thalisson-Gabriel",NA
"786",NA,"2023 Coritiba","","Islam Slimani","ALG","FW","34",11,817,74,23.9,9.1,10,78,4,1,39,0,1.09,12,19,-7,-0.77,0.09,8.5,13.9,-5.4,-0.6,-0.04,"https://fbref.com/en/players/ffec9769/Islam-Slimani",NA
"787",NA,"2023 Coritiba","","Kaio","BRA","MF,FW","18",24,881,37,25.8,9.8,9,63,1,15,21,5,0.83,7,23,-16,-1.63,-1.07,8.4,17.4,-9,-0.92,-0.48,"https://fbref.com/en/players/4e232375/Kaio",NA
"788",NA,"2023 Coritiba","","Bruno Viana","BRA","DF","27",10,811,81,23.7,9,9,89,8,1,14,3,0.55,11,20,-9,-1,-0.21,8.3,16.1,-7.8,-0.87,-0.4,"https://fbref.com/en/players/c5ea2dab/Bruno-Viana",NA
"789",NA,"2023 Coritiba","","Alef Manga","BRA","FW,MF","28",10,804,80,23.5,8.9,9,87,8,1,17,0,0.8,9,17,-8,-0.9,-0.07,10,13.4,-3.5,-0.39,0.23,"https://fbref.com/en/players/559782c4/Alef-Manga",NA
"790",NA,"2023 Coritiba","","Diogo","BRA","FW,MF","26",15,756,50,22.1,8.4,9,65,1,6,28,1,1.07,10,16,-6,-0.71,0.16,7.5,11.4,-3.8,-0.46,0.14,"https://fbref.com/en/players/4e365f70/Diogo",NA
"791",NA,"2023 Coritiba","","Liziero","BRA","MF","24",10,586,59,17.1,6.5,8,70,2,2,15,2,0.3,6,11,-5,-0.77,0.09,5.1,9,-3.9,-0.61,-0.05,"https://fbref.com/en/players/318ecb8c/Liziero",NA
"792",NA,"2023 Coritiba","","Zé Roberto","BRA","FW,MF","29",10,523,52,15.3,5.8,7,65,0,3,22,2,0.5,7,10,-3,-0.52,0.38,5.4,8.4,-3,-0.52,0.05,"https://fbref.com/en/players/810033a1/Ze-Roberto",NA
"793",NA,"2023 Coritiba","","Thiago Dombroski","BRA","DF","20",7,504,72,14.7,5.6,7,72,2,0,NA,4,0.71,6,13,-7,-1.25,-0.48,5.5,11,-5.5,-0.98,-0.49,"https://fbref.com/en/players/786ba79d/Thiago-Dombroski",NA
"794",NA,"2023 Coritiba","","Jean Pedroso","BRA","DF","19",7,584,83,17.1,6.5,6,90,5,1,45,15,0.71,4,12,-8,-1.23,-0.47,7.7,9,-1.2,-0.19,0.45,"https://fbref.com/en/players/d0c5e580/Jean-Pedroso",NA
"795",NA,"2023 Coritiba","","Diogo Batista","BRA","DF,MF","19",11,531,48,15.5,5.9,5,73,2,6,28,8,0.91,6,9,-3,-0.51,0.39,7,9.6,-2.6,-0.44,0.14,"https://fbref.com/en/players/9bd61510/Diogo-Batista",NA
"796",NA,"2023 Coritiba","","Rodrigo Pinho","BRA","FW","31",10,385,39,11.3,4.3,5,53,0,5,24,7,1.1,3,10,-7,-1.64,-0.9,5,8.2,-3.2,-0.76,-0.22,"https://fbref.com/en/players/5db20508/Rodrigo-Pinho",NA
"797",NA,"2023 Coritiba","","Maurício Garcez","BRA","MF,FW","25",14,596,43,17.4,6.6,4,77,0,10,29,7,0.93,8,11,-3,-0.45,0.47,9,9.4,-0.4,-0.06,0.61,"https://fbref.com/en/players/1c060dbf/Mauricio-Garcez",NA
"798",NA,"2023 Coritiba","","Fransérgio","BRA","MF","32",15,534,36,15.6,5.9,4,61,0,11,26,8,1.07,8,14,-6,-1.01,-0.2,8.8,12.4,-3.7,-0.62,-0.07,"https://fbref.com/en/players/deba6b05/Fransergio",NA
"799",NA,"2023 Coritiba","","Luan Polli","BRA","GK","29",5,385,77,11.3,4.3,4,90,4,1,25,31,1,10,10,0,0,0.95,5.9,8.4,-2.5,-0.58,-0.02,"https://fbref.com/en/players/96aa89c4/Luan-Polli",NA
"800",NA,"2023 Coritiba","","Andreas Samaris","GRE","MF","33",4,183,46,5.4,2,4,46,0,0,NA,7,0,2,10,-8,-3.93,-3.27,1.5,6.3,-4.9,-2.39,-1.93,"https://fbref.com/en/players/5af687a1/Andreas-Samaris",NA
"801",NA,"2023 Coritiba","","Gabriel Boschilia","BRA","MF,FW","26",11,344,31,10.1,3.8,3,64,0,8,19,3,0.73,3,11,-8,-2.09,-1.39,3.4,7,-3.6,-0.93,-0.41,"https://fbref.com/en/players/e90af77c/Gabriel-Boschilia",NA
"802",NA,"2023 Coritiba","","Hayner","BRA","DF,MF","27",8,304,38,8.9,3.4,3,67,0,5,20,5,0.75,5,11,-6,-1.78,-1.03,3.7,8.9,-5.2,-1.55,-1.08,"https://fbref.com/en/players/246c7429/Hayner",NA
"803",NA,"2023 Coritiba","","Jhon Chancellor","VEN","DF","31",4,303,76,8.9,3.4,3,90,2,1,34,1,0.25,3,9,-6,-1.78,-1.03,1.9,6.3,-4.4,-1.3,-0.81,"https://fbref.com/en/players/84b6acaa/Jhon-Chancellor",NA
"804",NA,"2023 Coritiba","","Pedro Luccas","BRA","GK","19",3,270,90,7.9,3,3,90,3,0,NA,6,0.33,1,4,-3,-1,-0.17,2.5,4.6,-2.2,-0.73,-0.18,"https://fbref.com/en/players/e5c4ba1f/Pedro-Luccas",NA
"805",NA,"2023 Coritiba","","Edu","BRA","FW,MF","29",10,320,32,9.4,3.6,2,64,0,8,24,8,0.5,3,8,-5,-1.41,-0.62,4.8,6.3,-1.6,-0.44,0.14,"https://fbref.com/en/players/03cf6b3b/Edu",NA
"806",NA,"2023 Coritiba","","Júnior Urso","BRA","MF","33",6,298,50,8.7,3.3,2,74,1,4,38,0,0.33,1,6,-5,-1.51,-0.73,2.5,6.3,-3.7,-1.13,-0.62,"https://fbref.com/en/players/b40424f1/Junior-Urso",NA
"807",NA,"2023 Coritiba","","Reynaldo Cesar Moraes","BRA","DF","26",6,245,41,7.2,2.7,1,90,1,5,31,8,1.17,4,6,-2,-0.73,0.12,3.6,7.3,-3.7,-1.38,-0.87,"https://fbref.com/en/players/589d070c/Reynaldo-Cesar-Moraes",NA
"808",NA,"2023 Coritiba","","Maurício Antônio","BRA","DF","30",3,180,60,5.3,2,1,90,1,2,45,3,0.33,2,3,-1,-0.5,0.36,1.8,3.5,-1.7,-0.84,-0.29,"https://fbref.com/en/players/0bd71531/Mauricio-Antonio",NA
"809",NA,"2023 Coritiba","","Marcos Vinicius","BRA","DF,MF","25",5,173,35,5.1,1.9,1,90,1,4,21,6,0.6,2,6,-4,-2.08,-1.3,1.2,6.6,-5.5,-2.83,-2.38,"https://fbref.com/en/players/72cacb0d/Marcos-Vinicius",NA
"810",NA,"2023 Coritiba","","William Pottker","BRA","FW,MF","29",4,116,29,3.4,1.3,1,53,0,3,21,2,0.5,0,4,-4,-3.1,-2.34,0.6,2.1,-1.5,-1.14,-0.6,"https://fbref.com/en/players/214a16c5/William-Pottker",NA
"811",NA,"2023 Coritiba","","Gabriel Silva","BRA","FW,MF","20",4,91,23,2.7,1,1,45,0,3,15,13,0.75,2,4,-2,-1.98,-1.17,1.8,2.8,-1.1,-1.06,-0.51,"https://fbref.com/en/players/5e38493a/Gabriel-Silva",NA
"812",NA,"2023 Coritiba","","Gustavo Vilar","BRA","DF","22",1,90,90,2.6,1,1,90,1,0,NA,8,0,0,3,-3,-3,-2.22,0.7,2.6,-1.9,-1.88,-1.35,"https://fbref.com/en/players/afcfcc1e/Gustavo-Vilar",NA
"813",NA,"2023 Coritiba","","Lucas Barbosa","BRA","MF,FW","21",5,102,20,3,1.1,0,NA,0,5,20,8,0,0,3,-3,-2.65,-1.86,2.6,0.7,1.9,1.68,2.31,"https://fbref.com/en/players/a28eac7e/Lucas-Barbosa",NA
"814",NA,"2023 Coritiba","","Jesé","ESP","MF","29",6,96,16,2.8,1.1,0,NA,0,6,16,7,0,2,5,-3,-2.81,-2.03,1,2.6,-1.6,-1.52,-0.99,"https://fbref.com/en/players/4a537185/Jese",NA
"815",NA,"2023 Coritiba","","Lucas Ronier","BRA","FW,MF","18",2,55,28,1.6,0.6,0,NA,0,2,28,1,0,0,0,0,0,0.86,0.4,0.5,-0.1,-0.24,0.32,"https://fbref.com/en/players/d831b6f1/Lucas-Ronier",NA
"816",NA,"2023 Coritiba","","Wesley Pombo","BRA","MF","20",1,50,50,1.5,0.6,0,NA,0,1,50,5,1,1,0,1,1.8,2.68,0.9,0.6,0.3,0.62,1.2,"https://fbref.com/en/players/51db89fc/Wesley-Pombo",NA
"817",NA,"2023 Coritiba","","Ruan Lucas","BRA","MF,FW","18",4,29,7,0.8,0.3,0,NA,0,4,7,6,0.25,1,0,1,3.1,3.98,0.7,0.4,0.3,0.98,1.55,"https://fbref.com/en/players/df513353/Ruan-Lucas",NA
"818",NA,"2023 Coritiba","","Éberth Araújo Nogueira","BRA","FW","19",1,25,25,0.7,0.3,0,NA,0,1,25,0,0,0,0,0,0,0.85,0.2,0,0.2,0.81,1.38,"https://fbref.com/en/players/6e60f591/Eberth-Araujo-Nogueira",NA
