"","Season","Squad","Comp","Player","Nation","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","PlayerURL","MP_Playing_Time"
"430",NA,"2023 São Paulo","Série A","Caio Paulista","BRA","DF","24",28,23,2078,23.1,1,2,3,1,0,0,4,0,2,2,1.9,3.9,112,121,166,0.04,0.09,0.13,0.04,0.13,0.09,0.08,0.17,0.09,0.17,"https://fbref.com/en/players/701bb051/Caio-Paulista",NA
"431",NA,"2023 São Paulo","Série A","Rafinha","BRA","DF","37",25,23,2027,22.5,0,1,1,0,0,0,11,1,0.1,0.1,1.4,1.5,40,187,46,0,0.04,0.04,0,0.04,0,0.06,0.07,0,0.07,"https://fbref.com/en/players/d003e213/Rafinha",NA
"432",NA,"2023 São Paulo","Série A","Wellington Rato","BRA","FW,MF","30",32,21,1763,19.6,0,4,4,0,0,1,6,0,3,2.2,3.7,5.9,46,68,186,0,0.2,0.2,0,0.2,0.15,0.19,0.34,0.11,0.3,"https://fbref.com/en/players/598917cf/Wellington-Rato",NA
"433",NA,"2023 São Paulo","Série A","Diego","BRA","DF","23",23,20,1744,19.4,0,0,0,0,0,0,6,0,0.6,0.6,0.1,0.6,2,61,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,"https://fbref.com/en/players/7fb8f90c/Diego",NA
"434",NA,"2023 São Paulo","Série A","Michel Araujo","URU","FW,MF","26",32,19,1768,19.6,2,1,3,2,0,0,3,0,4.8,4.8,2.4,7.2,71,91,157,0.1,0.05,0.15,0.1,0.15,0.24,0.12,0.37,0.24,0.37,"https://fbref.com/en/players/1159e4ae/Michel-Araujo",NA
"435",NA,"2023 São Paulo","Série A","Robert Arboleda","ECU","DF","31",20,19,1721,19.1,0,0,0,0,0,0,1,1,0.9,0.9,0.3,1.2,2,42,5,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,"https://fbref.com/en/players/269dbfc6/Robert-Arboleda",NA
"436",NA,"2023 São Paulo","Série A","Rodrigo Nestor","BRA","MF,FW","22",25,17,1451,16.1,1,2,3,1,0,0,5,1,3.2,3.2,4.6,7.8,43,65,101,0.06,0.12,0.19,0.06,0.19,0.2,0.29,0.48,0.2,0.48,"https://fbref.com/en/players/c04ebe99/Rodrigo-Nestor",NA
"437",NA,"2023 São Paulo","Série A","Jonathan Calleri","ARG","FW","29",19,15,1350,15,9,2,11,7,2,2,6,0,8.5,6.9,0.7,7.6,15,22,101,0.6,0.13,0.73,0.47,0.6,0.56,0.04,0.61,0.46,0.5,"https://fbref.com/en/players/6922f806/Jonathan-Calleri",NA
"438",NA,"2023 São Paulo","Série A","Juan Santos","BRA","FW","20",27,13,1279,14.2,1,1,2,1,0,0,2,0,2.7,2.7,2,4.7,32,25,124,0.07,0.07,0.14,0.07,0.14,0.19,0.14,0.33,0.19,0.33,"https://fbref.com/en/players/ad89aa96/Juan-Santos",NA
"439",NA,"2023 São Paulo","Série A","Gabriel Neves","URU","MF","25",20,13,967,10.7,1,0,1,1,0,0,6,1,0.1,0.1,0.2,0.3,11,85,24,0.09,0,0.09,0.09,0.09,0.01,0.02,0.03,0.01,0.03,"https://fbref.com/en/players/2a03fb5f/Gabriel-Neves",NA
"440",NA,"2023 São Paulo","Série A","Alan Franco","ARG","DF","26",13,12,1129,12.5,1,1,2,1,0,0,3,0,0.9,0.9,0.1,1,7,48,1,0.08,0.08,0.16,0.08,0.16,0.07,0.01,0.08,0.07,0.08,"https://fbref.com/en/players/a548281c/Alan-Franco",NA
"441",NA,"2023 São Paulo","Série A","Nathan Mendes","BRA","DF","20",21,11,1176,13.1,1,0,1,1,0,0,5,0,0.5,0.5,0.4,0.9,29,51,48,0.08,0,0.08,0.08,0.08,0.03,0.03,0.07,0.03,0.07,"https://fbref.com/en/players/c5aa7b35/Nathan-Mendes",NA
"442",NA,"2023 São Paulo","Série A","Welington","BRA","DF","21",16,11,936,10.4,0,0,0,0,0,0,2,0,0.3,0.3,1.5,1.8,36,44,57,0,0,0,0,0,0.03,0.14,0.17,0.03,0.17,"https://fbref.com/en/players/a7f95b1f/Welington",NA
"443",NA,"2023 São Paulo","Série A","Lucas Moura","BRA","FW,MF","30",14,10,867,9.6,1,0,1,1,0,0,0,0,1,1,0.5,1.5,29,46,63,0.1,0,0.1,0.1,0.1,0.11,0.05,0.16,0.11,0.16,"https://fbref.com/en/players/2b622f01/Lucas-Moura",NA
"444",NA,"2023 São Paulo","Série A","James Rodríguez","COL","MF,FW","31",12,9,635,7.1,1,2,3,1,0,1,0,0,2,0.7,1.2,1.9,12,65,44,0.14,0.28,0.43,0.14,0.43,0.28,0.17,0.46,0.09,0.27,"https://fbref.com/en/players/715bf047/James-Rodriguez",NA
"445",NA,"2023 São Paulo","Série A","Luan","BRA","MF","23",11,8,608,6.8,0,0,0,0,0,0,1,0,0.1,0.1,0,0.2,5,19,7,0,0,0,0,0,0.02,0,0.02,0.02,0.02,"https://fbref.com/en/players/12a226cf/Luan",NA
"446",NA,"2023 São Paulo","Série A","David","BRA","FW,MF","27",22,6,733,8.1,2,2,4,2,0,0,5,0,3.1,3.1,1.2,4.3,24,25,80,0.25,0.25,0.49,0.25,0.49,0.38,0.14,0.52,0.38,0.52,"https://fbref.com/en/players/92f9ace5/David",NA
"447",NA,"2023 São Paulo","Série A","Marcos Paulo","BRA","FW,MF","21",15,6,528,5.9,2,1,3,2,0,0,2,0,0.8,0.8,1.5,2.3,13,25,58,0.34,0.17,0.51,0.34,0.51,0.13,0.26,0.39,0.13,0.39,"https://fbref.com/en/players/d70a5433/Marcos-Paulo",NA
"448",NA,"2023 São Paulo","Série A","Jandrei","BRA","GK","29",5,5,450,5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,"https://fbref.com/en/players/85ea4399/Jandrei",NA
"449",NA,"2023 São Paulo","Série A","Patryck","BRA","DF","20",6,4,375,4.2,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,4,4,16,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,"https://fbref.com/en/players/8dcbd7af/Patryck",NA
"450",NA,"2023 São Paulo","Série A","Jhegson Méndez","ECU","MF","25",7,4,371,4.1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,3,15,3,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,"https://fbref.com/en/players/db0c5324/Jhegson-Mendez",NA
"451",NA,"2023 São Paulo","Série A","Raí Ramos","BRA","DF","28",6,4,282,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.6,0.7,5,14,12,0,0,0,0,0,0.04,0.18,0.22,0.04,0.22,"https://fbref.com/en/players/ad5311be/Rai-Ramos",NA
"452",NA,"2023 São Paulo","Série A","Erison","BRA","FW,MF","23",13,3,391,4.3,1,1,2,0,1,1,3,0,1.8,1,0.4,1.4,11,2,28,0.23,0.23,0.46,0,0.23,0.41,0.1,0.51,0.23,0.33,"https://fbref.com/en/players/a9c450cb/Erison",NA
"453",NA,"2023 São Paulo","Série A","Matheus Belém","BRA","DF","19",2,2,169,1.9,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3f2ef5ad/Matheus-Belem",NA
"454",NA,"2023 São Paulo","Série A","Rodrigo","BRA","MF,FW","18",11,1,232,2.6,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,13,8,21,0,0,0,0,0,0.05,0,0.05,0.05,0.05,"https://fbref.com/en/players/1126f4e2/Rodrigo",NA
"455",NA,"2023 São Paulo","Série A","Alexandre Pato","BRA","FW,MF","33",9,1,161,1.8,2,0,2,2,0,1,0,0,1.3,0.3,0.3,0.7,2,9,10,1.12,0,1.12,1.12,1.12,0.71,0.18,0.89,0.19,0.37,"https://fbref.com/en/players/7dd83c7d/Alexandre-Pato",NA
"456",NA,"2023 São Paulo","Série A","Talles Costa","BRA","MF,FW","20",7,1,135,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0,0.3,5,10,6,0,0,0,0,0,0.16,0.01,0.17,0.16,0.17,"https://fbref.com/en/players/d8f15d24/Talles-Costa",NA
"457",NA,"2023 São Paulo","Série A","João Moreira","POR","DF","18",1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0.03,0,0.03,0.03,0.03,"https://fbref.com/en/players/b3be99e3/Joao-Moreira",NA
"458",NA,"2023 São Paulo","Série A","William Gomes","BRA","FW","16",3,0,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,2,7,0,0,0,0,0,0.09,0.06,0.15,0.09,0.15,"https://fbref.com/en/players/22675fbb/William-Gomes",NA
"459",NA,"2023 São Paulo","Série A","Pedro Vilhena","BRA","FW","20",1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/15692fb2/Pedro-Vilhena",NA
"460",NA,"2023 São Paulo","Série A","Talles Wander","BRA","FW,MF","19",2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0.2,0.2,0,0.2,"https://fbref.com/en/players/a718fae0/Talles-Wander",NA
"461",NA,"2023 São Paulo","Série A","Felipe Negrucci","BRA","MF","18",1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/784f2ef7/Felipe-Negrucci",NA
"462",NA,"2023 São Paulo","Série A","Nahuel Ferraresi","VEN","FW","24",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/719aab45/Nahuel-Ferraresi",NA
"463",NA,"2023 São Paulo","Série A","Felipe Alves Raymundo","BRA","GK","34",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7fbe8689/Felipe-Alves-Raymundo",NA
"464",NA,"2023 São Paulo","Série A","Walce Costa","BRA","DF","23",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/10ec506f/Walce-Costa",NA
"465",NA,"2023 São Paulo","Série A","Luis Manuel Orejuela","COL","DF","27",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e6a6379d/Luis-Manuel-Orejuela",NA
"466",NA,"2023 São Paulo","Série A","Caio Matheus","BRA","FW","18",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/51aa0119/Caio-Matheus",NA
"467",NA,"2023 São Paulo","Série A","Leandro Mathias","BRA","GK","18",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9aa783c3/Leandro-Mathias",NA
"468",NA,"2023 São Paulo","Série A","Young","BRA","GK","20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/be817fc6/Young",NA
"469",NA,"2023 São Paulo","Série A","Ythallo","BRA","DF","18",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/75558c64/Ythallo",NA
"470",NA,"2023 Cuiabá","","Marllon Borges","BRA","DF","30",36,36,3240,36,1,1,2,1,0,0,7,0,1.5,1.5,0.7,2.2,12,88,1,0.03,0.03,0.06,0.03,0.06,0.04,0.02,0.06,0.04,0.06,"https://fbref.com/en/players/d0b29bbd/Marllon-Borges",NA
"471",NA,"2023 Cuiabá","","Walter","BRA","GK","35",35,35,3150,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8bae322b/Walter",NA
"472",NA,"2023 Cuiabá","","Deyverson","BRA","FW","31",36,34,2906,32.3,12,2,14,9,3,4,6,0,12.3,9.4,2.7,12.1,17,73,152,0.37,0.06,0.43,0.28,0.34,0.38,0.08,0.46,0.29,0.37,"https://fbref.com/en/players/2e5e846d/Deyverson",NA
"473",NA,"2023 Cuiabá","","Raniele","BRA","MF,DF","26",35,34,2885,32.1,3,1,4,3,0,0,10,0,2.8,2.8,0.9,3.7,37,105,38,0.09,0.03,0.12,0.09,0.12,0.09,0.03,0.11,0.09,0.11,"https://fbref.com/en/players/a025365f/Raniele",NA
"474",NA,"2023 Cuiabá","","Matheus Alexandre","BRA","DF","23",35,33,2980,33.1,1,0,1,1,0,0,5,0,0.8,0.8,1.2,1.9,42,108,97,0.03,0,0.03,0.03,0.03,0.02,0.03,0.06,0.02,0.06,"https://fbref.com/en/players/0212e748/Matheus-Alexandre",NA
"475",NA,"2023 Cuiabá","","Alan Empereur","BRA","DF","28",33,33,2950,32.8,1,1,2,1,0,0,9,0,0.5,0.5,0.8,1.3,31,138,7,0.03,0.03,0.06,0.03,0.06,0.01,0.02,0.04,0.01,0.04,"https://fbref.com/en/players/825b8997/Alan-Empereur",NA
"476",NA,"2023 Cuiabá","","Rikelme","BRA","DF","19",31,27,2338,26,1,1,2,1,0,0,3,0,0.8,0.8,1.4,2.1,22,81,97,0.04,0.04,0.08,0.04,0.08,0.03,0.05,0.08,0.03,0.08,"https://fbref.com/en/players/637cdc49/Rikelme",NA
"477",NA,"2023 Cuiabá","","Denilson","BRA","MF","21",33,23,1908,21.2,1,3,4,1,0,0,8,0,1.3,1.3,2.6,3.9,35,128,63,0.05,0.14,0.19,0.05,0.19,0.06,0.12,0.18,0.06,0.18,"https://fbref.com/en/players/9144afdf/Denilson",NA
"478",NA,"2023 Cuiabá","","Jonathan Cafu","BRA","FW,MF","31",32,23,1708,19,0,3,3,0,0,0,5,0,1.5,1.5,1,2.5,39,50,168,0,0.16,0.16,0,0.16,0.08,0.05,0.13,0.08,0.13,"https://fbref.com/en/players/8d043f1d/Jonathan-Cafu",NA
"479",NA,"2023 Cuiabá","","Clayson","BRA","FW,MF","27",23,22,1639,18.2,7,2,9,4,3,3,3,1,4.5,2.1,2,4.1,50,68,124,0.38,0.11,0.49,0.22,0.33,0.25,0.11,0.36,0.12,0.23,"https://fbref.com/en/players/85c1009d/Clayson",NA
"480",NA,"2023 Cuiabá","","Fernando Sobral","BRA","MF","28",33,21,1903,21.1,2,2,4,2,0,0,7,0,1.6,1.6,1.4,3,55,103,76,0.09,0.09,0.19,0.09,0.19,0.08,0.07,0.14,0.08,0.14,"https://fbref.com/en/players/c012aacd/Fernando-Sobral",NA
"481",NA,"2023 Cuiabá","","Allyson Aires dos Santos","BRA","DF","32",16,14,1133,12.6,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,5,17,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,"https://fbref.com/en/players/a337652c/Allyson-Aires-dos-Santos",NA
"482",NA,"2023 Cuiabá","","Wellington Silva","BRA","FW","30",29,13,1336,14.8,1,2,3,1,0,0,1,0,1,1,2.7,3.6,64,49,109,0.07,0.13,0.2,0.07,0.2,0.06,0.18,0.24,0.06,0.24,"https://fbref.com/en/players/5c60f49c/Wellington-Silva",NA
"483",NA,"2023 Cuiabá","","Pablo Ceppelini","URU","MF","31",21,12,997,11.1,0,3,3,0,0,0,3,0,1.1,1.1,2.2,3.3,23,74,58,0,0.27,0.27,0,0.27,0.1,0.2,0.3,0.1,0.3,"https://fbref.com/en/players/3d9c1055/Pablo-Ceppelini",NA
"484",NA,"2023 Cuiabá","","Filipe Augusto","BRA","MF","29",27,9,1065,11.8,0,0,0,0,0,0,6,1,0.3,0.3,0.9,1.1,9,78,16,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09,"https://fbref.com/en/players/0e34de55/Filipe-Augusto",NA
"485",NA,"2023 Cuiabá","","Isidro Pitta","PAR","FW","23",29,7,823,9.1,5,1,6,4,1,1,0,0,3.5,2.7,0.4,3.1,22,21,77,0.55,0.11,0.66,0.44,0.55,0.38,0.04,0.42,0.3,0.34,"https://fbref.com/en/players/e9fc7295/Isidro-Pitta",NA
"486",NA,"2023 Cuiabá","","Lucas Mineiro","BRA","MF","26",16,7,612,6.8,0,0,0,0,0,0,4,0,0.2,0.2,0.4,0.5,5,22,25,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,"https://fbref.com/en/players/53f1c5de/Lucas-Mineiro",NA
"487",NA,"2023 Cuiabá","","Derik Lacerda","BRA","FW,MF","23",19,5,658,7.3,1,1,2,1,0,0,0,0,2.3,2.3,1.3,3.6,19,18,52,0.14,0.14,0.27,0.14,0.27,0.31,0.18,0.49,0.31,0.49,"https://fbref.com/en/players/d028bfe9/Derik-Lacerda",NA
"488",NA,"2023 Cuiabá","","Patric Calmon","BRA","DF","28",15,5,520,5.8,0,0,0,0,0,0,3,1,0.2,0.2,0.3,0.4,14,29,30,0,0,0,0,0,0.03,0.05,0.07,0.03,0.07,"https://fbref.com/en/players/0d44dd8d/Patric-Calmon",NA
"489",NA,"2023 Cuiabá","","Emerson Negueba","BRA","FW","22",10,5,484,5.4,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,9,11,50,0,0,0,0,0,0.09,0.01,0.1,0.09,0.1,"https://fbref.com/en/players/0df60055/Emerson-Negueba",NA
"490",NA,"2023 Cuiabá","","Matheusinho","BRA","DF","24",5,5,433,4.8,1,0,1,1,0,0,2,0,0.8,0.8,0.5,1.3,11,24,20,0.21,0,0.21,0.21,0.21,0.16,0.11,0.26,0.16,0.26,"https://fbref.com/en/players/97bb4fdd/Matheusinho",NA
"491",NA,"2023 Cuiabá","","Ronald","BRA","MF","25",21,4,585,6.5,2,1,3,2,0,0,2,0,0.8,0.8,1,1.8,24,49,21,0.31,0.15,0.46,0.31,0.46,0.13,0.15,0.28,0.13,0.28,"https://fbref.com/en/players/cc119c66/Ronald",NA
"492",NA,"2023 Cuiabá","","Iury de Castilho","BRA","FW","27",10,4,398,4.4,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,11,9,26,0,0,0,0,0,0.13,0.05,0.17,0.13,0.17,"https://fbref.com/en/players/555311f2/Iury-de-Castilho",NA
"493",NA,"2023 Cuiabá","","Uendel","BRA","DF","34",9,4,358,4,0,0,0,0,0,0,1,0,0,0,0,0,6,8,10,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0bd9e045/Uendel",NA
"494",NA,"2023 Cuiabá","","João Carlos","BRA","GK","34",3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ad9e7995/Joao-Carlos",NA
"495",NA,"2023 Cuiabá","","Nicolás Quagliata","URU","FW,MF","23",9,0,233,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.7,13,7,28,0,0,0,0,0,0.09,0.16,0.26,0.09,0.26,"https://fbref.com/en/players/9be7ace2/Nicolas-Quagliata",NA
"496",NA,"2023 Cuiabá","","Pablinho","BRA","FW","19",2,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4ac76d13/Pablinho",NA
"497",NA,"2023 Cuiabá","","Rafael Gava","BRA","MF","29",1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,0,0,0,0,0,0,0,0,0.36,0.36,0,0.36,"https://fbref.com/en/players/713e1a36/Rafael-Gava",NA
"498",NA,"2023 Cuiabá","","Vitão","BRA","DF","22",1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7f1c60bc/Vitao",NA
"499",NA,"2023 Cuiabá","","Ricardo","BRA","MF","20",1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6dbf3841/Ricardo",NA
"500",NA,"2023 Cuiabá","","Calebe","BRA","MF","19",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/88b888bf/Calebe",NA
"501",NA,"2023 Cuiabá","","Luiz Felipe","BRA","MF","18",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/21dd43a0/Luiz-Felipe",NA
"502",NA,"2023 Cuiabá","","João Maraninir","BRA","DF","20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/8f5e8790/Joao-Maraninir",NA
"503",NA,"2023 Cuiabá","","Vinicius Melo","BRA","GK","23",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/22d45f72/Vinicius-Melo",NA
"504",NA,"2023 Cuiabá","","Juan Pablo","BRA","DF","20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f40465af/Juan-Pablo",NA
"505",NA,"2023 Cuiabá","","Victor Yan","BRA","MF","21",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2da05c37/Victor-Yan",NA
"506",NA,"2023 Corinthians","Série A","Cássio","BRA","GK","35",37,37,3310,36.8,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d42f6326/Cassio",NA
"507",NA,"2023 Corinthians","Série A","Gil","BRA","DF","35",32,32,2880,32,2,2,4,2,0,0,10,0,2.2,2.2,1.4,3.5,4,44,5,0.06,0.06,0.12,0.06,0.12,0.07,0.04,0.11,0.07,0.11,"https://fbref.com/en/players/31edef00/Gil",NA
"508",NA,"2023 Corinthians","Série A","Yuri Alberto","BRA","FW","21",34,32,2722,30.2,8,3,11,8,0,0,6,0,9.8,9.8,2.6,12.5,41,28,204,0.26,0.1,0.36,0.26,0.36,0.33,0.09,0.41,0.33,0.41,"https://fbref.com/en/players/65159211/Yuri-Alberto",NA
"509",NA,"2023 Corinthians","Série A","Maycon","BRA","MF","25",32,27,2403,26.7,2,3,5,2,0,0,4,1,1.4,1.4,1.7,3.1,30,163,33,0.07,0.11,0.19,0.07,0.19,0.05,0.06,0.12,0.05,0.12,"https://fbref.com/en/players/005ca692/Maycon",NA
"510",NA,"2023 Corinthians","Série A","Fagner","BRA","DF","33",30,22,2095,23.3,0,1,1,0,0,0,10,0,0.3,0.3,2.3,2.6,45,138,83,0,0.04,0.04,0,0.04,0.01,0.1,0.11,0.01,0.11,"https://fbref.com/en/players/a9cc58fe/Fagner",NA
"511",NA,"2023 Corinthians","Série A","Fábio Santos","BRA","DF","37",25,20,1673,18.6,4,1,5,0,4,5,7,0,4,0.1,0.4,0.5,24,81,59,0.22,0.05,0.27,0,0.05,0.22,0.02,0.24,0.01,0.03,"https://fbref.com/en/players/d0d786fd/Fabio-Santos",NA
"512",NA,"2023 Corinthians","Série A","Bruno Méndez","URU","DF","23",27,20,1650,18.3,0,0,0,0,0,0,5,1,0.2,0.2,0.2,0.4,16,62,23,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,"https://fbref.com/en/players/66017b9d/Bruno-Mendez",NA
"513",NA,"2023 Corinthians","Série A","Matheus Bidu","BRA","DF","23",24,19,1659,18.4,0,0,0,0,0,0,2,0,0.4,0.4,1.4,1.8,59,87,100,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1,"https://fbref.com/en/players/b8a72293/Matheus-Bidu",NA
"514",NA,"2023 Corinthians","Série A","Giuliano de Paula","BRA","MF,FW","32",30,19,1633,18.1,2,1,3,2,0,0,2,0,1.5,1.5,0.8,2.3,15,97,34,0.11,0.06,0.17,0.11,0.17,0.08,0.04,0.13,0.08,0.13,"https://fbref.com/en/players/ab1b205d/Giuliano-de-Paula",NA
"515",NA,"2023 Corinthians","Série A","Fausto Vera","ARG","MF","22",21,17,1381,15.3,1,2,3,1,0,0,6,0,0.8,0.8,1.3,2,15,70,16,0.07,0.13,0.2,0.07,0.2,0.05,0.08,0.13,0.05,0.13,"https://fbref.com/en/players/8b3b381b/Fausto-Vera",NA
"516",NA,"2023 Corinthians","Série A","Renato Augusto","BRA","MF","34",24,16,1282,14.2,2,4,6,2,0,0,1,0,1.1,1.1,2.1,3.2,38,98,98,0.14,0.28,0.42,0.14,0.42,0.08,0.15,0.22,0.08,0.22,"https://fbref.com/en/players/83a6367a/Renato-Augusto",NA
"517",NA,"2023 Corinthians","Série A","Roger Guedes","BRA","FW,MF","26",15,15,1349,15,7,1,8,5,2,2,3,0,6.6,5.1,0.8,5.8,38,50,100,0.47,0.07,0.53,0.33,0.4,0.44,0.05,0.49,0.34,0.39,"https://fbref.com/en/players/612a9dd7/Roger-Guedes",NA
"518",NA,"2023 Corinthians","Série A","Lucas Veríssimo","BRA","DF","27",15,15,1304,14.5,1,2,3,1,0,0,4,1,0.7,0.7,0.6,1.3,4,32,3,0.07,0.14,0.21,0.07,0.21,0.05,0.04,0.09,0.05,0.09,"https://fbref.com/en/players/5eaf85b5/Lucas-Verissimo",NA
"519",NA,"2023 Corinthians","Série A","Gabriel Moscardo","BRA","MF","17",18,15,1132,12.6,1,1,2,1,0,0,6,0,0.3,0.3,0.9,1.2,17,28,16,0.08,0.08,0.16,0.08,0.16,0.02,0.07,0.1,0.02,0.1,"https://fbref.com/en/players/709d3f52/Gabriel-Moscardo",NA
"520",NA,"2023 Corinthians","Série A","Caetano","BRA","DF","23",16,13,1204,13.4,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,2,35,0,0,0,0,0,0,0.01,0,0.02,0.01,0.02,"https://fbref.com/en/players/226e5efd/Caetano",NA
"521",NA,"2023 Corinthians","Série A","Ángel Romero","PAR","FW","30",22,13,1196,13.3,8,1,9,8,0,0,2,0,3.8,3.8,2.5,6.3,43,49,130,0.6,0.08,0.68,0.6,0.68,0.29,0.19,0.48,0.29,0.48,"https://fbref.com/en/players/36edfb9b/Angel-Romero",NA
