"","Season","Squad","Comp","Player","Nation","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","PlayerURL","MP_Playing_Time"
"522",NA,"2023 Corinthians","Série A","Murillo","BRA","DF","20",13,13,1165,12.9,0,0,0,0,0,0,3,0,0.3,0.3,0.6,0.8,10,46,2,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,"https://fbref.com/en/players/1704b0b8/Murillo",NA
"523",NA,"2023 Corinthians","Série A","Ruan Oliveira Ferreira","BRA","MF,FW","22",19,11,883,9.8,2,1,3,2,0,0,3,0,0.5,0.5,1.2,1.7,22,30,44,0.2,0.1,0.31,0.2,0.31,0.05,0.13,0.18,0.05,0.18,"https://fbref.com/en/players/ce958316/Ruan-Oliveira-Ferreira",NA
"524",NA,"2023 Corinthians","Série A","Adson","BRA","FW,MF","22",15,9,857,9.5,0,1,1,0,0,0,0,0,0.4,0.4,1,1.4,49,53,68,0,0.11,0.11,0,0.11,0.04,0.11,0.15,0.04,0.15,"https://fbref.com/en/players/eda38706/Adson",NA
"525",NA,"2023 Corinthians","Série A","Wesley Ribeiro","BRA","FW,MF","17",24,7,861,9.6,1,1,2,1,0,0,2,0,0.5,0.5,1.2,1.7,60,25,97,0.1,0.1,0.21,0.1,0.21,0.05,0.13,0.18,0.05,0.18,"https://fbref.com/en/players/acf5672b/Wesley-Ribeiro",NA
"526",NA,"2023 Corinthians","Série A","Budiga Roni","BRA","MF","23",15,7,676,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,4,24,1,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,"https://fbref.com/en/players/af433614/Budiga-Roni",NA
"527",NA,"2023 Corinthians","Série A","Matías Rojas","PAR","MF,FW","27",15,7,634,7,0,1,1,0,0,0,1,0,0.8,0.8,1,1.8,13,30,27,0,0.14,0.14,0,0.14,0.11,0.14,0.26,0.11,0.26,"https://fbref.com/en/players/f2416544/Matias-Rojas",NA
"528",NA,"2023 Corinthians","Série A","Pedrinho Santos","BRA","FW,MF","16",15,7,618,6.9,1,0,1,1,0,0,1,0,1.1,1.1,0.2,1.3,26,21,52,0.15,0,0.15,0.15,0.15,0.16,0.03,0.19,0.16,0.19,"https://fbref.com/en/players/f74a5bdc/Pedrinho-Santos",NA
"529",NA,"2023 Corinthians","Série A","Guilherme Biro","BRA","FW,MF","18",11,7,572,6.4,0,0,0,0,0,0,2,0,0.6,0.6,0.5,1.2,18,18,44,0,0,0,0,0,0.1,0.08,0.19,0.1,0.19,"https://fbref.com/en/players/e38c2c76/Guilherme-Biro",NA
"530",NA,"2023 Corinthians","Série A","Matheus Araújo","BRA","MF,FW","20",16,3,584,6.5,1,2,3,1,0,0,0,0,1.1,1.1,0.8,2,18,30,43,0.15,0.31,0.46,0.15,0.46,0.18,0.13,0.31,0.18,0.31,"https://fbref.com/en/players/2b0a4a75/Matheus-Araujo",NA
"531",NA,"2023 Corinthians","Série A","Felipe Augusto","BRA","FW,MF","18",15,2,322,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,4,3,15,0,0,0,0,0,0.08,0.01,0.09,0.08,0.09,"https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto",NA
"532",NA,"2023 Corinthians","Série A","Víctor Cantillo","COL","MF","29",6,2,266,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,9,1,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,"https://fbref.com/en/players/45075f2f/Victor-Cantillo",NA
"533",NA,"2023 Corinthians","Série A","Du Queiroz","BRA","MF,DF","23",3,2,176,2,0,0,0,0,0,0,1,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0.01,0.01,0,0.01,"https://fbref.com/en/players/8440b0cb/Du-Queiroz",NA
"534",NA,"2023 Corinthians","Série A","Léo Mana","BRA","DF","18",3,2,134,1.5,0,0,0,0,0,0,1,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d7a180bc/Leo-Mana",NA
"535",NA,"2023 Corinthians","Série A","Chrystian Barletta","BRA","MF","21",3,2,127,1.4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d594cf58/Chrystian-Barletta",NA
"536",NA,"2023 Corinthians","Série A","Gustavo Mosquito","BRA","FW,MF","25",11,1,308,3.4,1,0,1,1,0,0,2,0,0.2,0.2,0.3,0.5,14,5,29,0.29,0,0.29,0.29,0.29,0.05,0.1,0.15,0.05,0.15,"https://fbref.com/en/players/c9ed46c4/Gustavo-Mosquito",NA
"537",NA,"2023 Corinthians","Série A","Paulinho","BRA","MF,FW","34",4,1,148,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,5,5,0,0,0,0,0,0.13,0.2,0.33,0.13,0.33,"https://fbref.com/en/players/bb7337cc/Paulinho",NA
"538",NA,"2023 Corinthians","Série A","Giovane","BRA","FW","19",5,1,133,1.5,1,0,1,1,0,0,0,0,0.9,0.9,0,0.9,1,1,7,0.68,0,0.68,0.68,0.68,0.58,0,0.58,0.58,0.58,"https://fbref.com/en/players/1b567cdc/Giovane",NA
"539",NA,"2023 Corinthians","Série A","Carlos Miguel","BRA","GK","24",2,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/84454067/Carlos-Miguel",NA
"540",NA,"2023 Corinthians","Série A","Fabián Balbuena","PAR","DF","31",1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,"https://fbref.com/en/players/3626f7d9/Fabian-Balbuena",NA
"541",NA,"2023 Corinthians","Série A","Júnior Moraes","UKR","DF","35",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c43e5e7e/Junior-Moraes",NA
"542",NA,"2023 Corinthians","Série A","Matheus Donelli","BRA","GK","20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7c736064/Matheus-Donelli",NA
"543",NA,"2023 Corinthians","Série A","Ryan Gustavo","BRA","MF","19",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/93573ea1/Ryan-Gustavo",NA
"544",NA,"2023 Corinthians","Série A","João Pedro","BRA","DF","19",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/cd51f56f/Joao-Pedro",NA
"545",NA,"2023 Corinthians","Série A","Rafael Ramos","POR","DF","28",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f8ddf51c/Rafael-Ramos",NA
"546",NA,"2023 Corinthians","Série A","Renato Santos","BRA","DF","18",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/592612d2/Renato-Santos",NA
"547",NA,"2023 Cruzeiro","","Rafael Cabral","BRA","GK","32",NA,37,3330,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/806f7a26/Rafael-Cabral",37
"548",NA,"2023 Cruzeiro","","Luciano Castán","BRA","DF","33",NA,36,3210,35.7,1,0,1,1,0,0,7,0,1.3,1.3,0.3,1.6,23,124,7,0.03,0,0.03,0.03,0.03,0.04,0.01,0.04,0.04,0.04,"https://fbref.com/en/players/0470eeba/Luciano-Castan",36
"549",NA,"2023 Cruzeiro","","Marlon","BRA","DF","25",NA,36,3198,35.5,3,2,5,3,0,0,7,0,1.3,1.2,3.9,5.1,55,170,176,0.08,0.06,0.14,0.08,0.14,0.04,0.11,0.15,0.03,0.14,"https://fbref.com/en/players/63969d01/Marlon",36
"550",NA,"2023 Cruzeiro","","William","BRA","DF","27",NA,31,2647,29.4,0,2,2,0,0,0,6,0,1.2,1.2,4.8,6.1,70,159,157,0,0.07,0.07,0,0.07,0.04,0.16,0.21,0.04,0.21,"https://fbref.com/en/players/d4d0a9ad/William",33
"551",NA,"2023 Cruzeiro","","Bruno Nascimento","BRA","FW,MF","25",NA,30,2820,31.3,8,4,12,6,2,4,4,0,9.4,6.2,4.3,10.6,102,123,270,0.26,0.13,0.38,0.19,0.32,0.3,0.14,0.44,0.2,0.34,"https://fbref.com/en/players/46411d56/Bruno-Nascimento",35
"552",NA,"2023 Cruzeiro","","Neris","BRA","DF","30",NA,24,2113,23.5,0,1,1,0,0,0,8,0,0.7,0.7,0.7,1.4,21,89,3,0,0.04,0.04,0,0.04,0.03,0.03,0.06,0.03,0.06,"https://fbref.com/en/players/f961d4c2/Neris",26
"553",NA,"2023 Cruzeiro","","Mateus Vital","BRA","MF","24",NA,23,1883,20.9,0,2,2,0,0,0,0,0,1.9,1.9,2.2,4.1,55,126,126,0,0.1,0.1,0,0.1,0.09,0.1,0.19,0.09,0.19,"https://fbref.com/en/players/db9c8fa4/Mateus-Vital",32
"554",NA,"2023 Cruzeiro","","Machado","BRA","MF","27",NA,22,2277,25.3,1,3,4,1,0,0,5,0,2.1,2.1,1.8,4,13,149,27,0.04,0.12,0.16,0.04,0.16,0.08,0.07,0.16,0.08,0.16,"https://fbref.com/en/players/f9846c93/Machado",35
"555",NA,"2023 Cruzeiro","","Wesley","BRA","FW,MF","23",NA,22,1775,19.7,4,1,5,4,0,0,6,0,4.7,4.7,1.5,6.3,65,63,186,0.2,0.05,0.25,0.2,0.25,0.24,0.08,0.32,0.24,0.32,"https://fbref.com/en/players/434de3a3/Wesley",29
"556",NA,"2023 Cruzeiro","","Jussa","BRA","MF","26",NA,21,1766,19.6,1,0,1,1,0,0,9,0,1.2,1.2,0.4,1.6,10,83,13,0.05,0,0.05,0.05,0.05,0.06,0.02,0.08,0.06,0.08,"https://fbref.com/en/players/883f5dc8/Jussa",24
"557",NA,"2023 Cruzeiro","","Lucas Silva","BRA","MF","29",NA,18,1473,16.4,0,2,2,0,0,0,3,0,0.9,0.9,2,2.9,31,127,40,0,0.12,0.12,0,0.12,0.05,0.12,0.18,0.05,0.18,"https://fbref.com/en/players/1c646218/Lucas-Silva",20
"558",NA,"2023 Cruzeiro","","Arthur","BRA","FW,MF","24",NA,17,1350,15,3,1,4,3,0,0,3,0,3.6,3.6,1.3,4.9,66,38,112,0.2,0.07,0.27,0.2,0.27,0.24,0.09,0.33,0.24,0.33,"https://fbref.com/en/players/184ad240/Arthur",20
"559",NA,"2023 Cruzeiro","","Lucas Oliveira","BRA","DF","26",NA,15,1310,14.6,1,0,1,1,0,0,7,2,0.4,0.4,0.2,0.6,11,67,4,0.07,0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,"https://fbref.com/en/players/96d8b3d1/Lucas-Oliveira",16
"560",NA,"2023 Cruzeiro","","Gilberto","BRA","FW","33",NA,14,1093,12.1,3,1,4,3,0,0,4,0,3.7,3.7,0.9,4.6,10,12,55,0.25,0.08,0.33,0.25,0.33,0.3,0.07,0.38,0.3,0.38,"https://fbref.com/en/players/5da22685/Gilberto",20
"561",NA,"2023 Cruzeiro","","Matheus Pereira","POR","FW,MF","26",NA,12,1022,11.4,1,1,2,1,0,0,1,0,1.9,1.9,2.8,4.7,17,60,74,0.09,0.09,0.18,0.09,0.18,0.17,0.24,0.42,0.17,0.42,"https://fbref.com/en/players/b04ee927/Matheus-Pereira",15
"562",NA,"2023 Cruzeiro","","Nikão","BRA","FW,MF","30",NA,7,798,8.9,2,3,5,2,0,0,1,0,0.6,0.6,2.4,3,11,43,87,0.23,0.34,0.56,0.23,0.56,0.07,0.27,0.34,0.07,0.34,"https://fbref.com/en/players/a34bb194/Nikao",22
"563",NA,"2023 Cruzeiro","","Ian Luccas","BRA","MF","19",NA,7,480,5.3,0,1,1,0,0,0,2,0,0.7,0.7,0.8,1.4,1,14,27,0,0.19,0.19,0,0.19,0.12,0.15,0.27,0.12,0.27,"https://fbref.com/en/players/c669d0df/Ian-Luccas",14
"564",NA,"2023 Cruzeiro","","Helibelton Palacios","COL","DF","29",NA,6,629,7,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.3,6,27,34,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,"https://fbref.com/en/players/ac8b2421/Helibelton-Palacios",10
"565",NA,"2023 Cruzeiro","","Rafael Elias","BRA","FW","23",NA,6,540,6,1,0,1,1,0,0,3,0,2.5,2.5,0.5,3,8,10,36,0.17,0,0.17,0.17,0.17,0.42,0.08,0.5,0.42,0.5,"https://fbref.com/en/players/31737e86/Rafael-Elias",12
"566",NA,"2023 Cruzeiro","","Neto Moura","BRA","MF","26",NA,6,499,5.5,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.9,3,32,17,0,0,0,0,0,0.07,0.1,0.17,0.07,0.17,"https://fbref.com/en/players/28fd3b9e/Neto-Moura",13
"567",NA,"2023 Cruzeiro","","Ramiro Benetti","BRA","MF","29",NA,6,407,4.5,1,1,2,1,0,0,3,0,0.8,0.8,0.6,1.4,4,26,13,0.22,0.22,0.44,0.22,0.44,0.17,0.14,0.31,0.17,0.31,"https://fbref.com/en/players/96d14fe7/Ramiro-Benetti",6
"568",NA,"2023 Cruzeiro","","Richard","BRA","MF","28",NA,4,345,3.8,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,8,4,0,0,0,0,0,0.11,0.02,0.12,0.11,0.12,"https://fbref.com/en/players/e90aa5da/Richard",4
"569",NA,"2023 Cruzeiro","","João Wellington","BRA","MF","19",NA,3,366,4.1,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,1,11,13,0,0,0,0,0,0.14,0,0.14,0.14,0.14,"https://fbref.com/en/players/62e02b9b/Joao-Wellington",7
"570",NA,"2023 Cruzeiro","","Kaiki","BRA","DF,FW","19",NA,3,228,2.5,0,0,0,0,0,0,1,0,0,0,0.3,0.3,3,3,9,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12,"https://fbref.com/en/players/1a36e9cb/Kaiki",8
"571",NA,"2023 Cruzeiro","","Wallisson Luiz","BRA","MF","25",NA,2,392,4.4,0,0,0,0,0,0,3,0,1.5,1.5,0.1,1.6,5,22,12,0,0,0,0,0,0.34,0.02,0.37,0.34,0.37,"https://fbref.com/en/players/8b35dc4b/Wallisson-Luiz",11
"572",NA,"2023 Cruzeiro","","Henrique Dourado","BRA","FW","33",NA,2,342,3.8,1,0,1,1,0,0,2,0,2.3,2.3,0.7,3,4,4,19,0.26,0,0.26,0.26,0.26,0.61,0.17,0.78,0.61,0.78,"https://fbref.com/en/players/9b010360/Henrique-Dourado",11
"573",NA,"2023 Cruzeiro","","Stênio Toledo","BRA","FW,MF","19",NA,2,292,3.2,0,0,0,0,0,0,0,0,1,1,0.4,1.4,13,7,44,0,0,0,0,0,0.31,0.13,0.44,0.31,0.44,"https://fbref.com/en/players/286defdd/Stenio-Toledo",13
"574",NA,"2023 Cruzeiro","","Robert","BRA","MF,FW","17",NA,1,186,2.1,1,0,1,1,0,0,1,0,1,1,0,1.1,4,0,19,0.48,0,0.48,0.48,0.48,0.5,0.01,0.52,0.5,0.52,"https://fbref.com/en/players/6825ea4c/Robert",9
"575",NA,"2023 Cruzeiro","","João Marcelo","BRA","DF","22",NA,1,165,1.8,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e18b8c9e/Joao-Marcelo",5
"576",NA,"2023 Cruzeiro","","Igor Marques","BRA","DF","24",NA,1,119,1.3,0,1,1,0,0,0,1,0,0,0,0.4,0.4,8,10,10,0,0.76,0.76,0,0.76,0,0.3,0.3,0,0.3,"https://fbref.com/en/players/8b364abd/Igor-Marques",4
"577",NA,"2023 Cruzeiro","","Anderson","BRA","GK","24",NA,1,90,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/29d862d4/Anderson",1
"578",NA,"2023 Cruzeiro","","Rafael Bilu","BRA","FW","23",NA,1,86,1,0,0,0,0,0,0,0,0,0.7,0.7,0.8,1.4,5,2,8,0,0,0,0,0,0.71,0.8,1.51,0.71,1.51,"https://fbref.com/en/players/26880429/Rafael-Bilu",4
"579",NA,"2023 Cruzeiro","","Reynaldo Cesar Moraes","BRA","DF","26",NA,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/589d070c/Reynaldo-Cesar-Moraes",2
"580",NA,"2023 Cruzeiro","","Fernando Henrique","BRA","MF","21",NA,0,131,1.5,0,0,0,0,0,0,0,1,1,1,0,1,0,4,4,0,0,0,0,0,0.66,0,0.66,0.66,0.66,"https://fbref.com/en/players/004fbf01/Fernando-Henrique",7
"581",NA,"2023 Cruzeiro","","Paulo Vitor","BRA","MF,DF","23",NA,0,125,1.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,7,19,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1,"https://fbref.com/en/players/3ace4e2d/Paulo-Vitor",8
"582",NA,"2023 Cruzeiro","","Daniel","BRA","MF","20",NA,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,7,4,0,0,0,0,0,0.24,0,0.24,0.24,0.24,"https://fbref.com/en/players/caa45045/Daniel",4
"583",NA,"2023 Cruzeiro","","João Pedro","BRA","FW","19",NA,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c70b396e/Joao-Pedro",1
"584",NA,"2023 Cruzeiro","","Luis","BRA","FW","17",NA,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.28,0.28,0,0.28,"https://fbref.com/en/players/650ca5cd/Luis",1
"585",NA,"2023 Cruzeiro","","Gabriel Mesquita","BRA","GK","24",NA,0,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2f8edc58/Gabriel-Mesquita",0
"586",NA,"2023 Cruzeiro","","Arielson","BRA","FW","18",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/3e743d2d/Arielson",0
"587",NA,"2023 Cruzeiro","","Wesley Gasolina","BRA","MF","22",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7f7ad37a/Wesley-Gasolina",0
"588",NA,"2023 Cruzeiro","","Henrique","BRA","MF","19",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/94e36eb4/Henrique",0
"589",NA,"2023 Cruzeiro","","Ruan Índio","BRA","FW","16",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/30ab0e2e/Ruan-Indio",0
"590",NA,"2023 Cruzeiro","","Juan","BRA","FW","21",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/025fe712/Juan",0
"591",NA,"2023 Cruzeiro","","Ruan Matheus","BRA","DF","19",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ea766e17/Ruan-Matheus",0
"592",NA,"2023 Vasco da Gama","","Léo Jardim","BRA","GK","27",NA,38,3420,38,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f5dfc256/Leo-Jardim",38
"593",NA,"2023 Vasco da Gama","","Lucas Piton","BRA","DF","22",NA,37,3283,36.5,0,4,4,0,0,0,5,0,1,1,4.9,6,88,147,220,0,0.11,0.11,0,0.11,0.03,0.14,0.16,0.03,0.16,"https://fbref.com/en/players/defce7f1/Lucas-Piton",37
"594",NA,"2023 Vasco da Gama","","Léo Pelé","BRA","DF","26",NA,30,2719,30.2,0,0,0,0,0,0,6,0,0.3,0.3,0.3,0.6,55,129,9,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,"https://fbref.com/en/players/77980eb9/Leo-Pele",34
"595",NA,"2023 Vasco da Gama","","Gabriel Chaves","BRA","FW,MF","21",NA,29,2612,29,8,4,12,8,0,0,6,0,9.1,9.1,5,14.1,92,33,204,0.28,0.14,0.41,0.28,0.41,0.31,0.17,0.49,0.31,0.49,"https://fbref.com/en/players/c37ce1ca/Gabriel-Chaves",37
"596",NA,"2023 Vasco da Gama","","Zé Gabriel","BRA","MF","24",NA,24,1938,21.5,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.7,24,89,12,0.05,0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,"https://fbref.com/en/players/2879ff2a/Ze-Gabriel",27
"597",NA,"2023 Vasco da Gama","","José Luis Rodríguez Bebanz","URU","DF","25",NA,22,1997,22.2,2,1,3,2,0,0,2,0,2.8,2.8,2.2,5,56,99,95,0.09,0.05,0.14,0.09,0.14,0.12,0.1,0.23,0.12,0.23,"https://fbref.com/en/players/6f1a7f76/Jose-Luis-Rodriguez-Bebanz",32
"598",NA,"2023 Vasco da Gama","","Pablo Vegetti","ARG","FW","34",NA,20,1792,19.9,10,1,11,8,2,2,4,1,11.4,9.8,0.8,10.6,10,17,70,0.5,0.05,0.55,0.4,0.45,0.57,0.04,0.61,0.49,0.53,"https://fbref.com/en/players/06cc28cd/Pablo-Vegetti",21
"599",NA,"2023 Vasco da Gama","","Gary Medel","CHI","DF,MF","35",NA,20,1724,19.2,0,0,0,0,0,0,5,1,0,0,0.1,0.1,5,59,7,0,0,0,0,0,0,0.01,0.01,0,0.01,"https://fbref.com/en/players/563a68ad/Gary-Medel",20
"600",NA,"2023 Vasco da Gama","","Paulinho","BRA","MF","26",NA,19,1634,18.2,1,2,3,1,0,0,7,1,0.6,0.6,1.7,2.3,47,124,55,0.06,0.11,0.17,0.06,0.17,0.03,0.09,0.12,0.03,0.12,"https://fbref.com/en/players/2d215840/Paulinho",20
"601",NA,"2023 Vasco da Gama","","Bruno Praxedes","BRA","MF","20",NA,18,1340,14.9,1,2,3,1,0,0,2,0,1.8,1.8,1,2.7,39,77,36,0.07,0.13,0.2,0.07,0.2,0.12,0.06,0.18,0.12,0.18,"https://fbref.com/en/players/5dd520a8/Bruno-Praxedes",21
"602",NA,"2023 Vasco da Gama","","Jair","BRA","MF","28",NA,16,1589,17.7,3,0,3,1,2,2,6,1,2.2,0.6,1.1,1.7,32,143,32,0.17,0,0.17,0.06,0.06,0.12,0.06,0.18,0.04,0.1,"https://fbref.com/en/players/f3466edc/Jair",29
"603",NA,"2023 Vasco da Gama","","Robson Bambu","BRA","DF","25",NA,16,1280,14.2,0,0,0,0,0,0,6,0,0.5,0.5,0.1,0.6,5,33,13,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,"https://fbref.com/en/players/d4fa7d01/Robson-Bambu",18
"604",NA,"2023 Vasco da Gama","","Maicon","BRA","DF","34",NA,14,1255,13.9,0,2,2,0,0,0,3,0,0.1,0.1,0.9,1.1,1,32,2,0,0.14,0.14,0,0.14,0.01,0.07,0.08,0.01,0.08,"https://fbref.com/en/players/2a8683b9/Maicon",16
"605",NA,"2023 Vasco da Gama","","Marlon Gomes","BRA","MF","19",NA,14,1144,12.7,0,1,1,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0,0.08,0.08,0,0.08,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a5a6f083/Marlon-Gomes",23
"606",NA,"2023 Vasco da Gama","","Alex Teixeira","BRA","FW,MF","33",NA,13,1131,12.6,1,3,4,1,0,0,1,0,3.1,3.1,1.6,4.7,27,28,59,0.08,0.24,0.32,0.08,0.32,0.25,0.13,0.37,0.25,0.37,"https://fbref.com/en/players/ae530c73/Alex-Teixeira",22
"607",NA,"2023 Vasco da Gama","","Paulo Henrique","BRA","DF","26",NA,10,852,9.5,1,1,2,1,0,0,3,0,0.3,0.3,0.9,1.2,22,30,39,0.11,0.11,0.21,0.11,0.21,0.03,0.1,0.13,0.03,0.13,"https://fbref.com/en/players/25a0cb08/Paulo-Henrique",14
"608",NA,"2023 Vasco da Gama","","Pedro Raul","BRA","FW","26",NA,9,835,9.3,2,0,2,2,0,0,3,0,2.6,2.6,0.9,3.5,5,12,40,0.22,0,0.22,0.22,0.22,0.28,0.1,0.38,0.28,0.38,"https://fbref.com/en/players/ed074559/Pedro-Raul",12
"609",NA,"2023 Vasco da Gama","","Dimitri Payet","FRA","MF,FW","35",NA,7,800,8.9,2,1,3,2,0,0,0,0,0.7,0.7,2.4,3.1,27,42,57,0.23,0.11,0.34,0.23,0.34,0.07,0.27,0.34,0.07,0.34,"https://fbref.com/en/players/58ae47b2/Dimitri-Payet",17
"610",NA,"2023 Vasco da Gama","","Figueiredo","BRA","FW,MF","21",NA,7,656,7.3,0,0,0,0,0,0,2,0,1.8,1.8,0.9,2.7,15,21,65,0,0,0,0,0,0.24,0.12,0.37,0.24,0.37,"https://fbref.com/en/players/2fe3a075/Figueiredo",16
"611",NA,"2023 Vasco da Gama","","Luca Orellano","ARG","FW,MF","22",NA,6,622,6.9,1,1,2,1,0,0,2,0,1.1,1.1,1,2.1,23,35,47,0.14,0.14,0.29,0.14,0.29,0.16,0.14,0.3,0.16,0.3,"https://fbref.com/en/players/53ae4b5e/Luca-Orellano",18
"612",NA,"2023 Vasco da Gama","","Manuel Capasso","ARG","DF","26",NA,6,554,6.2,0,0,0,0,0,0,4,0,0.1,0.1,0,0.1,1,15,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,"https://fbref.com/en/players/5a16ced1/Manuel-Capasso",9
"613",NA,"2023 Vasco da Gama","","Andrey Santos","BRA","MF","18",NA,6,421,4.7,1,0,1,1,0,0,3,0,1.2,1.2,0.1,1.3,4,14,12,0.21,0,0.21,0.21,0.21,0.26,0.02,0.28,0.26,0.28,"https://fbref.com/en/players/dd745366/Andrey-Santos",6
