"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","PlayerURL"
"563",NA,"2023 Bahia","","Lucas Mugni","ARG","MF,FW","31",4,256,4,33,141,85,7,256,10,5,50,5,50,158,677,270,7,6,1,13,4,169,18,"https://fbref.com/en/players/f87818d3/Lucas-Mugni"
"564",NA,"2023 Bahia","","Léo Cittadini","BRA","MF","28",1.5,112,1,9,72,33,2,112,4,4,100,0,0,65,413,187,3,2,0,3,1,75,8,"https://fbref.com/en/players/68410185/Leo-Cittadini"
"565",NA,"2023 Bahia","","André","BRA","DF","19",1.4,93,4,22,43,30,1,93,5,4,80,1,20,52,252,129,2,3,0,3,1,53,12,"https://fbref.com/en/players/bfe1565f/Andre"
"566",NA,"2023 Bahia","","Danilo Fernandes","BRA","GK","34",0.4,18,17,18,0,0,0,18,0,0,NA,0,NA,10,41,23,0,0,0,0,0,4,0,"https://fbref.com/en/players/ed05acdc/Danilo-Fernandes"
"567",NA,"2023 Bahia","","Diego Rosa","BRA","MF,DF","20",2.7,186,1,40,120,29,2,186,8,2,25,4,50,99,495,220,3,1,0,3,4,103,5,"https://fbref.com/en/players/c66a2173/Diego-Rosa"
"568",NA,"2023 Bahia","","Danielzinho","BRA","FW,MF","27",0.9,92,0,3,50,39,1,92,3,0,0,3,100,64,380,185,4,6,0,1,1,76,4,"https://fbref.com/en/players/832ab167/Danielzinho"
"569",NA,"2023 Bahia","","Mateus Claus","BRA","GK","28",0.6,13,13,13,0,0,0,13,0,0,NA,0,NA,1,1,1,0,0,0,0,0,5,0,"https://fbref.com/en/players/03103191/Mateus-Claus"
"570",NA,"2023 Bahia","","Marcos Victor","BRA","DF","21",0.1,12,0,3,4,5,0,12,0,0,NA,0,NA,8,50,21,0,2,0,1,0,7,0,"https://fbref.com/en/players/d714fc5a/Marcos-Victor"
"571",NA,"2023 Bahia","","Patrick Verhon","BRA","FW","18",0,1,0,1,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5cbc1b16/Patrick-Verhon"
"572",NA,"2023 Santos","Série A","João Paulo","BRA","GK","27",35.7,1011,860,1001,11,0,0,1011,1,1,100,0,0,457,2623,1557,0,0,0,1,0,294,0,"https://fbref.com/en/players/d0102ca0/Joao-Paulo"
"573",NA,"2023 Santos","Série A","Joaquim","BRA","DF","24",30.3,1584,251,854,647,94,61,1584,18,10,55.6,6,33.3,783,3995,2053,8,12,1,15,3,862,8,"https://fbref.com/en/players/69e5e199/Joaquim"
"574",NA,"2023 Santos","Série A","Marcos Leonardo","BRA","FW","19",28.8,699,31,55,285,365,111,695,50,20,40,25,50,403,2159,966,41,21,18,63,35,511,148,"https://fbref.com/en/players/3f47ebce/Marcos-Leonardo"
"575",NA,"2023 Santos","Série A","Lucas Lima","BRA","MF,FW","32",24.5,1376,15,162,696,545,35,1376,40,22,55,16,40,770,4820,2479,65,51,10,34,19,840,84,"https://fbref.com/en/players/49d03337/Lucas-Lima"
"576",NA,"2023 Santos","Série A","Messias","BRA","DF","28",26.6,1146,218,690,431,29,22,1146,0,0,NA,0,NA,526,1812,716,1,2,0,7,1,598,4,"https://fbref.com/en/players/70bb3170/Messias"
"577",NA,"2023 Santos","Série A","Rodrigo Fernández","URU","MF","27",22.4,1120,48,277,724,135,8,1120,20,8,40,10,50,631,3356,1781,18,17,2,22,11,632,8,"https://fbref.com/en/players/617ee116/Rodrigo-Fernandez"
"578",NA,"2023 Santos","Série A","Lucas Braga","BRA","DF,FW","26",22.1,869,25,181,401,303,29,869,69,22,31.9,37,53.6,444,3494,2017,64,38,13,32,12,488,89,"https://fbref.com/en/players/8a0a73ad/Lucas-Braga"
"579",NA,"2023 Santos","Série A","Jean Lucas","BRA","MF","24",20.1,1202,23,172,655,394,35,1202,59,30,50.8,21,35.6,669,4122,1820,37,37,10,51,30,787,64,"https://fbref.com/en/players/a99138af/Jean-Lucas"
"580",NA,"2023 Santos","Série A","Dodi","BRA","MF","26",19.1,714,40,202,418,111,15,714,30,11,36.7,10,33.3,391,2245,1076,19,15,1,21,11,382,18,"https://fbref.com/en/players/2830b8f7/Dodi"
"581",NA,"2023 Santos","Série A","Stiven Mendoza","COL","FW,MF","30",18.6,861,10,115,357,401,71,859,73,32,43.8,30,41.1,585,3425,1991,79,39,24,43,32,625,158,"https://fbref.com/en/players/e68f2cb4/Stiven-Mendoza"
"582",NA,"2023 Santos","Série A","Dodô","BRA","DF","30",15.8,985,56,293,510,195,18,985,11,6,54.5,5,45.5,511,2891,1644,26,24,1,16,6,555,42,"https://fbref.com/en/players/99931185/Dodo"
"583",NA,"2023 Santos","Série A","Yeferson Soteldo","VEN","FW,MF","25",17.3,816,6,54,337,441,68,816,123,62,50.4,49,39.8,609,5679,3192,120,70,41,36,49,628,159,"https://fbref.com/en/players/bbb6c951/Yeferson-Soteldo"
"584",NA,"2023 Santos","Série A","Tomás Rincón","VEN","MF","35",13.2,714,30,181,429,109,15,714,9,6,66.7,3,33.3,406,1948,898,9,8,1,6,11,446,15,"https://fbref.com/en/players/f1cfc209/Tomas-Rincon"
"585",NA,"2023 Santos","Série A","João Othavio Basso","BRA","DF","26",12.8,774,86,387,351,41,13,774,4,4,100,0,0,435,2581,1611,10,7,1,4,1,483,2,"https://fbref.com/en/players/86c79c42/Joao-Othavio-Basso"
"586",NA,"2023 Santos","Série A","Gabriel Inocêncio","BRA","DF","28",14.2,928,55,301,441,197,11,928,53,24,45.3,26,49.1,448,2666,1268,23,18,3,26,17,485,46,"https://fbref.com/en/players/8d62d985/Gabriel-Inocencio"
"587",NA,"2023 Santos","Série A","Kevyson","BRA","DF","18",10.8,573,19,158,257,165,8,573,44,20,45.5,17,38.6,282,1871,871,34,21,2,11,8,319,62,"https://fbref.com/en/players/1115f8aa/Kevyson"
"588",NA,"2023 Santos","Série A","João Lucas","BRA","DF","24",9,513,26,153,218,147,8,513,9,2,22.2,5,55.6,255,1336,711,15,15,1,8,8,263,40,"https://fbref.com/en/players/289dc81e/Joao-Lucas"
"589",NA,"2023 Santos","Série A","Nonato","BRA","MF","24",7.3,339,4,62,178,108,11,339,14,6,42.9,8,57.1,182,1129,528,10,12,2,7,4,215,18,"https://fbref.com/en/players/b91a6912/Nonato"
"590",NA,"2023 Santos","Série A","Lucas","BRA","DF","21",6.8,419,26,145,188,90,6,419,14,7,50,4,28.6,189,1139,642,14,7,1,5,4,218,23,"https://fbref.com/en/players/5d68f5b2/Lucas"
"591",NA,"2023 Santos","Série A","Nathan","BRA","DF","21",5.5,283,13,88,131,69,4,283,26,16,61.5,8,30.8,146,829,436,16,10,0,6,6,141,24,"https://fbref.com/en/players/9fb6420e/Nathan"
"592",NA,"2023 Santos","Série A","Julio Furch","ARG","FW,MF","33",6.8,276,10,16,126,140,44,276,12,7,58.3,5,41.7,150,519,196,5,9,1,19,6,207,48,"https://fbref.com/en/players/84d35e44/Julio-Furch"
"593",NA,"2023 Santos","Série A","Ângelo Borges","BRA","FW,MF","18",6,281,0,41,135,117,10,281,52,28,53.8,21,40.4,193,1615,797,26,18,4,24,14,200,38,"https://fbref.com/en/players/737945d9/Angelo-Borges"
"594",NA,"2023 Santos","Série A","Alex","BRA","DF","23",5.1,291,26,150,126,18,9,291,2,2,100,0,0,191,1084,624,3,1,0,4,2,212,0,"https://fbref.com/en/players/7367baf7/Alex"
"595",NA,"2023 Santos","Série A","Deivid Washington","BRA","FW","17",4.7,145,5,13,72,64,20,145,20,9,45,9,45,77,550,275,11,9,6,13,8,90,13,"https://fbref.com/en/players/95bd120d/Deivid-Washington"
"596",NA,"2023 Santos","Série A","Guilherme Camacho","BRA","MF","32",5,311,18,82,195,36,1,311,5,4,80,1,20,145,671,291,0,4,0,1,2,185,3,"https://fbref.com/en/players/61a6775b/Guilherme-Camacho"
"597",NA,"2023 Santos","Série A","Maximiliano Silvera","URU","MF,FW","25",5,198,2,22,79,103,24,198,17,5,29.4,10,58.8,111,621,215,10,10,3,17,9,129,36,"https://fbref.com/en/players/e3b9cc57/Maximiliano-Silvera"
"598",NA,"2023 Santos","Série A","Eduardo Gabriel","BRA","DF","26",3,149,24,86,55,9,9,149,1,1,100,0,0,70,301,131,1,0,0,1,0,79,1,"https://fbref.com/en/players/aed65960/Eduardo-Gabriel"
"599",NA,"2023 Santos","Série A","Daniel Ruiz Rivera","COL","FW,MF","21",2.7,137,0,22,50,68,6,137,13,6,46.2,7,53.8,81,476,225,5,3,2,5,5,91,15,"https://fbref.com/en/players/65766650/Daniel-Ruiz-Rivera"
"600",NA,"2023 Santos","Série A","Vladimir","BRA","GK","33",2.3,57,53,57,0,0,0,57,0,0,NA,0,NA,34,127,70,0,0,0,0,0,17,0,"https://fbref.com/en/players/bbae502c/Vladimir"
"601",NA,"2023 Santos","Série A","Sandry","BRA","MF","20",2.1,124,4,29,72,24,1,124,1,1,100,0,0,72,315,120,0,0,0,4,4,84,3,"https://fbref.com/en/players/8ceeabef/Sandry"
"602",NA,"2023 Santos","Série A","Alison","BRA","MF","29",1.5,83,10,28,52,3,0,83,2,1,50,1,50,38,213,80,3,2,0,4,2,45,1,"https://fbref.com/en/players/d39b373b/Alison"
"603",NA,"2023 Santos","Série A","Luan Dias","BRA","MF,FW","25",2.1,84,0,15,43,29,1,84,5,4,80,1,20,46,373,172,7,2,1,3,3,51,3,"https://fbref.com/en/players/a342ce1e/Luan-Dias"
"604",NA,"2023 Santos","Série A","Júnior Caiçara","BRA","DF","33",1.9,155,9,40,69,48,1,155,2,0,0,2,100,87,491,308,6,10,0,2,0,101,10,"https://fbref.com/en/players/038aa94a/Junior-Caicara"
"605",NA,"2023 Santos","Série A","Lucas Barbosa","BRA","FW,MF","21",1.1,70,4,24,38,12,1,70,4,2,50,2,50,33,180,90,4,3,0,2,2,31,4,"https://fbref.com/en/players/a28eac7e/Lucas-Barbosa"
"606",NA,"2023 Santos","Série A","Felipe Jonatan","BRA","DF","24",1,84,1,19,45,24,0,84,3,2,66.7,1,33.3,54,215,139,3,3,0,0,0,56,5,"https://fbref.com/en/players/0102ca7f/Felipe-Jonatan"
"607",NA,"2023 Santos","Série A","Alfredo Morelos","COL","FW,MF","26",0.9,50,0,3,29,18,4,50,0,0,NA,0,NA,28,103,48,1,0,1,2,2,43,6,"https://fbref.com/en/players/ef88f778/Alfredo-Morelos"
"608",NA,"2023 Santos","Série A","Bruno Mezenga","BRA","FW,MF","34",1.9,98,1,11,53,34,8,98,1,1,100,0,0,38,179,66,2,2,0,6,3,66,7,"https://fbref.com/en/players/4f70cc69/Bruno-Mezenga"
"609",NA,"2023 Santos","Série A","Weslley Patati","BRA","FW,MF","19",1.5,109,1,11,42,57,10,109,15,5,33.3,10,66.7,80,566,217,10,8,5,7,5,77,20,"https://fbref.com/en/players/0df16cd7/Weslley-Patati"
"610",NA,"2023 Santos","Série A","Maicon","BRA","DF","34",0.5,24,5,20,4,1,1,24,0,0,NA,0,NA,12,70,54,0,0,0,0,0,14,0,"https://fbref.com/en/players/2a8683b9/Maicon"
"611",NA,"2023 Santos","Série A","Ed Carlos","BRA","MF,FW","21",0.4,45,1,12,17,16,0,45,0,0,NA,0,NA,27,121,46,0,0,0,1,2,35,1,"https://fbref.com/en/players/e93e479e/Ed-Carlos"
"612",NA,"2023 Santos","Série A","Miguel Terceros","BOL","MF,FW","18",0.4,24,0,6,12,7,0,24,0,0,NA,0,NA,16,86,41,1,2,0,1,0,16,0,"https://fbref.com/en/players/d66ed604/Miguel-Terceros"
"613",NA,"2023 Santos","Série A","Jair Paula","BRA","DF","17",0.4,20,3,6,14,0,0,20,1,1,100,0,0,14,64,52,1,0,0,0,0,12,0,"https://fbref.com/en/players/ac31d35e/Jair-Paula"
"614",NA,"2023 Santos","Série A","Vinicius","BRA","MF","23",0.3,7,0,1,5,1,0,7,0,0,NA,0,NA,6,12,4,0,0,0,1,1,6,0,"https://fbref.com/en/players/ab3ef9c4/Vinicius"
"615",NA,"2023 Santos","Série A","Cadu","BRA","DF","20",0.2,11,0,0,10,1,0,11,0,0,NA,0,NA,5,15,8,0,1,0,0,0,8,0,"https://fbref.com/en/players/a2e69531/Cadu"
"616",NA,"2023 Santos","Série A","Ivonei","BRA","MF","20",0,3,0,0,3,0,0,3,0,0,NA,0,NA,1,5,0,0,0,0,0,0,3,1,"https://fbref.com/en/players/16c7086d/Ivonei"
"617",NA,"2023 Santos","Série A","Luiz Felipe","BRA","DF","29",0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/746c8624/Luiz-Felipe"
"618",NA,"2023 Goiás","Série A","Tadeu","BRA","GK","30",35,1275,1071,1262,13,1,0,1275,1,1,100,0,0,647,3876,2770,0,0,0,0,0,450,0,"https://fbref.com/en/players/8445554f/Tadeu"
"619",NA,"2023 Goiás","Série A","Maguinho","BRA","DF","30",31.7,1624,135,545,640,451,62,1624,58,28,48.3,28,48.3,678,3674,1964,59,39,8,52,22,815,138,"https://fbref.com/en/players/d1c855c5/Maguinho"
"620",NA,"2023 Goiás","Série A","Bruno Melo","BRA","DF","30",32.1,1686,250,861,753,75,31,1686,3,0,0,0,0,971,4258,2626,8,10,1,8,0,1142,10,"https://fbref.com/en/players/41ee21ae/Bruno-Melo"
"621",NA,"2023 Goiás","Série A","Everton Morelli","BRA","MF","25",28.7,1279,65,322,714,252,37,1279,31,13,41.9,16,51.6,685,3961,1945,36,27,5,48,34,793,75,"https://fbref.com/en/players/487bfa9b/Everton-Morelli"
"622",NA,"2023 Goiás","Série A","Lucas Halter","BRA","DF","22",28.7,1531,247,795,690,56,37,1531,12,8,66.7,4,33.3,852,4594,3256,20,5,1,11,6,970,1,"https://fbref.com/en/players/7aa882a2/Lucas-Halter"
"623",NA,"2023 Goiás","Série A","Willian","BRA","MF","29",24.4,1298,94,398,789,123,17,1298,7,3,42.9,0,0,615,2361,1052,6,9,1,23,11,792,9,"https://fbref.com/en/players/96f82d0a/Willian"
"624",NA,"2023 Goiás","Série A","Guilherme","BRA","MF","31",20.6,1089,10,147,525,421,38,1085,22,9,40.9,11,50,512,2179,1088,21,19,5,30,17,634,87,"https://fbref.com/en/players/9e61c019/Guilherme"
"625",NA,"2023 Goiás","Série A","Julián Palacios","ARG","FW,MF","23",18.1,816,7,68,332,433,35,816,94,53,56.4,32,34,521,3169,1594,49,43,12,38,34,560,116,"https://fbref.com/en/players/37dfd961/Julian-Palacios"
"626",NA,"2023 Goiás","Série A","Anderson","BRA","FW,MF","24",14.3,646,6,101,291,274,33,646,68,40,58.8,26,38.2,424,2858,1519,44,39,11,40,40,485,106,"https://fbref.com/en/players/4242a0a1/Anderson"
"627",NA,"2023 Goiás","Série A","Sander","BRA","DF","32",17.1,1208,70,341,526,355,10,1208,33,12,36.4,20,60.6,546,2605,1547,30,33,2,13,9,621,87,"https://fbref.com/en/players/3c16ca6c/Sander"
"628",NA,"2023 Goiás","Série A","Hugo","BRA","DF","25",15.8,918,66,338,336,253,21,918,9,4,44.4,5,55.6,370,1679,969,22,18,6,16,7,462,68,"https://fbref.com/en/players/bd2593f3/Hugo"
"629",NA,"2023 Goiás","Série A","Allano","BRA","FW","27",13.7,625,18,112,294,231,48,625,45,20,44.4,20,44.4,374,2695,1400,39,33,11,37,21,421,90,"https://fbref.com/en/players/9c1245f8/Allano"
"630",NA,"2023 Goiás","Série A","Vinícius","BRA","FW","29",13,650,17,96,239,327,41,650,42,24,57.1,17,40.5,385,2656,1369,39,34,12,22,10,464,123,"https://fbref.com/en/players/b6bd2b80/Vinicius"
"631",NA,"2023 Goiás","Série A","Zé Ricardo","BRA","MF","23",11.9,818,23,188,511,129,3,818,48,26,54.2,13,27.1,495,2483,1250,16,17,0,25,15,568,11,"https://fbref.com/en/players/22b85604/Ze-Ricardo"
"632",NA,"2023 Goiás","Série A","João Magno","BRA","FW","25",10.9,290,20,38,131,122,40,290,12,3,25,8,66.7,133,725,317,13,9,4,34,14,186,41,"https://fbref.com/en/players/d173dcd7/Joao-Magno"
"633",NA,"2023 Goiás","Série A","Dieguinho","BRA","DF,FW","27",12,682,33,175,354,166,6,682,40,15,37.5,16,40,389,2416,1266,27,22,2,20,17,416,34,"https://fbref.com/en/players/7e5a7340/Dieguinho"
"634",NA,"2023 Goiás","Série A","Sidimar","BRA","DF","30",11.2,526,115,299,205,23,14,526,2,0,0,0,0,228,1051,553,1,2,1,1,1,284,0,"https://fbref.com/en/players/080fc1f0/Sidimar"
"635",NA,"2023 Goiás","Série A","Matheus Peixoto","BRA","FW","27",9.8,244,16,27,121,99,33,243,4,3,75,1,25,111,405,150,4,3,1,20,6,167,28,"https://fbref.com/en/players/05160796/Matheus-Peixoto"
"636",NA,"2023 Goiás","Série A","Matheus Babi","BRA","FW","25",9.8,298,11,30,150,120,42,298,14,6,42.9,8,57.1,141,601,154,2,7,0,24,18,208,39,"https://fbref.com/en/players/f48cff2c/Matheus-Babi"
"637",NA,"2023 Goiás","Série A","Raphael Guzzo","POR","MF","28",6.4,377,14,72,214,94,9,377,6,3,50,3,50,187,1058,589,13,4,0,5,10,260,15,"https://fbref.com/en/players/2f002854/Raphael-Guzzo"
"638",NA,"2023 Goiás","Série A","Luis Oyama","BRA","MF","26",6.2,304,13,49,192,65,6,304,14,7,50,7,50,181,1052,486,13,10,3,11,8,189,18,"https://fbref.com/en/players/ed0c094b/Luis-Oyama"
"639",NA,"2023 Goiás","Série A","Bruno Araújo dos Santos","BRA","DF","29",5,281,33,81,129,72,6,281,4,2,50,1,25,129,553,291,4,4,2,11,5,128,14,"https://fbref.com/en/players/92831068/Bruno-Araujo-dos-Santos"
"640",NA,"2023 Goiás","Série A","EDU","BRA","DF","22",4.8,275,58,153,116,7,3,275,3,2,66.7,1,33.3,140,527,345,1,1,0,0,1,172,0,"https://fbref.com/en/players/01dc4e41/EDU"
"641",NA,"2023 Goiás","Série A","Diego Gonçalves","BRA","FW,MF","28",4,185,10,34,73,80,14,185,17,8,47.1,8,47.1,109,524,207,6,4,2,17,4,119,26,"https://fbref.com/en/players/c707fc37/Diego-Goncalves"
"642",NA,"2023 Goiás","Série A","Alesson","BRA","FW,MF","23",7.3,305,8,47,104,166,35,305,34,17,50,17,50,171,1393,591,23,20,9,18,17,196,68,"https://fbref.com/en/players/611e984e/Alesson"
"643",NA,"2023 Goiás","Série A","Marcelo Rangel","BRA","GK","34",3,89,78,89,0,0,0,89,0,0,NA,0,NA,39,193,122,0,0,0,0,0,32,0,"https://fbref.com/en/players/c293dc73/Marcelo-Rangel"
"644",NA,"2023 Goiás","Série A","Apodi","BRA","FW,MF","36",4.2,99,8,23,33,43,9,99,4,2,50,2,50,49,277,147,6,3,2,9,0,57,16,"https://fbref.com/en/players/affbe6bc/Apodi"
"645",NA,"2023 Goiás","Série A","Higor","BRA","MF","28",2.5,141,4,37,78,27,5,141,4,4,100,0,0,79,331,135,1,4,0,8,4,88,1,"https://fbref.com/en/players/fb8b684d/Higor"
"646",NA,"2023 Goiás","Série A","Pedro Oliveira","BRA","FW,MF","18",2.2,57,1,7,32,18,7,57,8,5,62.5,3,37.5,30,185,79,2,1,1,4,0,29,10,"https://fbref.com/en/players/089b56d8/Pedro-Oliveira"
"647",NA,"2023 Goiás","Série A","Matheus Santos","BRA","FW,MF","24",2.2,101,2,11,37,55,3,101,13,4,30.8,6,46.2,66,485,117,6,7,2,10,9,78,18,"https://fbref.com/en/players/48125180/Matheus-Santos"
"648",NA,"2023 Goiás","Série A","Gabriel Novaes","BRA","FW","23",1.1,27,3,6,12,9,2,27,0,0,NA,0,NA,15,108,27,2,1,0,1,3,17,4,"https://fbref.com/en/players/297a324a/Gabriel-Novaes"
"649",NA,"2023 Goiás","Série A","Dodô","BRA","MF,FW","21",3.6,189,3,31,85,75,5,189,11,4,36.4,3,27.3,122,789,314,7,3,1,10,8,126,9,"https://fbref.com/en/players/7676dd35/Dodo"
"650",NA,"2023 Goiás","Série A","Philippe Costa","BRA","FW","22",1.2,29,1,3,9,17,5,29,3,1,33.3,2,66.7,14,61,28,0,1,0,2,0,21,4,"https://fbref.com/en/players/c19505b4/Philippe-Costa"
"651",NA,"2023 Goiás","Série A","Breno Herculano","BRA","FW,MF","23",0.9,24,1,1,10,13,3,24,1,0,0,1,100,11,67,24,0,2,1,1,2,16,5,"https://fbref.com/en/players/83b2c094/Breno-Herculano"
"652",NA,"2023 Goiás","Série A","Xavier","BRA","DF","22",0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1b15b3d9/Xavier"
"653",NA,"2023 Goiás","Série A","Lucas Emmanuel","BRA","FW","22",0.6,16,1,1,12,3,1,16,0,0,NA,0,NA,7,12,1,0,0,0,4,0,10,2,"https://fbref.com/en/players/08d236fc/Lucas-Emmanuel"
"654",NA,"2023 Goiás","Série A","Mina","BRA","DF","19",0.5,20,2,15,3,2,2,20,0,0,NA,0,NA,14,42,21,0,0,0,0,0,16,0,"https://fbref.com/en/players/85064762/Mina"
"655",NA,"2023 Goiás","Série A","Simioni","BRA","MF","19",0.5,14,3,6,7,1,0,14,0,0,NA,0,NA,3,30,7,0,0,0,1,2,2,0,"https://fbref.com/en/players/12f1e5e8/Simioni"
"656",NA,"2023 Goiás","Série A","Fellipe Bastos","BRA","MF","32",0.4,16,0,9,6,2,0,16,0,0,NA,0,NA,4,18,7,1,0,0,0,0,8,1,"https://fbref.com/en/players/9b99eae0/Fellipe-Bastos"
"657",NA,"2023 Goiás","Série A","Halerrandrio dos Santos","BRA","MF","16",0.3,9,0,2,3,6,1,9,1,0,0,1,100,6,97,35,1,1,0,1,0,3,3,"https://fbref.com/en/players/7bfa8ce5/Halerrandrio-dos-Santos"
"658",NA,"2023 Goiás","Série A","Denzel","BRA","FW","20",0.3,7,0,0,3,4,0,7,0,0,NA,0,NA,3,7,3,0,0,0,0,1,4,2,"https://fbref.com/en/players/bbcdf171/Denzel"
"659",NA,"2023 Goiás","Série A","Jhonny Lucas","BRA","MF","22",0.2,14,0,1,3,10,2,14,0,0,NA,0,NA,3,24,0,0,0,0,0,1,9,1,"https://fbref.com/en/players/a800ccee/Jhonny-Lucas"
"660",NA,"2023 Coritiba","","Gabriel","BRA","GK","30",30.7,1098,950,1090,8,0,0,1098,0,0,NA,0,NA,543,2839,1589,0,0,0,1,0,378,0,"https://fbref.com/en/players/f93ed0df/Gabriel"
"661",NA,"2023 Coritiba","","Robson","BRA","MF,FW","31",26.1,1055,40,182,472,412,72,1047,49,18,36.7,24,49,560,2634,1237,32,24,6,52,38,686,146,"https://fbref.com/en/players/e29eff7a/Robson"
"662",NA,"2023 Coritiba","","Natanael","BRA","DF","21",27.8,1560,91,549,629,404,29,1560,50,23,46,23,46,717,4072,2007,43,31,6,39,27,740,120,"https://fbref.com/en/players/0b618504/Natanael"
"663",NA,"2023 Coritiba","","Marcelino Moreno","ARG","MF","28",25.6,1309,6,130,581,638,58,1309,199,87,43.7,85,42.7,880,6383,3164,100,77,29,84,49,896,188,"https://fbref.com/en/players/058c938c/Marcelino-Moreno"
"664",NA,"2023 Coritiba","","Bruno Gomes","BRA","MF","21",24.4,1214,32,246,649,339,46,1214,69,33,47.8,29,42,665,3995,1994,53,35,16,47,23,789,61,"https://fbref.com/en/players/76f2bbf8/Bruno-Gomes"
"665",NA,"2023 Coritiba","","Benjamín Kuscevic","CHI","DF","26",22.5,1221,199,711,489,31,12,1221,11,10,90.9,1,9.1,682,3100,1460,6,5,1,12,1,719,5,"https://fbref.com/en/players/9edddc34/Benjamin-Kuscevic"
"666",NA,"2023 Coritiba","","Henrique","BRA","DF","36",22.5,941,195,569,362,18,11,941,2,2,100,0,0,485,2559,1445,3,3,0,4,3,534,0,"https://fbref.com/en/players/429163de/Henrique"
"667",NA,"2023 Coritiba","","Jamerson","BRA","DF,FW","24",21,1177,63,398,519,287,16,1177,87,53,60.9,30,34.5,624,4185,2366,54,39,8,26,14,578,78,"https://fbref.com/en/players/7910d817/Jamerson"
"668",NA,"2023 Coritiba","","Sebastián Gómez","COL","MF","26",15.9,711,18,148,432,138,14,711,19,4,21.1,14,73.7,409,1801,807,17,7,1,25,7,440,33,"https://fbref.com/en/players/233de573/Sebastian-Gomez"
"669",NA,"2023 Coritiba","","Victor Luis","BRA","DF","29",17.4,1031,72,360,477,207,6,1031,10,3,30,6,60,509,2989,1527,28,25,0,14,8,545,30,"https://fbref.com/en/players/cc68c4d3/Victor-Luis"
"670",NA,"2023 Coritiba","","Matheus Bianqui","BRA","MF","25",15.8,685,52,191,368,135,30,685,15,7,46.7,6,40,327,1114,466,10,6,3,24,14,362,41,"https://fbref.com/en/players/9da67b35/Matheus-Bianqui"
"671",NA,"2023 Coritiba","","Andrey Ramos do Nascimento","BRA","MF","24",12.5,843,47,216,491,156,7,843,9,5,55.6,3,33.3,434,2190,1126,16,17,3,15,9,524,16,"https://fbref.com/en/players/eb55ab5a/Andrey-Ramos-do-Nascimento"
"672",NA,"2023 Coritiba","","Willian Farias","BRA","MF","33",10.7,551,33,156,348,54,1,551,18,14,77.8,4,22.2,298,1588,694,6,3,0,11,6,332,2,"https://fbref.com/en/players/d1fcff2f/Willian-Farias"
"673",NA,"2023 Coritiba","","Thalisson Gabriel","BRA","DF","21",10.5,577,98,346,218,17,6,577,7,7,100,0,0,285,1339,780,4,2,1,11,0,349,1,"https://fbref.com/en/players/e494b1e4/Thalisson-Gabriel"
"674",NA,"2023 Coritiba","","Islam Slimani","ALG","FW","34",9.1,305,15,24,151,131,39,305,5,2,40,3,60,164,592,187,3,2,1,25,14,230,40,"https://fbref.com/en/players/ffec9769/Islam-Slimani"
"675",NA,"2023 Coritiba","","Kaio","BRA","MF,FW","18",9.8,395,8,88,153,163,13,395,56,20,35.7,24,42.9,275,2216,1139,34,28,3,28,17,280,66,"https://fbref.com/en/players/4e232375/Kaio"
"676",NA,"2023 Coritiba","","Bruno Viana","BRA","DF","27",9,515,72,260,245,10,3,515,1,1,100,0,0,274,1311,707,4,3,0,1,0,312,1,"https://fbref.com/en/players/c5ea2dab/Bruno-Viana"
"677",NA,"2023 Coritiba","","Alef Manga","BRA","FW,MF","28",8.9,340,3,33,124,189,42,339,27,17,63,8,29.6,195,1591,819,25,17,13,19,10,246,75,"https://fbref.com/en/players/559782c4/Alef-Manga"
"678",NA,"2023 Coritiba","","Diogo","BRA","FW,MF","26",8.4,277,5,26,142,110,28,277,13,6,46.2,6,46.2,133,564,202,7,3,1,22,9,170,26,"https://fbref.com/en/players/4e365f70/Diogo"
"679",NA,"2023 Coritiba","","Liziero","BRA","MF","24",6.5,366,12,81,232,58,3,366,15,10,66.7,4,26.7,199,826,355,2,7,0,6,4,238,6,"https://fbref.com/en/players/318ecb8c/Liziero"
"680",NA,"2023 Coritiba","","Zé Roberto","BRA","FW,MF","29",5.8,200,7,14,100,89,14,200,9,2,22.2,6,66.7,118,513,179,7,10,0,16,14,150,27,"https://fbref.com/en/players/810033a1/Ze-Roberto"
"681",NA,"2023 Coritiba","","Thiago Dombroski","BRA","DF","20",5.6,310,36,147,161,4,2,310,2,1,50,0,0,183,1019,602,5,2,0,3,1,216,0,"https://fbref.com/en/players/786ba79d/Thiago-Dombroski"
