"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","PlayerURL"
"216",NA,"2023 Fluminense","Série A","Jhon Arias","COL","FW,MF","25",26.5,1915,41,288,694,963,105,1913,154,80,51.9,50,32.5,1309,8068,4364,142,87,27,54,60,1423,300,"https://fbref.com/en/players/86d96066/Jhon-Arias"
"217",NA,"2023 Fluminense","Série A","Nino","BRA","DF","25",23.9,1909,228,880,955,84,27,1909,19,13,68.4,3,15.8,1363,7902,5714,42,14,1,9,3,1472,5,"https://fbref.com/en/players/d4fa2207/Nino"
"218",NA,"2023 Fluminense","Série A","Samuel Xavier","BRA","DF","32",23.4,1571,61,481,704,402,29,1571,25,11,44,10,40,884,4361,2227,42,27,5,16,15,996,62,"https://fbref.com/en/players/0c870df5/Samuel-Xavier"
"219",NA,"2023 Fluminense","Série A","Ganso","BRA","MF","33",19.3,1494,26,273,763,464,27,1494,18,12,66.7,3,16.7,1002,3132,1455,17,27,3,14,11,1221,75,"https://fbref.com/en/players/23593121/Ganso"
"220",NA,"2023 Fluminense","Série A","Matheus Martinelli","BRA","MF,DF","21",20.9,1726,142,507,939,288,24,1726,32,17,53.1,12,37.5,1169,5958,3644,38,44,4,30,20,1364,28,"https://fbref.com/en/players/2b124c8c/Matheus-Martinelli"
"221",NA,"2023 Fluminense","Série A","Keno","BRA","FW,MF","33",17.9,897,30,131,249,527,61,896,101,55,54.5,37,36.6,597,3852,2209,84,37,34,42,17,672,219,"https://fbref.com/en/players/98558c11/Keno"
"222",NA,"2023 Fluminense","Série A","Marcelo","BRA","DF","34",14.7,1277,32,272,601,412,29,1277,38,16,42.1,18,47.4,808,3441,2037,44,36,6,19,9,896,50,"https://fbref.com/en/players/603116a7/Marcelo"
"223",NA,"2023 Fluminense","Série A","Felipe Melo","BRA","DF","39",11,942,131,442,479,26,8,942,7,4,57.1,2,28.6,679,3423,2079,15,5,0,4,1,722,0,"https://fbref.com/en/players/b14d84d3/Felipe-Melo"
"224",NA,"2023 Fluminense","Série A","Guga","BRA","DF","24",16.8,1143,67,348,492,311,27,1143,11,4,36.4,5,45.5,670,2856,1529,31,21,3,20,17,740,93,"https://fbref.com/en/players/6975a3e1/Guga"
"225",NA,"2023 Fluminense","Série A","John Kennedy","BRA","FW,MF","20",15.2,555,17,62,201,301,87,555,95,41,43.2,47,49.5,356,1909,886,32,15,20,64,29,431,117,"https://fbref.com/en/players/132880e0/John-Kennedy"
"226",NA,"2023 Fluminense","Série A","Alexsander","BRA","MF,DF","19",13.3,910,20,194,458,268,17,910,51,27,52.9,19,37.3,571,2898,1607,38,29,4,27,26,645,53,"https://fbref.com/en/players/b13e7a78/Alexsander"
"227",NA,"2023 Fluminense","Série A","Marlon","BRA","DF","27",10.4,885,125,444,392,53,7,885,9,5,55.6,4,44.4,609,3054,1855,13,11,0,5,0,698,5,"https://fbref.com/en/players/cdf65d12/Marlon"
"228",NA,"2023 Fluminense","Série A","Diogo Barbosa","BRA","DF","30",12.4,818,43,216,369,241,10,818,27,14,51.9,11,40.7,485,2424,1251,35,27,3,12,6,538,68,"https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa"
"229",NA,"2023 Fluminense","Série A","David Braz","BRA","DF","35",9.6,753,121,393,311,53,8,753,10,10,100,0,0,450,2531,1579,16,13,0,6,4,523,2,"https://fbref.com/en/players/9313b408/David-Braz"
"230",NA,"2023 Fluminense","Série A","Thiago dos Santos","BRA","DF,MF","33",9.1,732,137,373,326,38,3,732,13,8,61.5,4,30.8,453,2797,1601,10,16,0,5,3,512,3,"https://fbref.com/en/players/5408d2b2/Thiago-dos-Santos"
"231",NA,"2023 Fluminense","Série A","Lelê","BRA","FW,MF","25",12.7,384,12,61,148,183,74,384,33,12,36.4,20,60.6,203,1322,588,22,11,13,37,19,249,72,"https://fbref.com/en/players/467aed9b/Lele"
"232",NA,"2023 Fluminense","Série A","Leonardo Fernández","URU","MF,FW","24",7.3,552,6,73,223,264,10,551,41,19,46.3,18,43.9,346,1952,916,25,19,6,19,19,415,69,"https://fbref.com/en/players/a757be87/Leonardo-Fernandez"
"233",NA,"2023 Fluminense","Série A","Danielzinho","BRA","MF","27",6.8,536,15,99,317,122,8,536,8,4,50,4,50,367,1924,1129,19,10,3,4,11,416,21,"https://fbref.com/en/players/832ab167/Danielzinho"
"234",NA,"2023 Fluminense","Série A","Yony González","COL","FW,MF","28",6.4,194,13,40,50,105,43,194,7,4,57.1,3,42.9,89,328,99,3,0,2,10,3,122,47,"https://fbref.com/en/players/c6c88c7d/Yony-Gonzalez"
"235",NA,"2023 Fluminense","Série A","Gabriel Pirani","BRA","MF,FW","20",4.4,234,3,66,91,85,16,234,27,12,44.4,14,51.9,151,934,475,13,8,5,10,5,181,25,"https://fbref.com/en/players/17205abf/Gabriel-Pirani"
"236",NA,"2023 Fluminense","Série A","Manoel","BRA","DF","32",3.2,238,39,124,110,4,1,238,3,2,66.7,0,0,161,729,435,0,1,0,1,1,182,0,"https://fbref.com/en/players/12748e35/Manoel"
"237",NA,"2023 Fluminense","Série A","Pedro Rangel","BRA","GK","22",2,60,55,60,0,0,0,60,0,0,NA,0,NA,26,83,36,0,0,0,0,0,24,0,"https://fbref.com/en/players/06dc2861/Pedro-Rangel"
"238",NA,"2023 Fluminense","Série A","Felipe Vieira","","DF","",2.3,129,14,49,53,27,3,129,2,1,50,1,50,59,243,117,3,1,0,1,0,77,3,"https://fbref.com/en/players/4cf81576/Felipe-Vieira"
"239",NA,"2023 Fluminense","Série A","Vitor Mendes","BRA","DF","23",1.2,79,22,56,22,1,1,79,0,0,NA,0,NA,31,109,62,0,0,0,2,0,45,0,"https://fbref.com/en/players/3cdbeab9/Vitor-Mendes"
"240",NA,"2023 Fluminense","Série A","Giovanni","BRA","MF,DF","21",1.1,101,4,26,43,32,1,101,4,1,25,1,25,70,395,177,3,7,0,3,0,81,7,"https://fbref.com/en/players/ca91dace/Giovanni"
"241",NA,"2023 Fluminense","Série A","Vitor Eudes","BRA","GK","24",1,25,22,25,0,0,0,25,0,0,NA,0,NA,18,64,30,0,0,0,0,0,15,0,"https://fbref.com/en/players/b7a95ab2/Vitor-Eudes"
"242",NA,"2023 Fluminense","Série A","Justen","BRA","DF","19",0.6,34,5,13,18,4,1,34,0,0,NA,0,NA,19,42,17,0,0,0,1,0,24,3,"https://fbref.com/en/players/8bbf8b33/Justen"
"243",NA,"2023 Fluminense","Série A","Alan Carvalho","CHN","MF","33",0.5,21,1,2,14,6,3,21,1,1,100,0,0,12,87,25,0,0,0,3,1,15,1,"https://fbref.com/en/players/ebb2d232/Alan-Carvalho"
"244",NA,"2023 Fluminense","Série A","Isaac","BRA","MF,DF","18",1.5,122,0,26,36,63,9,122,22,11,50,9,40.9,73,470,217,6,4,3,9,4,78,24,"https://fbref.com/en/players/e43ddd61/Isaac"
"245",NA,"2023 Fluminense","Série A","João Neto","BRA","MF,DF","19",0.6,27,0,2,7,18,1,27,1,1,100,0,0,17,87,30,0,1,0,2,2,22,12,"https://fbref.com/en/players/57130d7b/Joao-Neto"
"246",NA,"2023 Fluminense","Série A","Arthur","BRA","DF,FW","18",0.2,24,1,6,9,9,1,24,1,0,0,1,100,15,49,16,0,2,0,1,0,17,2,"https://fbref.com/en/players/0339468c/Arthur"
"247",NA,"2023 Fluminense","Série A","Alexandre Jesus","BRA","DF","21",0.1,13,2,6,4,3,0,13,2,2,100,0,0,6,32,16,0,0,0,2,0,7,2,"https://fbref.com/en/players/25a323f3/Alexandre-Jesus"
"248",NA,"2023 Fluminense","Série A","Rafael Monteiro","BRA","MF","18",0,5,0,1,1,3,0,5,0,0,NA,0,NA,4,27,26,1,0,0,0,0,4,1,"https://fbref.com/en/players/377fe96b/Rafael-Monteiro"
"249",NA,"2023 Athletico Paranaense","Série A","Bento","BRA","GK","23",33,952,861,951,1,0,0,952,0,0,NA,0,NA,444,2447,1530,0,0,0,0,0,316,0,"https://fbref.com/en/players/5d699228/Bento"
"250",NA,"2023 Athletico Paranaense","Série A","Thiago Heleno","BRA","DF","34",30.9,1835,303,1011,787,52,40,1835,3,0,0,1,33.3,986,3717,1620,2,1,0,9,0,1156,2,"https://fbref.com/en/players/827422f9/Thiago-Heleno"
"251",NA,"2023 Athletico Paranaense","Série A","Erick","BRA","MF","25",27.8,1444,55,303,943,219,78,1444,45,29,64.4,15,33.3,806,3605,1828,27,23,4,46,14,972,37,"https://fbref.com/en/players/8a826636/Erick"
"252",NA,"2023 Athletico Paranaense","Série A","Vitor Bueno","BRA","MF,FW","28",23.1,1260,5,86,597,591,53,1257,55,34,61.8,19,34.5,775,5001,2214,74,57,12,46,38,903,114,"https://fbref.com/en/players/5752f96d/Vitor-Bueno"
"253",NA,"2023 Athletico Paranaense","Série A","Fernandinho","BRA","MF","37",21.5,1387,52,273,936,196,16,1386,35,19,54.3,12,34.3,854,4210,2130,35,39,4,19,19,988,52,"https://fbref.com/en/players/101da2b5/Fernandinho"
"254",NA,"2023 Athletico Paranaense","Série A","Agustín Canobbio","URU","FW,MF","24",23.5,1210,25,155,478,594,98,1210,91,46,50.5,37,40.7,734,4914,2375,81,47,31,60,40,780,223,"https://fbref.com/en/players/4f5a2f38/Agustin-Canobbio"
"255",NA,"2023 Athletico Paranaense","Série A","Tomás Cuello","ARG","MF,FW","22",22.8,1271,38,215,573,501,50,1271,60,35,58.3,21,35,649,4349,2220,81,49,20,46,18,733,173,"https://fbref.com/en/players/5c8615dd/Tomas-Cuello"
"256",NA,"2023 Athletico Paranaense","Série A","Vitor Roque","BRA","FW","17",19,494,3,25,201,278,95,494,83,33,39.8,39,47,324,2074,912,40,27,24,41,33,340,111,"https://fbref.com/en/players/cb00f1e6/Vitor-Roque"
"257",NA,"2023 Athletico Paranaense","Série A","Cacá","BRA","DF","23",18.8,950,137,479,435,46,18,950,7,3,42.9,3,42.9,528,2827,1434,12,11,0,14,7,555,8,"https://fbref.com/en/players/27f4a416/Caca"
"258",NA,"2023 Athletico Paranaense","Série A","Lucas Esquivel","ARG","DF","21",18.3,1271,55,434,569,278,8,1271,30,9,30,17,56.7,589,2913,1545,28,21,1,15,15,663,47,"https://fbref.com/en/players/404169c2/Lucas-Esquivel"
"259",NA,"2023 Athletico Paranaense","Série A","Hugo Moura","BRA","MF","25",14.7,784,28,191,528,70,5,784,14,4,28.6,9,64.3,386,1702,764,11,7,0,6,4,471,10,"https://fbref.com/en/players/14100165/Hugo-Moura"
"260",NA,"2023 Athletico Paranaense","Série A","Pablo","BRA","FW","30",15.5,626,22,74,323,237,50,626,22,7,31.8,14,63.6,362,1486,596,15,12,5,34,15,433,60,"https://fbref.com/en/players/1ad394c5/Pablo"
"261",NA,"2023 Athletico Paranaense","Série A","Christian","BRA","MF,FW","22",15.1,760,12,111,405,248,30,760,42,25,59.5,12,28.6,445,2099,984,23,19,3,24,8,550,71,"https://fbref.com/en/players/a856b456/Christian"
"262",NA,"2023 Athletico Paranaense","Série A","Mádson","BRA","DF,MF","31",14.8,631,38,175,278,184,46,631,9,4,44.4,3,33.3,211,818,365,8,4,4,5,1,297,69,"https://fbref.com/en/players/766094be/Madson"
"263",NA,"2023 Athletico Paranaense","Série A","Bruno Zapelli","ARG","MF,FW","20",12.7,754,4,72,386,301,34,754,52,24,46.2,25,48.1,427,2350,1183,35,27,5,26,29,527,71,"https://fbref.com/en/players/a70af595/Bruno-Zapelli"
"264",NA,"2023 Athletico Paranaense","Série A","Khellven","BRA","DF","21",11.1,591,38,183,223,188,13,591,13,8,61.5,5,38.5,280,1464,826,18,17,3,16,4,310,51,"https://fbref.com/en/players/cf18ab1b/Khellven"
"265",NA,"2023 Athletico Paranaense","Série A","Zé Ivaldo","BRA","DF","25",11.3,669,79,322,340,14,2,669,12,8,66.7,1,8.3,344,1652,1001,9,2,0,9,3,400,2,"https://fbref.com/en/players/5b6e7010/Ze-Ivaldo"
"266",NA,"2023 Athletico Paranaense","Série A","Pedro Henrique","BRA","DF","27",9.5,567,90,284,257,29,9,567,4,3,75,1,25,307,1463,928,8,4,0,1,0,360,2,"https://fbref.com/en/players/4322e5d7/Pedro-Henrique"
"267",NA,"2023 Athletico Paranaense","Série A","Alex Santana","BRA","MF","27",11.1,540,14,95,352,103,14,540,15,8,53.3,5,33.3,322,1953,1108,20,24,0,15,9,383,17,"https://fbref.com/en/players/e75dc411/Alex-Santana"
"268",NA,"2023 Athletico Paranaense","Série A","Kaique Rocha","BRA","DF","21",7.2,392,79,220,161,14,10,392,4,4,100,0,0,187,850,499,2,0,0,4,0,240,0,"https://fbref.com/en/players/b31d385e/Kaique-Rocha"
"269",NA,"2023 Athletico Paranaense","Série A","Matheus Felipe","BRA","DF","24",5.9,295,45,160,129,8,1,295,1,0,0,1,100,152,659,314,4,3,0,2,1,184,0,"https://fbref.com/en/players/90749ab9/Matheus-Felipe"
"270",NA,"2023 Athletico Paranaense","Série A","Willian","BRA","FW,MF","36",6.4,223,1,12,106,108,28,223,13,5,38.5,8,61.5,121,670,159,5,6,2,15,7,162,40,"https://fbref.com/en/players/1f85d0c8/Willian"
"271",NA,"2023 Athletico Paranaense","Série A","Fernando","BRA","DF","23",5.3,373,12,99,188,87,1,373,3,1,33.3,2,66.7,199,1129,668,17,12,1,11,2,220,31,"https://fbref.com/en/players/8b34d126/Fernando"
"272",NA,"2023 Athletico Paranaense","Série A","Arturo Vidal","CHI","MF","35",4.2,218,3,40,118,61,7,218,4,1,25,3,75,115,394,110,1,4,0,5,8,147,18,"https://fbref.com/en/players/67cdbc0e/Arturo-Vidal"
"273",NA,"2023 Athletico Paranaense","Série A","Rômulo","BRA","FW,MF","20",5.7,273,6,52,110,115,27,273,18,11,61.1,6,33.3,127,765,371,13,6,1,12,8,157,39,"https://fbref.com/en/players/03dd053e/Romulo"
"274",NA,"2023 Athletico Paranaense","Série A","Leonardo Linck","BRA","GK","21",5,151,134,151,1,0,0,151,0,0,NA,0,NA,67,405,235,0,0,0,1,0,43,0,"https://fbref.com/en/players/bc30a70d/Leonardo-Linck"
"275",NA,"2023 Athletico Paranaense","Série A","David Terans","URU","MF,FW","28",4.4,181,1,18,81,86,12,181,9,7,77.8,1,11.1,126,585,252,5,7,1,12,13,139,32,"https://fbref.com/en/players/d3d89d8d/David-Terans"
"276",NA,"2023 Athletico Paranaense","Série A","Vinicius Kaue","BRA","DF,MF","19",3.8,260,14,102,130,30,0,260,3,2,66.7,1,33.3,143,658,345,3,4,0,3,1,151,8,"https://fbref.com/en/players/127a0681/Vinicius-Kaue"
"277",NA,"2023 Athletico Paranaense","Série A","Pedrinho","BRA","DF,MF","20",4,251,13,94,106,55,1,251,4,1,25,1,25,106,417,209,2,5,0,9,3,135,16,"https://fbref.com/en/players/64aadf6b/Pedrinho"
"278",NA,"2023 Athletico Paranaense","Série A","Léo Cittadini","BRA","MF,FW","28",2.2,100,1,19,55,27,3,100,5,3,60,1,20,48,376,180,3,3,0,3,3,68,7,"https://fbref.com/en/players/68410185/Leo-Cittadini"
"279",NA,"2023 Athletico Paranaense","Série A","Thiago","BRA","FW,MF","22",2.5,113,1,17,50,50,3,113,12,7,58.3,4,33.3,66,427,166,4,5,2,10,1,80,17,"https://fbref.com/en/players/6adb0b79/Thiago"
"280",NA,"2023 Athletico Paranaense","Série A","Luciano Arriagada","CHI","FW,MF","20",2.1,79,2,8,36,36,6,79,3,2,66.7,0,0,49,235,99,5,0,1,10,8,59,12,"https://fbref.com/en/players/e198a544/Luciano-Arriagada"
"281",NA,"2023 Athletico Paranaense","Série A","Bruno Peres","BRA","DF,MF","32",1.7,95,3,30,46,20,2,95,0,0,NA,0,NA,53,196,103,0,0,0,1,0,62,3,"https://fbref.com/en/players/852351df/Bruno-Peres"
"282",NA,"2023 Athletico Paranaense","Série A","Marcelo Cirino","BRA","FW,MF","31",1.1,29,1,1,13,15,3,29,1,0,0,1,100,13,69,31,1,1,0,3,1,26,6,"https://fbref.com/en/players/6ba81b35/Marcelo-Cirino"
"283",NA,"2023 Athletico Paranaense","Série A","Lucas Belezi","BRA","DF","19",0.5,25,3,9,14,2,1,25,0,0,NA,0,NA,14,41,25,0,0,0,0,0,16,0,"https://fbref.com/en/players/1e4932f6/Lucas-Belezi"
"284",NA,"2023 Athletico Paranaense","Série A","Reinaldo","BRA","FW","21",0.2,4,0,0,3,1,0,4,0,0,NA,0,NA,3,5,0,0,0,0,0,0,3,0,"https://fbref.com/en/players/7981aa31/Reinaldo"
"285",NA,"2023 Athletico Paranaense","Série A","Chiqueti","BRA","MF","17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c1aaf0bf/Chiqueti"
"286",NA,"2023 Athletico Paranaense","Série A","Danielzinho","BRA","FW","20",0,2,0,0,0,2,0,2,0,0,NA,0,NA,1,3,1,0,0,0,0,0,2,0,"https://fbref.com/en/players/10ef655f/Danielzinho"
"287",NA,"2023 Athletico Paranaense","Série A","Dudu","BRA","MF","17",0,2,0,0,1,1,1,2,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/630a919d/Dudu"
"288",NA,"2023 Athletico Paranaense","Série A","Bryan García","ECU","MF","22",0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7b66d351/Bryan-Garcia"
"289",NA,"2023 Internacional","Série A","Fabricio Bustos","ARG","DF","26",27.8,2009,92,525,939,552,38,2009,46,24,52.2,14,30.4,996,4068,2060,39,35,6,24,15,1199,150,"https://fbref.com/en/players/82549f54/Fabricio-Bustos"
"290",NA,"2023 Internacional","Série A","Alan Patrick","BRA","MF,FW","31",27.2,1526,9,117,786,643,55,1525,105,61,58.1,37,35.2,992,5602,2555,62,65,13,62,51,1162,131,"https://fbref.com/en/players/00672021/Alan-Patrick"
"291",NA,"2023 Internacional","Série A","Wanderson","BRA","FW,MF","28",26,1074,21,152,435,517,75,1074,122,67,54.9,41,33.6,683,4921,2582,97,61,25,48,25,757,169,"https://fbref.com/en/players/5da33b33/Wanderson"
"292",NA,"2023 Internacional","Série A","Gabriel Mercado","ARG","DF","35",24.2,1324,175,701,601,27,13,1324,1,1,100,0,0,780,3097,1575,1,4,1,3,5,892,2,"https://fbref.com/en/players/bf97c188/Gabriel-Mercado"
"293",NA,"2023 Internacional","Série A","Vitão","BRA","DF","22",22.7,1292,152,532,721,45,19,1292,8,7,87.5,0,0,776,3962,2450,13,10,0,6,2,876,4,"https://fbref.com/en/players/d4f034db/Vitao"
"294",NA,"2023 Internacional","Série A","Renê","BRA","DF","30",25.4,2181,132,714,1165,331,23,2181,38,21,55.3,12,31.6,1165,6051,3369,55,42,2,38,11,1348,55,"https://fbref.com/en/players/d000ffc7/Rene"
"295",NA,"2023 Internacional","Série A","Mauricio","BRA","FW,MF","21",19.6,934,14,96,493,353,54,934,29,19,65.5,8,27.6,553,2513,1109,35,32,9,33,12,702,118,"https://fbref.com/en/players/bf4cbc22/Mauricio"
"296",NA,"2023 Internacional","Série A","Johnny Cardoso","USA","MF","21",17.9,1039,70,226,669,152,22,1039,32,20,62.5,10,31.3,581,2839,1332,18,15,0,35,16,667,24,"https://fbref.com/en/players/7426f085/Johnny-Cardoso"
"297",NA,"2023 Internacional","Série A","Sergio Rochet","URU","GK","29",19,569,506,567,2,0,0,569,2,2,100,0,0,311,1857,1139,0,0,0,0,0,207,0,"https://fbref.com/en/players/81b99b9e/Sergio-Rochet"
"298",NA,"2023 Internacional","Série A","Enner Valencia","ECU","FW","33",16,491,14,25,184,288,102,489,59,16,27.1,35,59.3,336,2169,991,44,26,32,55,29,394,147,"https://fbref.com/en/players/fb485406/Enner-Valencia"
"299",NA,"2023 Internacional","Série A","Luiz Adriano","BRA","FW","35",14.8,360,20,44,176,144,47,360,6,3,50,3,50,180,528,126,3,3,1,18,17,250,49,"https://fbref.com/en/players/2557c196/Luiz-Adriano"
"300",NA,"2023 Internacional","Série A","Carlos de Pena","URU","MF,FW","30",15.8,898,25,133,488,281,25,898,9,0,0,8,88.9,486,2216,1064,23,15,2,10,14,592,55,"https://fbref.com/en/players/6b915aa1/Carlos-de-Pena"
"301",NA,"2023 Internacional","Série A","Charles Aránguiz","CHI","MF","33",14.1,1072,27,175,707,194,14,1072,10,7,70,0,0,586,2116,842,6,12,1,20,10,786,28,"https://fbref.com/en/players/56413b1f/Charles-Aranguiz"
"302",NA,"2023 Internacional","Série A","Igor Gomes","BRA","DF","21",16.3,1235,88,477,609,164,18,1235,43,27,62.8,11,25.6,716,4493,2738,35,29,3,20,11,802,39,"https://fbref.com/en/players/509d5b3d/Igor-Gomes"
"303",NA,"2023 Internacional","Série A","Pedro Henrique","BRA","FW,MF","32",14.1,549,11,67,205,287,61,548,56,23,41.1,32,57.1,359,2673,1199,43,35,16,33,11,396,121,"https://fbref.com/en/players/460976a2/Pedro-Henrique"
"304",NA,"2023 Internacional","Série A","Nicolás Hernández","COL","DF","25",14.4,908,90,371,509,30,7,908,2,1,50,1,50,595,4757,3225,26,12,0,1,2,634,2,"https://fbref.com/en/players/86046c18/Nicolas-Hernandez"
"305",NA,"2023 Internacional","Série A","Romulo","BRA","MF,DF","22",13.5,777,36,183,453,148,14,777,10,3,30,5,50,456,2547,1034,12,16,1,18,7,509,29,"https://fbref.com/en/players/395e0e95/Romulo"
"306",NA,"2023 Internacional","Série A","Bruno Henrique","BRA","MF","33",11.7,842,18,86,568,192,13,842,7,4,57.1,3,42.9,450,1883,921,18,19,2,15,10,650,28,"https://fbref.com/en/players/5a43b021/Bruno-Henrique"
"307",NA,"2023 Internacional","Série A","Keiller","BRA","GK","26",10,277,238,277,0,0,0,277,0,0,NA,0,NA,125,691,424,0,0,0,1,0,103,0,"https://fbref.com/en/players/e38fde76/Keiller"
"308",NA,"2023 Internacional","Série A","John","BRA","GK","26",9,252,212,252,0,0,0,252,1,1,100,0,0,121,666,398,0,0,0,1,0,73,0,"https://fbref.com/en/players/33a235af/John"
"309",NA,"2023 Internacional","Série A","Gabriel","BRA","MF","30",8.5,720,13,149,522,57,0,720,4,1,25,1,25,447,2073,1095,7,10,0,8,6,534,3,"https://fbref.com/en/players/e9c0d5d8/Gabriel"
"310",NA,"2023 Internacional","Série A","Gustavo Campanharo","BRA","MF","30",7.7,484,18,109,319,60,3,484,20,11,55,8,40,278,1288,488,9,9,1,9,7,320,13,"https://fbref.com/en/players/96f2d977/Gustavo-Campanharo"
"311",NA,"2023 Internacional","Série A","Dalbert Henrique","BRA","DF","29",5.5,389,7,107,192,93,0,389,7,1,14.3,6,85.7,196,802,384,5,9,0,9,1,216,21,"https://fbref.com/en/players/f45f9427/Dalbert-Henrique"
"312",NA,"2023 Internacional","Série A","Matheus Dias","BRA","MF,FW","25",4.5,273,11,70,139,67,5,273,8,5,62.5,3,37.5,152,722,349,9,6,1,10,8,173,16,"https://fbref.com/en/players/ddfa9005/Matheus-Dias"
"313",NA,"2023 Internacional","Série A","Rodrigo Moledo","BRA","DF","35",5.3,354,46,144,206,5,3,354,0,0,NA,0,NA,217,1092,644,6,0,0,0,2,250,0,"https://fbref.com/en/players/ce536c37/Rodrigo-Moledo"
"314",NA,"2023 Internacional","Série A","Lucca Holanda","BRA","FW","19",6.1,196,3,13,69,114,25,196,14,8,57.1,5,35.7,116,673,246,10,5,3,18,6,142,49,"https://fbref.com/en/players/c3604b27/Lucca-Holanda"
"315",NA,"2023 Internacional","Série A","Alexandre Alemão","BRA","FW","24",3.8,136,3,11,64,64,25,136,19,9,47.4,9,47.4,90,468,207,7,7,5,19,4,100,37,"https://fbref.com/en/players/3ed2a79b/Alexandre-Alemao"
"316",NA,"2023 Internacional","Série A","Thauan Lara","BRA","DF,MF","19",3.7,282,18,78,142,71,3,282,21,11,52.4,8,38.1,166,837,481,7,11,0,8,4,172,26,"https://fbref.com/en/players/c4dba1f3/Thauan-Lara"
"317",NA,"2023 Internacional","Série A","Hugo Mallo","ESP","DF","31",3.6,308,16,102,158,49,6,308,3,0,0,3,100,172,798,533,4,2,0,4,2,215,15,"https://fbref.com/en/players/cb574619/Hugo-Mallo"
"318",NA,"2023 Internacional","Série A","Gabriel Baralhas","BRA","MF","24",2.6,170,10,40,119,15,1,170,1,0,0,1,100,92,461,196,3,4,0,0,0,102,5,"https://fbref.com/en/players/b7838aad/Gabriel-Baralhas"
"319",NA,"2023 Internacional","Série A","Gabriel Barros","BRA","FW,MF","21",2,101,1,12,55,35,10,101,8,2,25,5,62.5,59,406,93,3,3,2,8,1,74,12,"https://fbref.com/en/players/b43515ea/Gabriel-Barros"
"320",NA,"2023 Internacional","Série A","Jean Dias","BRA","FW,MF","32",3.6,169,1,13,63,94,18,169,11,5,45.5,4,36.4,103,649,297,12,10,5,9,3,115,26,"https://fbref.com/en/players/bda67c3c/Jean-Dias"
"321",NA,"2023 Internacional","Série A","João Dalla Corte","BRA","DF","16",0.2,13,0,3,5,6,0,13,0,0,NA,0,NA,6,33,16,0,1,0,2,0,7,1,"https://fbref.com/en/players/45a29731/Joao-Dalla-Corte"
"322",NA,"2023 Internacional","Série A","Estevão","BRA","MF","20",0.1,14,0,3,8,3,0,14,0,0,NA,0,NA,10,37,16,0,0,0,0,0,11,0,"https://fbref.com/en/players/149f4681/Estevao"
"323",NA,"2023 Internacional","Série A","Lucas Ramos","BRA","FW","22",0,1,0,0,1,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c0163100/Lucas-Ramos"
"324",NA,"2023 Fortaleza","Série A","João Ricardo Riedi","BRA","GK","34",31.9,804,694,800,5,0,0,804,0,0,NA,0,NA,371,2518,1967,0,0,0,0,0,210,0,"https://fbref.com/en/players/4729d71a/Joao-Ricardo-Riedi"
"325",NA,"2023 Fortaleza","Série A","Titi","BRA","DF","34",31.6,1692,188,762,887,53,13,1692,6,4,66.7,2,33.3,1005,5211,3119,17,12,3,20,7,1047,2,"https://fbref.com/en/players/ea41ddf7/Titi"
"326",NA,"2023 Fortaleza","Série A","Caio Alexandre","BRA","MF","23",29.2,2075,42,390,1433,275,25,2075,31,16,51.6,11,35.5,1370,9103,5117,91,41,10,30,35,1521,37,"https://fbref.com/en/players/08ac23b7/Caio-Alexandre"
"327",NA,"2023 Fortaleza","Série A","Emanuel Brítez","ARG","DF","30",30.7,1658,181,645,885,143,28,1658,13,11,84.6,2,15.4,880,4410,2590,19,18,0,8,7,965,17,"https://fbref.com/en/players/fb29d05d/Emanuel-Britez"
"328",NA,"2023 Fortaleza","Série A","Bruno Pacheco","BRA","DF","31",29.7,1633,71,467,777,415,23,1633,69,29,42,28,40.6,803,4459,2421,49,50,4,25,21,889,97,"https://fbref.com/en/players/9b7976e6/Bruno-Pacheco"
"329",NA,"2023 Fortaleza","Série A","Guilherme Tinga","BRA","DF","29",28.7,1840,130,547,883,436,46,1840,41,31,75.6,9,22,869,4583,2600,50,41,4,22,7,978,117,"https://fbref.com/en/players/a8331ab0/Guilherme-Tinga"
"330",NA,"2023 Fortaleza","Série A","Tomas Pochettino","ARG","MF,FW","26",22.1,1116,36,130,576,425,45,1116,54,30,55.6,22,40.7,630,4101,1826,54,46,8,35,13,717,130,"https://fbref.com/en/players/fb36aa6b/Tomas-Pochettino"
