"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","PlayerURL"
"419",NA,"2023 Cuiabá","","Nicolás Quagliata","URU","FW,MF","23",2.6,111,147,75.5,1641,454,70,77,90.9,35,43,81.4,5,16,31.3,0,0.4,0.3,-0.4,6,8,1,1,7,"https://fbref.com/en/players/9be7ace2/Nicolas-Quagliata"
"420",NA,"2023 Cuiabá","","Pablinho","BRA","FW","19",0.4,6,7,85.7,60,10,4,5,80,1,1,100,0,0,NA,0,0,0,0,0,0,0,0,1,"https://fbref.com/en/players/4ac76d13/Pablinho"
"421",NA,"2023 Cuiabá","","Rafael Gava","BRA","MF","29",0.2,5,6,83.3,71,32,4,4,100,1,2,50,0,0,NA,0,0.1,0,-0.1,2,0,0,0,0,"https://fbref.com/en/players/713e1a36/Rafael-Gava"
"422",NA,"2023 Cuiabá","","Vitão","BRA","DF","22",0.1,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7f1c60bc/Vitao"
"423",NA,"2023 Cuiabá","","Ricardo","BRA","MF","20",0.1,4,4,100,84,7,1,1,100,3,3,100,0,0,NA,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/6dbf3841/Ricardo"
"424",NA,"2023 Corinthians","Série A","Cássio","BRA","GK","35",36.8,883,1104,80,24076,15860,179,179,100,391,399,98,305,518,58.9,0,0.1,0,-0.1,2,10,0,0,0,"https://fbref.com/en/players/d42f6326/Cassio"
"425",NA,"2023 Corinthians","Série A","Gil","BRA","DF","35",32,1284,1459,88,24909,9616,399,433,92.1,763,811,94.1,113,194,58.2,2,1.4,1.1,0.6,3,38,3,0,44,"https://fbref.com/en/players/31edef00/Gil"
"426",NA,"2023 Corinthians","Série A","Yuri Alberto","BRA","FW","21",30.2,417,581,71.8,5451,801,260,327,79.5,119,158,75.3,12,21,57.1,3,2.6,1.6,0.4,22,20,6,0,28,"https://fbref.com/en/players/65159211/Yuri-Alberto"
"427",NA,"2023 Corinthians","Série A","Maycon","BRA","MF","25",26.7,1239,1482,83.6,21970,6030,533,590,90.3,566,627,90.3,116,200,58,3,1.7,1.6,1.3,21,155,18,2,163,"https://fbref.com/en/players/005ca692/Maycon"
"428",NA,"2023 Corinthians","Série A","Fagner","BRA","DF","33",23.3,1209,1572,76.9,21607,9922,545,599,91,519,667,77.8,129,254,50.8,1,2.3,3.3,-1.3,41,135,35,18,138,"https://fbref.com/en/players/a9cc58fe/Fagner"
"429",NA,"2023 Corinthians","Série A","Fábio Santos","BRA","DF","37",18.6,935,1124,83.2,14698,5984,497,547,90.9,372,431,86.3,51,97,52.6,1,0.4,0.5,0.6,9,64,11,3,81,"https://fbref.com/en/players/d0d786fd/Fabio-Santos"
"430",NA,"2023 Corinthians","Série A","Bruno Méndez","URU","DF","23",18.3,786,984,79.9,14923,6083,296,335,88.4,392,464,84.5,89,154,57.8,0,0.2,0.4,-0.2,7,60,6,3,62,"https://fbref.com/en/players/66017b9d/Bruno-Mendez"
"431",NA,"2023 Corinthians","Série A","Matheus Bidu","BRA","DF","23",18.4,895,1127,79.4,14132,4766,500,537,93.1,310,384,80.7,63,146,43.2,0,1.4,1.5,-1.4,26,72,17,11,87,"https://fbref.com/en/players/b8a72293/Matheus-Bidu"
"432",NA,"2023 Corinthians","Série A","Giuliano de Paula","BRA","MF,FW","32",18.1,789,908,86.9,11971,3040,413,442,93.4,296,341,86.8,48,65,73.8,1,0.8,0.9,0.2,15,69,9,0,97,"https://fbref.com/en/players/ab1b205d/Giuliano-de-Paula"
"433",NA,"2023 Corinthians","Série A","Fausto Vera","ARG","MF","22",15.3,694,824,84.2,11971,3062,332,367,90.5,286,325,88,63,93,67.7,2,1.3,1,0.7,8,76,6,1,70,"https://fbref.com/en/players/8b3b381b/Fausto-Vera"
"434",NA,"2023 Corinthians","Série A","Renato Augusto","BRA","MF","34",14.2,618,757,81.6,10447,3025,313,343,91.3,220,251,87.6,64,117,54.7,4,2.1,2.5,1.9,44,73,20,4,98,"https://fbref.com/en/players/83a6367a/Renato-Augusto"
"435",NA,"2023 Corinthians","Série A","Roger Guedes","BRA","FW,MF","26",15,374,494,75.7,5623,1280,241,280,86.1,93,124,75,30,53,56.6,1,0.8,0.8,0.2,16,31,8,1,50,"https://fbref.com/en/players/612a9dd7/Roger-Guedes"
"436",NA,"2023 Corinthians","Série A","Lucas Veríssimo","BRA","DF","27",14.5,704,786,89.6,13264,5281,244,269,90.7,396,428,92.5,61,80,76.3,2,0.6,0.6,1.4,4,31,0,0,32,"https://fbref.com/en/players/5eaf85b5/Lucas-Verissimo"
"437",NA,"2023 Corinthians","Série A","Gabriel Moscardo","BRA","MF","17",12.6,456,542,84.1,7977,1722,200,229,87.3,206,230,89.6,42,57,73.7,1,0.9,0.7,0.1,2,44,4,1,28,"https://fbref.com/en/players/709d3f52/Gabriel-Moscardo"
"438",NA,"2023 Corinthians","Série A","Caetano","BRA","DF","23",13.4,721,799,90.2,15488,5014,191,200,95.5,418,448,93.3,111,146,76,0,0.1,0.1,-0.1,1,38,0,0,35,"https://fbref.com/en/players/226e5efd/Caetano"
"439",NA,"2023 Corinthians","Série A","Ángel Romero","PAR","FW","30",13.3,352,493,71.4,5026,1452,207,244,84.8,111,156,71.2,17,36,47.2,1,2.5,1.9,-1.5,25,28,19,14,49,"https://fbref.com/en/players/36edfb9b/Angel-Romero"
"440",NA,"2023 Corinthians","Série A","Murillo","BRA","DF","20",12.9,566,700,80.9,11213,4368,178,202,88.1,326,365,89.3,56,118,47.5,0,0.6,0.3,-0.6,4,49,4,0,46,"https://fbref.com/en/players/1704b0b8/Murillo"
"441",NA,"2023 Corinthians","Série A","Ruan Oliveira Ferreira","BRA","MF,FW","22",9.8,249,349,71.3,4036,1183,128,151,84.8,85,113,75.2,25,51,49,1,1.2,1.5,-0.2,14,23,9,4,30,"https://fbref.com/en/players/ce958316/Ruan-Oliveira-Ferreira"
"442",NA,"2023 Corinthians","Série A","Adson","BRA","FW,MF","22",9.5,315,389,81,4735,1211,185,209,88.5,94,123,76.4,21,32,65.6,1,1,1.4,0,15,32,13,1,53,"https://fbref.com/en/players/eda38706/Adson"
"443",NA,"2023 Corinthians","Série A","Wesley Ribeiro","BRA","FW,MF","17",9.6,195,276,70.7,3222,722,101,126,80.2,78,97,80.4,12,28,42.9,1,1.2,1.6,-0.2,14,12,12,4,25,"https://fbref.com/en/players/acf5672b/Wesley-Ribeiro"
"444",NA,"2023 Corinthians","Série A","Budiga Roni","BRA","MF","23",7.5,356,411,86.6,5895,1525,170,185,91.9,151,172,87.8,26,36,72.2,0,0.3,0.2,-0.3,5,26,2,0,24,"https://fbref.com/en/players/af433614/Budiga-Roni"
"445",NA,"2023 Corinthians","Série A","Matías Rojas","PAR","MF,FW","27",7,248,342,72.5,4179,1278,135,159,84.9,71,93,76.3,31,65,47.7,1,1,1.1,0,15,40,0,0,30,"https://fbref.com/en/players/f2416544/Matias-Rojas"
"446",NA,"2023 Corinthians","Série A","Pedrinho Santos","BRA","FW,MF","16",6.9,163,222,73.4,2458,660,93,112,83,62,78,79.5,6,12,50,0,0.2,0.3,-0.2,6,13,4,1,21,"https://fbref.com/en/players/f74a5bdc/Pedrinho-Santos"
"447",NA,"2023 Corinthians","Série A","Guilherme Biro","BRA","FW,MF","18",6.4,172,213,80.8,2277,560,104,118,88.1,49,60,81.7,5,10,50,0,0.5,0.5,-0.5,6,9,5,1,18,"https://fbref.com/en/players/e38c2c76/Guilherme-Biro"
"448",NA,"2023 Corinthians","Série A","Matheus Araújo","BRA","MF,FW","20",6.5,272,325,83.7,4147,860,155,174,89.1,85,99,85.9,18,25,72,2,0.8,1,1.2,13,26,5,2,30,"https://fbref.com/en/players/2b0a4a75/Matheus-Araujo"
"449",NA,"2023 Corinthians","Série A","Felipe Augusto","BRA","FW,MF","18",3.6,35,56,62.5,438,41,24,31,77.4,7,17,41.2,1,1,100,0,0,0.1,0,1,2,0,0,3,"https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto"
"450",NA,"2023 Corinthians","Série A","Víctor Cantillo","COL","MF","29",3,143,161,88.8,2686,851,58,60,96.7,58,62,93.5,23,30,76.7,0,0.1,0,-0.1,1,13,0,0,9,"https://fbref.com/en/players/45075f2f/Victor-Cantillo"
"451",NA,"2023 Corinthians","Série A","Du Queiroz","BRA","MF,DF","23",2,67,85,78.8,991,382,42,44,95.5,22,28,78.6,3,9,33.3,0,0,0,0,1,5,0,0,7,"https://fbref.com/en/players/8440b0cb/Du-Queiroz"
"452",NA,"2023 Corinthians","Série A","Léo Mana","BRA","DF","18",1.5,82,101,81.2,1326,261,40,45,88.9,34,44,77.3,6,7,85.7,0,0,0,0,0,7,0,0,7,"https://fbref.com/en/players/d7a180bc/Leo-Mana"
"453",NA,"2023 Corinthians","Série A","Chrystian Barletta","BRA","MF","21",1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d594cf58/Chrystian-Barletta"
"454",NA,"2023 Corinthians","Série A","Gustavo Mosquito","BRA","FW,MF","25",3.4,88,106,83,1312,331,51,57,89.5,31,38,81.6,5,8,62.5,0,0.3,0.7,-0.3,3,5,2,2,5,"https://fbref.com/en/players/c9ed46c4/Gustavo-Mosquito"
"455",NA,"2023 Corinthians","Série A","Paulinho","BRA","MF,FW","34",1.6,53,64,82.8,908,157,27,29,93.1,19,22,86.4,7,11,63.6,0,0.3,0.1,-0.3,2,3,2,0,5,"https://fbref.com/en/players/bb7337cc/Paulinho"
"456",NA,"2023 Corinthians","Série A","Giovane","BRA","FW","19",1.5,19,27,70.4,252,9,13,14,92.9,1,3,33.3,2,4,50,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/1b567cdc/Giovane"
"457",NA,"2023 Corinthians","Série A","Carlos Miguel","BRA","GK","24",1.2,34,42,81,955,639,6,6,100,15,15,100,13,21,61.9,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/84454067/Carlos-Miguel"
"458",NA,"2023 Corinthians","Série A","Fabián Balbuena","PAR","DF","31",1,48,60,80,908,356,16,17,94.1,27,31,87.1,4,11,36.4,0,0,0,0,0,1,0,0,2,"https://fbref.com/en/players/3626f7d9/Fabian-Balbuena"
"459",NA,"2023 Corinthians","Série A","Júnior Moraes","UKR","DF","35",0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c43e5e7e/Junior-Moraes"
"460",NA,"2023 Cruzeiro","","Rafael Cabral","BRA","GK","32",37,960,1221,78.6,26296,17570,145,145,100,498,500,99.6,313,570,54.9,0,0,0,0,1,12,0,0,0,"https://fbref.com/en/players/806f7a26/Rafael-Cabral"
"461",NA,"2023 Cruzeiro","","Luciano Castán","BRA","DF","33",35.7,1659,1936,85.7,33313,12632,532,584,91.1,914,991,92.2,207,328,63.1,0,0.3,0.4,-0.3,8,125,4,0,124,"https://fbref.com/en/players/0470eeba/Luciano-Castan"
"462",NA,"2023 Cruzeiro","","Marlon","BRA","DF","25",35.5,1681,2197,76.5,31315,11338,701,818,85.7,766,913,83.9,195,364,53.6,2,3.9,4.4,-1.9,57,155,32,27,170,"https://fbref.com/en/players/63969d01/Marlon"
"463",NA,"2023 Cruzeiro","","William","BRA","DF","27",29.4,1177,1600,73.6,20755,7936,567,659,86,461,597,77.2,134,262,51.1,2,4.8,4.2,-2.8,30,125,44,20,159,"https://fbref.com/en/players/d4d0a9ad/William"
"464",NA,"2023 Cruzeiro","","Bruno Nascimento","BRA","FW,MF","25",31.3,690,971,71.1,10247,2825,399,472,84.5,213,291,73.2,48,93,51.6,4,4.3,4.4,-0.3,46,56,48,6,123,"https://fbref.com/en/players/46411d56/Bruno-Nascimento"
"465",NA,"2023 Cruzeiro","","Neris","BRA","DF","30",23.5,841,1008,83.4,17360,7016,256,291,88,461,512,90,118,178,66.3,1,0.7,0.4,0.3,3,68,5,1,89,"https://fbref.com/en/players/f961d4c2/Neris"
"466",NA,"2023 Cruzeiro","","Mateus Vital","BRA","MF","24",20.9,760,904,84.1,12461,3038,403,449,89.8,274,311,88.1,66,88,75,2,2.2,3,-0.2,30,88,29,6,126,"https://fbref.com/en/players/db9c8fa4/Mateus-Vital"
"467",NA,"2023 Cruzeiro","","Machado","BRA","MF","27",25.3,1052,1271,82.8,21893,5869,328,377,87,536,590,90.8,177,266,66.5,3,1.8,1.2,1.2,31,126,8,0,149,"https://fbref.com/en/players/f9846c93/Machado"
"468",NA,"2023 Cruzeiro","","Wesley","BRA","FW,MF","23",19.7,384,576,66.7,5913,1499,225,279,80.6,122,199,61.3,27,49,55.1,1,1.5,1.3,-0.5,17,33,16,4,63,"https://fbref.com/en/players/434de3a3/Wesley"
"469",NA,"2023 Cruzeiro","","Jussa","BRA","MF","26",19.6,666,801,83.1,11883,3712,261,301,86.7,330,361,91.4,61,98,62.2,0,0.4,0.3,-0.4,12,79,4,1,83,"https://fbref.com/en/players/883f5dc8/Jussa"
"470",NA,"2023 Cruzeiro","","Lucas Silva","BRA","MF","29",16.4,752,929,80.9,14869,4139,274,307,89.3,341,385,88.6,122,186,65.6,2,2,2.3,0,46,105,16,2,127,"https://fbref.com/en/players/1c646218/Lucas-Silva"
"471",NA,"2023 Cruzeiro","","Arthur","BRA","FW,MF","24",15,323,431,74.9,5014,1022,181,223,81.2,107,132,81.1,25,40,62.5,1,1.3,2.2,-0.3,11,13,13,1,38,"https://fbref.com/en/players/184ad240/Arthur"
"472",NA,"2023 Cruzeiro","","Lucas Oliveira","BRA","DF","26",14.6,645,782,82.5,13730,5421,152,176,86.4,409,440,93,82,150,54.7,0,0.2,0.4,-0.2,4,66,4,1,67,"https://fbref.com/en/players/96d8b3d1/Lucas-Oliveira"
"473",NA,"2023 Cruzeiro","","Gilberto","BRA","FW","33",12.1,200,266,75.2,2591,461,117,144,81.3,52,69,75.4,9,12,75,1,0.9,0.5,0.1,8,11,2,1,12,"https://fbref.com/en/players/5da22685/Gilberto"
"474",NA,"2023 Cruzeiro","","Matheus Pereira","POR","FW,MF","26",11.4,447,607,73.6,6710,2015,260,295,88.1,127,167,76,36,91,39.6,1,2.8,3.3,-1.8,22,61,16,1,60,"https://fbref.com/en/players/b04ee927/Matheus-Pereira"
"475",NA,"2023 Cruzeiro","","Nikão","BRA","FW,MF","30",8.9,283,381,74.3,4813,1275,147,171,86,100,118,84.7,33,68,48.5,3,2.4,2.1,0.6,26,22,19,3,43,"https://fbref.com/en/players/a34bb194/Nikao"
"476",NA,"2023 Cruzeiro","","Ian Luccas","BRA","MF","19",5.3,94,125,75.2,1276,315,52,67,77.6,35,47,74.5,1,2,50,1,0.8,0.6,0.2,5,8,2,0,14,"https://fbref.com/en/players/c669d0df/Ian-Luccas"
"477",NA,"2023 Cruzeiro","","Helibelton Palacios","COL","DF","29",7,210,282,74.5,3009,1440,129,146,88.4,67,96,69.8,11,20,55,0,0.1,0.2,-0.1,2,17,3,1,27,"https://fbref.com/en/players/ac8b2421/Helibelton-Palacios"
"478",NA,"2023 Cruzeiro","","Rafael Elias","BRA","FW","23",6,68,105,64.8,1014,199,40,52,76.9,20,35,57.1,5,9,55.6,0,0.5,0.9,-0.5,5,5,4,0,10,"https://fbref.com/en/players/31737e86/Rafael-Elias"
"479",NA,"2023 Cruzeiro","","Neto Moura","BRA","MF","26",5.5,221,261,84.7,4309,1330,86,103,83.5,98,107,91.6,36,39,92.3,0,0.5,0.6,-0.5,5,32,6,2,32,"https://fbref.com/en/players/28fd3b9e/Neto-Moura"
"480",NA,"2023 Cruzeiro","","Ramiro Benetti","BRA","MF","29",4.5,211,250,84.4,3126,1004,125,138,90.6,72,85,84.7,10,14,71.4,1,0.6,0.9,0.4,5,27,6,2,26,"https://fbref.com/en/players/96d14fe7/Ramiro-Benetti"
"481",NA,"2023 Cruzeiro","","Richard","BRA","MF","28",3.8,223,253,88.1,4000,882,92,102,90.2,104,114,91.2,21,26,80.8,0,0.1,0.1,-0.1,3,19,0,0,8,"https://fbref.com/en/players/e90aa5da/Richard"
"482",NA,"2023 Cruzeiro","","João Wellington","BRA","MF","19",4.1,92,113,81.4,1298,424,58,65,89.2,32,41,78,1,5,20,0,0,0.6,0,0,9,0,0,11,"https://fbref.com/en/players/62e02b9b/Joao-Wellington"
"483",NA,"2023 Cruzeiro","","Kaiki","BRA","DF,FW","19",2.5,71,104,68.3,1305,556,28,36,77.8,38,54,70.4,5,9,55.6,0,0.3,0.1,-0.3,1,4,1,1,3,"https://fbref.com/en/players/1a36e9cb/Kaiki"
"484",NA,"2023 Cruzeiro","","Wallisson Luiz","BRA","MF","25",4.4,128,161,79.5,2244,598,62,75,82.7,44,50,88,17,20,85,0,0.1,0.1,-0.1,3,15,2,0,22,"https://fbref.com/en/players/8b35dc4b/Wallisson-Luiz"
"485",NA,"2023 Cruzeiro","","Henrique Dourado","BRA","FW","33",3.8,44,64,68.8,526,107,24,32,75,12,16,75,1,3,33.3,0,0.7,0.5,-0.7,5,2,2,0,4,"https://fbref.com/en/players/9b010360/Henrique-Dourado"
"486",NA,"2023 Cruzeiro","","Stênio Toledo","BRA","FW,MF","19",3.2,87,116,75,1204,256,61,73,83.6,24,31,77.4,1,3,33.3,0,0.4,0.3,-0.4,4,6,3,1,7,"https://fbref.com/en/players/286defdd/Stenio-Toledo"
"487",NA,"2023 Cruzeiro","","Robert","BRA","MF,FW","17",2.1,25,40,62.5,322,31,16,17,94.1,8,16,50,0,4,0,0,0,0,0,1,1,0,0,0,"https://fbref.com/en/players/6825ea4c/Robert"
"488",NA,"2023 Cruzeiro","","João Marcelo","BRA","DF","22",1.8,103,112,92,1940,817,43,46,93.5,49,52,94.2,10,13,76.9,0,0,0,0,0,9,0,0,16,"https://fbref.com/en/players/e18b8c9e/Joao-Marcelo"
"489",NA,"2023 Cruzeiro","","Igor Marques","BRA","DF","24",1.3,56,83,67.5,905,378,26,34,76.5,26,37,70.3,3,5,60,1,0.4,0.2,0.6,4,2,4,4,10,"https://fbref.com/en/players/8b364abd/Igor-Marques"
"490",NA,"2023 Cruzeiro","","Anderson","BRA","GK","24",1,14,18,77.8,377,269,4,4,100,7,8,87.5,3,6,50,0,0,0,0,0,2,0,0,0,"https://fbref.com/en/players/29d862d4/Anderson"
"491",NA,"2023 Cruzeiro","","Rafael Bilu","BRA","FW","23",1,29,36,80.6,443,74,21,21,100,5,7,71.4,3,5,60,0,0.8,0.6,-0.8,1,1,1,0,2,"https://fbref.com/en/players/26880429/Rafael-Bilu"
"492",NA,"2023 Cruzeiro","","Reynaldo Cesar Moraes","BRA","DF","26",0.7,26,32,81.3,511,207,4,5,80,21,22,95.5,0,4,0,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/589d070c/Reynaldo-Cesar-Moraes"
"493",NA,"2023 Cruzeiro","","Fernando Henrique","BRA","MF","21",1.5,38,46,82.6,724,166,13,15,86.7,17,20,85,5,5,100,0,0,0,0,0,6,1,0,4,"https://fbref.com/en/players/004fbf01/Fernando-Henrique"
"494",NA,"2023 Cruzeiro","","Paulo Vitor","BRA","MF,DF","23",1.4,67,76,88.2,1131,235,36,37,97.3,21,24,87.5,10,10,100,0,0.1,0.2,-0.1,2,7,2,2,7,"https://fbref.com/en/players/3ace4e2d/Paulo-Vitor"
"495",NA,"2023 Cruzeiro","","Daniel","BRA","MF","20",0.3,30,33,90.9,599,94,9,10,90,16,16,100,5,6,83.3,0,0,0.1,0,0,3,3,0,7,"https://fbref.com/en/players/caa45045/Daniel"
"496",NA,"2023 Cruzeiro","","João Pedro","BRA","FW","19",0.1,1,2,50,12,0,1,2,50,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c70b396e/Joao-Pedro"
"497",NA,"2023 Cruzeiro","","Luis","BRA","FW","17",0.1,2,5,40,27,1,1,3,33.3,1,2,50,0,0,NA,0,0,0,0,1,0,0,0,0,"https://fbref.com/en/players/650ca5cd/Luis"
"498",NA,"2023 Vasco da Gama","","Léo Jardim","BRA","GK","27",38,693,953,72.7,18553,13310,151,151,100,308,311,99,209,461,45.3,0,0.1,0.1,-0.1,1,12,1,0,0,"https://fbref.com/en/players/f5dfc256/Leo-Jardim"
"499",NA,"2023 Vasco da Gama","","Lucas Piton","BRA","DF","22",36.5,1461,1959,74.6,24500,9663,752,829,90.7,558,721,77.4,127,280,45.4,4,4.9,6.1,-0.9,61,114,67,51,147,"https://fbref.com/en/players/defce7f1/Lucas-Piton"
"500",NA,"2023 Vasco da Gama","","Léo Pelé","BRA","DF","26",30.2,1407,1623,86.7,25074,9466,597,629,94.9,668,733,91.1,124,215,57.7,0,0.3,0.6,-0.3,7,131,5,1,129,"https://fbref.com/en/players/77980eb9/Leo-Pele"
"501",NA,"2023 Vasco da Gama","","Gabriel Chaves","BRA","FW,MF","21",29,439,590,74.4,6834,1563,242,275,88,133,169,78.7,39,80,48.8,4,5,4.7,-1,30,19,26,15,33,"https://fbref.com/en/players/c37ce1ca/Gabriel-Chaves"
"502",NA,"2023 Vasco da Gama","","Zé Gabriel","BRA","MF","24",21.5,944,1078,87.6,18191,5539,349,390,89.5,463,500,92.6,117,149,78.5,0,0.2,0.4,-0.2,6,79,2,0,89,"https://fbref.com/en/players/2879ff2a/Ze-Gabriel"
"503",NA,"2023 Vasco da Gama","","José Luis Rodríguez Bebanz","URU","DF","25",22.2,801,1199,66.8,14358,6221,368,439,83.8,348,479,72.7,76,215,35.3,1,2.2,2.8,-1.2,29,70,36,20,99,"https://fbref.com/en/players/6f1a7f76/Jose-Luis-Rodriguez-Bebanz"
"504",NA,"2023 Vasco da Gama","","Pablo Vegetti","ARG","FW","34",19.9,209,351,59.5,2815,453,125,173,72.3,56,111,50.5,7,13,53.8,1,0.8,0.6,0.2,7,14,3,0,17,"https://fbref.com/en/players/06cc28cd/Pablo-Vegetti"
"505",NA,"2023 Vasco da Gama","","Gary Medel","CHI","DF,MF","35",19.2,1010,1090,92.7,19538,6626,329,341,96.5,555,584,95,117,150,78,0,0.1,0.2,-0.1,4,63,2,0,59,"https://fbref.com/en/players/563a68ad/Gary-Medel"
"506",NA,"2023 Vasco da Gama","","Paulinho","BRA","MF","26",18.2,794,945,84,13612,3909,382,417,91.6,325,381,85.3,72,105,68.6,2,1.7,1.8,0.3,28,119,19,5,124,"https://fbref.com/en/players/2d215840/Paulinho"
"507",NA,"2023 Vasco da Gama","","Bruno Praxedes","BRA","MF","20",14.9,517,657,78.7,8766,1949,256,303,84.5,207,243,85.2,46,72,63.9,2,1,0.4,1,9,61,10,0,77,"https://fbref.com/en/players/5dd520a8/Bruno-Praxedes"
"508",NA,"2023 Vasco da Gama","","Jair","BRA","MF","28",17.7,853,962,88.7,15486,4257,359,390,92.1,385,418,92.1,92,118,78,0,1.1,1.7,-1.1,16,107,19,4,143,"https://fbref.com/en/players/f3466edc/Jair"
"509",NA,"2023 Vasco da Gama","","Robson Bambu","BRA","DF","25",14.2,567,696,81.5,10840,4032,201,223,90.1,306,339,90.3,56,108,51.9,0,0.1,0.2,-0.1,3,29,3,1,33,"https://fbref.com/en/players/d4fa7d01/Robson-Bambu"
"510",NA,"2023 Vasco da Gama","","Maicon","BRA","DF","34",13.9,578,686,84.3,12865,5354,163,173,94.2,289,319,90.6,123,182,67.6,2,0.9,0.2,1.1,4,40,3,2,32,"https://fbref.com/en/players/2a8683b9/Maicon"
"511",NA,"2023 Vasco da Gama","","Marlon Gomes","BRA","MF","19",12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a5a6f083/Marlon-Gomes"
"512",NA,"2023 Vasco da Gama","","Alex Teixeira","BRA","FW,MF","33",12.6,251,306,82,3563,767,145,160,90.6,79,95,83.2,12,24,50,3,1.6,1.1,1.4,13,11,7,2,28,"https://fbref.com/en/players/ae530c73/Alex-Teixeira"
"513",NA,"2023 Vasco da Gama","","Paulo Henrique","BRA","DF","26",9.5,353,481,73.4,5782,2214,181,196,92.3,138,196,70.4,27,59,45.8,1,0.9,1.2,0.1,13,22,10,8,30,"https://fbref.com/en/players/25a0cb08/Paulo-Henrique"
"514",NA,"2023 Vasco da Gama","","Pedro Raul","BRA","FW","26",9.3,114,180,63.3,1350,222,79,115,68.7,27,40,67.5,1,4,25,0,0.9,0.9,-0.9,8,11,6,1,12,"https://fbref.com/en/players/ed074559/Pedro-Raul"
"515",NA,"2023 Vasco da Gama","","Dimitri Payet","FRA","MF,FW","35",8.9,314,444,70.7,5438,1201,159,186,85.5,107,141,75.9,38,93,40.9,1,2.4,2,-1.4,16,22,11,3,42,"https://fbref.com/en/players/58ae47b2/Dimitri-Payet"
"516",NA,"2023 Vasco da Gama","","Figueiredo","BRA","FW,MF","21",7.3,164,248,66.1,2579,691,90,120,75,54,77,70.1,13,29,44.8,0,0.9,1.2,-0.9,9,19,5,2,21,"https://fbref.com/en/players/2fe3a075/Figueiredo"
"517",NA,"2023 Vasco da Gama","","Luca Orellano","ARG","FW,MF","22",6.9,195,278,70.1,3030,834,105,122,86.1,64,86,74.4,14,43,32.6,1,1,2.2,0,11,12,19,5,35,"https://fbref.com/en/players/53ae4b5e/Luca-Orellano"
"518",NA,"2023 Vasco da Gama","","Manuel Capasso","ARG","DF","26",6.2,286,343,83.4,5949,2224,84,92,91.3,167,184,90.8,33,62,53.2,0,0,0,0,0,13,1,0,15,"https://fbref.com/en/players/5a16ced1/Manuel-Capasso"
"519",NA,"2023 Vasco da Gama","","Andrey Santos","BRA","MF","18",4.7,107,138,77.5,1608,432,63,74,85.1,39,43,90.7,5,12,41.7,0,0.1,0.1,-0.1,2,10,1,0,14,"https://fbref.com/en/players/dd745366/Andrey-Santos"
"520",NA,"2023 Vasco da Gama","","Sergio Antonio De Luiz Junior","BRA","MF,DF","27",4,89,122,73,1188,323,58,65,89.2,26,38,68.4,2,9,22.2,0,0.4,0.2,-0.4,6,6,3,0,10,"https://fbref.com/en/players/c3d8dcb2/Sergio-Antonio-De-Luiz-Junior"
"521",NA,"2023 Vasco da Gama","","Matías Galarza","PAR","MF","20",4.5,93,135,68.9,1449,397,46,55,83.6,40,50,80,5,17,29.4,0,0.1,0.1,-0.1,2,10,4,3,10,"https://fbref.com/en/players/8e97a57b/Matias-Galarza"
"522",NA,"2023 Vasco da Gama","","Rossi","BRA","MF,FW","29",4.4,101,175,57.7,1602,712,50,61,82,38,67,56.7,8,25,32,4,0.8,1.1,3.2,13,13,6,4,21,"https://fbref.com/en/players/80274d82/Rossi"
"523",NA,"2023 Vasco da Gama","","Miranda","BRA","DF","23",4.3,200,231,86.6,3669,1578,70,76,92.1,110,119,92.4,17,29,58.6,0,0.3,0.2,-0.3,4,19,4,1,19,"https://fbref.com/en/players/83300aa7/Miranda"
"524",NA,"2023 Vasco da Gama","","Rodrigo Alves","BRA","MF","20",3.9,83,107,77.6,1610,411,27,38,71.1,47,53,88.7,8,11,72.7,0,0,0,0,1,7,1,0,4,"https://fbref.com/en/players/642defee/Rodrigo-Alves"
