"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","PlayerURL"
"206",NA,"2023 Bragantino","Série A","Raul","BRA","MF,DF","26",1.2,50,53,94.3,803,260,19,20,95,26,27,96.3,2,2,100,0,0,0,0,1,4,0,0,6,"https://fbref.com/en/players/c2f9cf65/Raul"
"207",NA,"2023 Bragantino","Série A","Yani Quintero","COL","MF","20",1.1,44,53,83,857,186,16,17,94.1,17,20,85,9,12,75,0,0,0,0,0,4,1,0,7,"https://fbref.com/en/players/a23ce55f/Yani-Quintero"
"208",NA,"2023 Bragantino","Série A","Cipriano","BRA","DF","20",0.8,26,29,89.7,642,226,5,6,83.3,11,13,84.6,10,10,100,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f1a1c9e2/Cipriano"
"209",NA,"2023 Bragantino","Série A","Lucas Cunha","BRA","DF","26",0.8,81,88,92,1641,638,26,27,96.3,43,46,93.5,12,15,80,0,0,0,0,1,14,0,0,8,"https://fbref.com/en/players/0b8748ac/Lucas-Cunha"
"210",NA,"2023 Bragantino","Série A","Nathan Camargo","BRA","MF","17",0.1,5,6,83.3,95,25,1,1,100,4,4,100,0,1,0,0,0.1,0,-0.1,1,0,1,0,1,"https://fbref.com/en/players/2c79da44/Nathan-Camargo"
"211",NA,"2023 Bragantino","Série A","Bruno Praxedes","BRA","MF","20",0.1,3,4,75,74,0,2,2,100,0,1,0,1,1,100,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5dd520a8/Bruno-Praxedes"
"212",NA,"2023 Fluminense","Série A","Fábio","BRA","GK","42",35,940,1049,89.6,16320,10342,339,343,98.8,389,394,98.7,107,202,53,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/15825726/Fabio"
"213",NA,"2023 Fluminense","Série A","André","BRA","MF,DF","21",29.4,2355,2491,94.5,39502,11187,1150,1192,96.5,997,1026,97.2,166,206,80.6,0,0.6,1.2,-0.6,19,223,9,0,184,"https://fbref.com/en/players/ec604e2c/Andre"
"214",NA,"2023 Fluminense","Série A","Germán Cano","ARG","FW","34",27.4,375,490,76.5,5605,957,222,266,83.5,107,137,78.1,30,46,65.2,1,1.1,0.8,-0.1,13,19,8,4,25,"https://fbref.com/en/players/9ccf4e14/German-Cano"
"215",NA,"2023 Fluminense","Série A","Lima","BRA","MF,FW","26",28.1,1339,1555,86.1,17268,4045,881,938,93.9,367,420,87.4,32,77,41.6,2,1.5,2.3,0.5,23,91,26,4,121,"https://fbref.com/en/players/d215c7de/Lima"
"216",NA,"2023 Fluminense","Série A","Jhon Arias","COL","FW,MF","25",26.5,1233,1561,79,16007,4027,842,917,91.8,282,351,80.3,51,149,34.2,7,4.7,4.4,2.3,57,70,43,15,108,"https://fbref.com/en/players/86d96066/Jhon-Arias"
"217",NA,"2023 Fluminense","Série A","Nino","BRA","DF","25",23.9,1566,1718,91.2,27629,8884,677,705,96,748,780,95.9,124,197,62.9,0,0.5,0.8,-0.5,9,113,4,1,108,"https://fbref.com/en/players/d4fa2207/Nino"
"218",NA,"2023 Fluminense","Série A","Samuel Xavier","BRA","DF","32",23.4,1182,1387,85.2,16792,4990,708,757,93.5,364,423,86.1,59,107,55.1,2,2.9,2.1,-0.9,22,87,14,4,91,"https://fbref.com/en/players/0c870df5/Samuel-Xavier"
"219",NA,"2023 Fluminense","Série A","Ganso","BRA","MF","33",19.3,1201,1394,86.2,16715,5427,746,818,91.2,347,392,88.5,60,100,60,7,3.5,4,3.5,38,136,25,1,143,"https://fbref.com/en/players/23593121/Ganso"
"220",NA,"2023 Fluminense","Série A","Matheus Martinelli","BRA","MF,DF","21",20.9,1415,1519,93.2,21636,5783,730,772,94.6,582,605,96.2,63,76,82.9,2,1.4,1.7,0.6,20,151,9,1,105,"https://fbref.com/en/players/2b124c8c/Matheus-Martinelli"
"221",NA,"2023 Fluminense","Série A","Keno","BRA","FW,MF","33",17.9,429,647,66.3,6342,1846,255,305,83.6,135,203,66.5,25,67,37.3,4,3.7,3.4,0.3,32,21,46,15,53,"https://fbref.com/en/players/98558c11/Keno"
"222",NA,"2023 Fluminense","Série A","Marcelo","BRA","DF","34",14.7,889,1127,78.9,14871,5457,477,523,91.2,302,364,83,93,188,49.5,1,3.7,4.4,-2.7,42,97,28,10,151,"https://fbref.com/en/players/603116a7/Marcelo"
"223",NA,"2023 Fluminense","Série A","Felipe Melo","BRA","DF","39",11,758,846,89.6,14107,5419,322,338,95.3,331,353,93.8,92,135,68.1,0,0.1,0.1,-0.1,2,79,1,0,47,"https://fbref.com/en/players/b14d84d3/Felipe-Melo"
"224",NA,"2023 Fluminense","Série A","Guga","BRA","DF","24",16.8,838,980,85.5,12339,3794,491,523,93.9,266,310,85.8,55,84,65.5,3,2.1,1.8,0.9,18,54,18,6,73,"https://fbref.com/en/players/6975a3e1/Guga"
"225",NA,"2023 Fluminense","Série A","John Kennedy","BRA","FW,MF","20",15.2,224,302,74.2,2819,565,152,180,84.4,49,65,75.4,10,15,66.7,1,2.1,1.1,-1.1,19,14,13,1,30,"https://fbref.com/en/players/132880e0/John-Kennedy"
"226",NA,"2023 Fluminense","Série A","Alexsander","BRA","MF,DF","19",13.3,613,734,83.5,8456,2185,378,418,90.4,187,219,85.4,19,33,57.6,1,1.4,1.5,-0.4,20,46,14,5,53,"https://fbref.com/en/players/b13e7a78/Alexsander"
"227",NA,"2023 Fluminense","Série A","Marlon","BRA","DF","27",10.4,740,802,92.3,12713,4261,343,359,95.5,345,361,95.6,47,69,68.1,0,0.4,0.3,-0.4,4,45,4,0,47,"https://fbref.com/en/players/cdf65d12/Marlon"
"228",NA,"2023 Fluminense","Série A","Diogo Barbosa","BRA","DF","30",12.4,620,721,86,8293,2415,405,434,93.3,177,211,83.9,18,29,62.1,2,1.3,0.9,0.7,14,53,14,6,51,"https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa"
"229",NA,"2023 Fluminense","Série A","David Braz","BRA","DF","35",9.6,558,651,85.7,9176,3612,279,295,94.6,229,255,89.8,38,78,48.7,0,0.1,0.1,-0.1,3,28,1,0,31,"https://fbref.com/en/players/9313b408/David-Braz"
"230",NA,"2023 Fluminense","Série A","Thiago dos Santos","BRA","DF,MF","33",9.1,537,634,84.7,10043,3963,223,239,93.3,236,265,89.1,63,102,61.8,0,0.1,0.2,-0.1,2,43,3,0,50,"https://fbref.com/en/players/5408d2b2/Thiago-dos-Santos"
"231",NA,"2023 Fluminense","Série A","Lelê","BRA","FW,MF","25",12.7,143,209,68.4,1621,385,105,133,78.9,22,33,66.7,4,9,44.4,2,1.2,0.6,0.8,14,4,7,1,11,"https://fbref.com/en/players/467aed9b/Lele"
"232",NA,"2023 Fluminense","Série A","Leonardo Fernández","URU","MF,FW","24",7.3,308,433,71.1,5459,1610,163,188,86.7,89,123,72.4,45,88,51.1,0,1,1.2,-1,13,33,11,5,45,"https://fbref.com/en/players/a757be87/Leonardo-Fernandez"
"233",NA,"2023 Fluminense","Série A","Danielzinho","BRA","MF","27",6.8,405,477,84.9,6133,1967,222,245,90.6,131,149,87.9,31,47,66,0,1.3,1.3,-1.3,20,55,13,1,65,"https://fbref.com/en/players/832ab167/Danielzinho"
"234",NA,"2023 Fluminense","Série A","Yony González","COL","FW,MF","28",6.4,89,129,69,929,145,74,82,90.2,11,27,40.7,1,4,25,1,0.7,0.6,0.3,7,2,4,1,4,"https://fbref.com/en/players/c6c88c7d/Yony-Gonzalez"
"235",NA,"2023 Fluminense","Série A","Gabriel Pirani","BRA","MF,FW","20",4.4,139,165,84.2,1597,297,82,95,86.3,35,37,94.6,3,4,75,0,0,0.2,0,0,5,1,0,6,"https://fbref.com/en/players/17205abf/Gabriel-Pirani"
"236",NA,"2023 Fluminense","Série A","Manoel","BRA","DF","32",3.2,194,210,92.4,3244,1279,98,104,94.2,72,77,93.5,17,21,81,0,0,0,0,0,13,0,0,6,"https://fbref.com/en/players/12748e35/Manoel"
"237",NA,"2023 Fluminense","Série A","Pedro Rangel","BRA","GK","22",2,49,55,89.1,980,668,16,16,100,19,20,95,8,12,66.7,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/06dc2861/Pedro-Rangel"
"238",NA,"2023 Fluminense","Série A","Felipe Vieira","","DF","",2.3,88,106,83,1239,322,53,59,89.8,28,30,93.3,5,10,50,0,0.1,0,-0.1,3,7,1,0,8,"https://fbref.com/en/players/4cf81576/Felipe-Vieira"
"239",NA,"2023 Fluminense","Série A","Vitor Mendes","BRA","DF","23",1.2,54,60,90,881,214,26,26,100,26,28,92.9,2,5,40,0,0,0,0,1,1,0,0,0,"https://fbref.com/en/players/3cdbeab9/Vitor-Mendes"
"240",NA,"2023 Fluminense","Série A","Giovanni","BRA","MF,DF","21",1.1,75,88,85.2,864,146,57,64,89.1,13,14,92.9,1,2,50,0,0.3,0.2,-0.3,2,3,1,1,2,"https://fbref.com/en/players/ca91dace/Giovanni"
"241",NA,"2023 Fluminense","Série A","Vitor Eudes","BRA","GK","24",1,21,24,87.5,326,183,8,8,100,10,10,100,1,4,25,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b7a95ab2/Vitor-Eudes"
"242",NA,"2023 Fluminense","Série A","Justen","BRA","DF","19",0.6,21,24,87.5,322,47,12,13,92.3,6,7,85.7,2,3,66.7,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/8bbf8b33/Justen"
"243",NA,"2023 Fluminense","Série A","Alan Carvalho","CHN","MF","33",0.5,8,13,61.5,92,11,7,11,63.6,1,1,100,0,0,NA,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/ebb2d232/Alan-Carvalho"
"244",NA,"2023 Fluminense","Série A","Isaac","BRA","MF,DF","18",1.5,62,78,79.5,825,144,33,39,84.6,22,27,81.5,1,1,100,0,0.2,0.2,-0.2,4,3,1,1,1,"https://fbref.com/en/players/e43ddd61/Isaac"
"245",NA,"2023 Fluminense","Série A","João Neto","BRA","MF,DF","19",0.6,20,21,95.2,297,72,9,9,100,10,10,100,0,0,NA,0,0,0.1,0,0,1,2,2,2,"https://fbref.com/en/players/57130d7b/Joao-Neto"
"246",NA,"2023 Fluminense","Série A","Arthur","BRA","DF,FW","18",0.2,16,19,84.2,266,104,10,10,100,5,6,83.3,1,2,50,0,0.5,0.2,-0.5,4,2,1,1,1,"https://fbref.com/en/players/0339468c/Arthur"
"247",NA,"2023 Fluminense","Série A","Alexandre Jesus","BRA","DF","21",0.1,7,8,87.5,107,28,3,3,100,3,3,100,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/25a323f3/Alexandre-Jesus"
"248",NA,"2023 Fluminense","Série A","Rafael Monteiro","BRA","MF","18",0,4,5,80,56,33,2,2,100,2,3,66.7,0,0,NA,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/377fe96b/Rafael-Monteiro"
"249",NA,"2023 Athletico Paranaense","Série A","Bento","BRA","GK","23",33,580,886,65.5,16226,11268,114,114,100,283,292,96.9,180,469,38.4,1,0.3,0.3,0.7,2,10,0,0,0,"https://fbref.com/en/players/5d699228/Bento"
"250",NA,"2023 Athletico Paranaense","Série A","Thiago Heleno","BRA","DF","34",30.9,1276,1526,83.6,28855,11946,279,319,87.5,748,810,92.3,236,363,65,0,0.4,0.7,-0.4,5,83,7,0,87,"https://fbref.com/en/players/827422f9/Thiago-Heleno"
"251",NA,"2023 Athletico Paranaense","Série A","Erick","BRA","MF","25",27.8,982,1148,85.5,17049,5814,441,489,90.2,430,484,88.8,90,125,72,4,3,1.8,1,17,92,10,2,124,"https://fbref.com/en/players/8a826636/Erick"
"252",NA,"2023 Athletico Paranaense","Série A","Vitor Bueno","BRA","MF,FW","28",23.1,769,1043,73.7,13538,4587,375,441,85,273,345,79.1,102,196,52,5,6.9,7,-1.9,81,95,62,12,149,"https://fbref.com/en/players/5752f96d/Vitor-Bueno"
"253",NA,"2023 Athletico Paranaense","Série A","Fernandinho","BRA","MF","37",21.5,1029,1222,84.2,19680,7369,449,504,89.1,405,456,88.8,152,213,71.4,3,2,3.1,1,36,156,38,3,192,"https://fbref.com/en/players/101da2b5/Fernandinho"
"254",NA,"2023 Athletico Paranaense","Série A","Agustín Canobbio","URU","FW,MF","24",23.5,638,839,76,9623,3323,362,416,87,226,285,79.3,32,75,42.7,5,3.5,2.7,1.5,40,63,27,10,75,"https://fbref.com/en/players/4f5a2f38/Agustin-Canobbio"
"255",NA,"2023 Athletico Paranaense","Série A","Tomás Cuello","ARG","MF,FW","22",22.8,671,995,67.4,10947,3553,347,422,82.2,256,371,69,53,127,41.7,4,4.7,3.4,-0.7,31,39,30,16,71,"https://fbref.com/en/players/5c8615dd/Tomas-Cuello"
"256",NA,"2023 Athletico Paranaense","Série A","Vitor Roque","BRA","FW","17",19,195,267,73,2515,390,128,158,81,49,59,83.1,4,9,44.4,3,1.2,0.9,1.8,18,12,6,0,22,"https://fbref.com/en/players/cb00f1e6/Vitor-Roque"
"257",NA,"2023 Athletico Paranaense","Série A","Cacá","BRA","DF","23",18.8,612,752,81.4,12435,4277,180,200,90,343,383,89.6,81,144,56.3,0,0.3,0.6,-0.3,5,35,3,1,39,"https://fbref.com/en/players/27f4a416/Caca"
"258",NA,"2023 Athletico Paranaense","Série A","Lucas Esquivel","ARG","DF","21",18.3,793,1071,74,13225,5356,400,445,89.9,322,420,76.7,61,160,38.1,1,1.4,1.6,-0.4,19,63,8,7,69,"https://fbref.com/en/players/404169c2/Lucas-Esquivel"
"259",NA,"2023 Athletico Paranaense","Série A","Hugo Moura","BRA","MF","25",14.7,525,625,84,9832,2828,230,261,88.1,230,255,90.2,60,86,69.8,0,0.2,0.7,-0.2,4,55,6,1,55,"https://fbref.com/en/players/14100165/Hugo-Moura"
"260",NA,"2023 Athletico Paranaense","Série A","Pablo","BRA","FW","30",15.5,338,442,76.5,5487,1090,175,216,81,123,147,83.7,30,45,66.7,2,1.6,1,0.4,26,21,11,4,36,"https://fbref.com/en/players/1ad394c5/Pablo"
"261",NA,"2023 Athletico Paranaense","Série A","Christian","BRA","MF,FW","22",15.1,488,613,79.6,7996,2186,242,272,89,202,226,89.4,34,62,54.8,0,1.4,1.2,-1.4,17,53,16,2,69,"https://fbref.com/en/players/a856b456/Christian"
"262",NA,"2023 Athletico Paranaense","Série A","Mádson","BRA","DF,MF","31",14.8,356,519,68.6,6141,2162,167,203,82.3,155,222,69.8,30,72,41.7,2,3.8,3.2,-1.8,19,24,13,4,45,"https://fbref.com/en/players/766094be/Madson"
"263",NA,"2023 Athletico Paranaense","Série A","Bruno Zapelli","ARG","MF,FW","20",12.7,438,583,75.1,7325,1930,234,279,83.9,148,182,81.3,48,85,56.5,2,1.8,1.7,0.2,20,53,7,0,72,"https://fbref.com/en/players/a70af595/Bruno-Zapelli"
"264",NA,"2023 Athletico Paranaense","Série A","Khellven","BRA","DF","21",11.1,318,468,67.9,5639,2031,153,182,84.1,122,180,67.8,38,77,49.4,4,2.4,1.8,1.6,18,18,14,9,18,"https://fbref.com/en/players/cf18ab1b/Khellven"
"265",NA,"2023 Athletico Paranaense","Série A","Zé Ivaldo","BRA","DF","25",11.3,457,567,80.6,9554,3765,147,161,91.3,239,268,89.2,67,124,54,0,0.1,0.2,-0.1,3,30,2,2,27,"https://fbref.com/en/players/5b6e7010/Ze-Ivaldo"
"266",NA,"2023 Athletico Paranaense","Série A","Pedro Henrique","BRA","DF","27",9.5,399,472,84.5,8587,3591,120,132,90.9,210,229,91.7,65,103,63.1,0,0.1,0.5,-0.1,1,26,4,1,35,"https://fbref.com/en/players/4322e5d7/Pedro-Henrique"
"267",NA,"2023 Athletico Paranaense","Série A","Alex Santana","BRA","MF","27",11.1,378,434,87.1,6235,1530,194,212,91.5,144,160,90,30,42,71.4,0,0.2,0.3,-0.2,7,48,2,0,46,"https://fbref.com/en/players/e75dc411/Alex-Santana"
"268",NA,"2023 Athletico Paranaense","Série A","Kaique Rocha","BRA","DF","21",7.2,266,303,87.8,4887,1900,92,98,93.9,152,165,92.1,18,29,62.1,0,0.1,0,-0.1,2,6,0,0,9,"https://fbref.com/en/players/b31d385e/Kaique-Rocha"
"269",NA,"2023 Athletico Paranaense","Série A","Matheus Felipe","BRA","DF","24",5.9,205,245,83.7,3841,1355,81,90,90,103,114,90.4,20,36,55.6,0,0.1,0.2,-0.1,2,9,0,0,17,"https://fbref.com/en/players/90749ab9/Matheus-Felipe"
"270",NA,"2023 Athletico Paranaense","Série A","Willian","BRA","FW,MF","36",6.4,128,156,82.1,1740,296,74,82,90.2,39,46,84.8,6,8,75,0,0.4,0.3,-0.4,7,5,3,1,10,"https://fbref.com/en/players/1f85d0c8/Willian"
"271",NA,"2023 Athletico Paranaense","Série A","Fernando","BRA","DF","23",5.3,260,322,80.7,4280,1311,137,148,92.6,106,127,83.5,14,35,40,2,0.9,0.6,1.1,8,18,7,6,15,"https://fbref.com/en/players/8b34d126/Fernando"
"272",NA,"2023 Athletico Paranaense","Série A","Arturo Vidal","CHI","MF","35",4.2,143,179,79.9,2290,481,73,83,88,55,64,85.9,10,18,55.6,0,0.3,0.2,-0.3,5,14,1,1,14,"https://fbref.com/en/players/67cdbc0e/Arturo-Vidal"
"273",NA,"2023 Athletico Paranaense","Série A","Rômulo","BRA","FW,MF","20",5.7,131,192,68.2,1821,449,85,105,81,35,50,70,5,12,41.7,0,0.1,0.2,-0.1,4,7,4,1,11,"https://fbref.com/en/players/03dd053e/Romulo"
"274",NA,"2023 Athletico Paranaense","Série A","Leonardo Linck","BRA","GK","21",5,77,132,58.3,2539,1977,13,13,100,33,33,100,31,85,36.5,0,0,0,0,0,2,0,0,0,"https://fbref.com/en/players/bc30a70d/Leonardo-Linck"
"275",NA,"2023 Athletico Paranaense","Série A","David Terans","URU","MF,FW","28",4.4,102,139,73.4,1928,595,51,56,91.1,29,37,78.4,20,37,54.1,0,0.3,0.3,-0.3,8,14,2,1,12,"https://fbref.com/en/players/d3d89d8d/David-Terans"
"276",NA,"2023 Athletico Paranaense","Série A","Vinicius Kaue","BRA","DF,MF","19",3.8,174,221,78.7,2951,1218,85,97,87.6,71,91,78,17,24,70.8,0,0,0.2,0,1,16,1,1,12,"https://fbref.com/en/players/127a0681/Vinicius-Kaue"
"277",NA,"2023 Athletico Paranaense","Série A","Pedrinho","BRA","DF,MF","20",4,155,200,77.5,2466,917,79,92,85.9,65,82,79.3,8,18,44.4,0,0.1,0.2,-0.1,3,11,4,1,10,"https://fbref.com/en/players/64aadf6b/Pedrinho"
"278",NA,"2023 Athletico Paranaense","Série A","Léo Cittadini","BRA","MF,FW","28",2.2,65,79,82.3,955,238,43,47,91.5,20,26,76.9,2,2,100,0,0.7,0.4,-0.7,5,6,2,1,8,"https://fbref.com/en/players/68410185/Leo-Cittadini"
"279",NA,"2023 Athletico Paranaense","Série A","Thiago","BRA","FW,MF","22",2.5,69,82,84.1,1047,170,32,38,84.2,31,33,93.9,4,5,80,0,0.1,0.1,-0.1,1,5,2,0,6,"https://fbref.com/en/players/6adb0b79/Thiago"
"280",NA,"2023 Athletico Paranaense","Série A","Luciano Arriagada","CHI","FW,MF","20",2.1,39,51,76.5,479,89,24,29,82.8,9,12,75,1,1,100,0,0.6,0.1,-0.6,2,0,1,1,2,"https://fbref.com/en/players/e198a544/Luciano-Arriagada"
"281",NA,"2023 Athletico Paranaense","Série A","Bruno Peres","BRA","DF,MF","32",1.7,71,86,82.6,1298,312,32,35,91.4,29,33,87.9,9,13,69.2,0,0.2,0.2,-0.2,1,4,0,0,3,"https://fbref.com/en/players/852351df/Bruno-Peres"
"282",NA,"2023 Athletico Paranaense","Série A","Marcelo Cirino","BRA","FW,MF","31",1.1,10,18,55.6,130,15,8,12,66.7,2,3,66.7,0,0,NA,0,0.1,0.1,-0.1,1,0,0,0,1,"https://fbref.com/en/players/6ba81b35/Marcelo-Cirino"
"283",NA,"2023 Athletico Paranaense","Série A","Lucas Belezi","BRA","DF","19",0.5,15,20,75,234,93,10,11,90.9,4,4,100,1,5,20,0,0,0,0,0,3,0,0,0,"https://fbref.com/en/players/1e4932f6/Lucas-Belezi"
"284",NA,"2023 Athletico Paranaense","Série A","Reinaldo","BRA","FW","21",0.2,2,2,100,28,0,2,2,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7981aa31/Reinaldo"
"285",NA,"2023 Athletico Paranaense","Série A","Chiqueti","BRA","MF","17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c1aaf0bf/Chiqueti"
"286",NA,"2023 Athletico Paranaense","Série A","Danielzinho","BRA","FW","20",0,1,2,50,31,0,0,1,0,0,0,NA,1,1,100,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/10ef655f/Danielzinho"
"287",NA,"2023 Athletico Paranaense","Série A","Dudu","BRA","MF","17",0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/630a919d/Dudu"
"288",NA,"2023 Athletico Paranaense","Série A","Bryan García","ECU","MF","22",0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7b66d351/Bryan-Garcia"
"289",NA,"2023 Internacional","Série A","Fabricio Bustos","ARG","DF","26",27.8,1353,1721,78.6,21233,7171,718,812,88.4,523,657,79.6,84,150,56,3,2.9,2.9,0.1,23,83,24,11,103,"https://fbref.com/en/players/82549f54/Fabricio-Bustos"
"290",NA,"2023 Internacional","Série A","Alan Patrick","BRA","MF,FW","31",27.2,973,1246,78.1,16103,4304,472,553,85.4,389,473,82.2,82,148,55.4,5,5.2,5.9,-0.2,67,102,51,8,159,"https://fbref.com/en/players/00672021/Alan-Patrick"
"291",NA,"2023 Internacional","Série A","Wanderson","BRA","FW,MF","28",26,628,811,77.4,9067,2225,388,442,87.8,195,253,77.1,32,68,47.1,3,2.6,3,0.4,31,34,34,10,71,"https://fbref.com/en/players/5da33b33/Wanderson"
"292",NA,"2023 Internacional","Série A","Gabriel Mercado","ARG","DF","35",24.2,1013,1127,89.9,19269,7862,331,349,94.8,594,626,94.9,83,135,61.5,0,0.3,0.4,-0.3,5,50,1,1,39,"https://fbref.com/en/players/bf97c188/Gabriel-Mercado"
"293",NA,"2023 Internacional","Série A","Vitão","BRA","DF","22",22.7,959,1102,87,18472,5777,269,298,90.3,606,650,93.2,73,127,57.5,0,0.5,0.7,-0.5,7,63,1,1,60,"https://fbref.com/en/players/d4f034db/Vitao"
"294",NA,"2023 Internacional","Série A","Renê","BRA","DF","30",25.4,1528,1874,81.5,27959,12282,658,727,90.5,665,793,83.9,183,274,66.8,1,1.9,2.5,-0.9,28,171,34,6,159,"https://fbref.com/en/players/d000ffc7/Rene"
"295",NA,"2023 Internacional","Série A","Mauricio","BRA","FW,MF","21",19.6,612,767,79.8,8920,2092,358,405,88.4,211,256,82.4,26,56,46.4,6,3.8,3.3,2.2,28,53,22,3,73,"https://fbref.com/en/players/bf4cbc22/Mauricio"
"296",NA,"2023 Internacional","Série A","Johnny Cardoso","USA","MF","21",17.9,681,786,86.6,10890,2866,346,388,89.2,277,310,89.4,45,58,77.6,2,1,1,1,15,68,7,2,70,"https://fbref.com/en/players/7426f085/Johnny-Cardoso"
"297",NA,"2023 Internacional","Série A","Sergio Rochet","URU","GK","29",19,372,537,69.3,10245,7604,62,62,100,195,199,98,114,272,41.9,0,0,0,0,0,2,0,0,1,"https://fbref.com/en/players/81b99b9e/Sergio-Rochet"
"298",NA,"2023 Internacional","Série A","Enner Valencia","ECU","FW","33",16,197,273,72.2,2762,374,118,147,80.3,55,78,70.5,13,18,72.2,1,1,1.1,0,16,10,10,3,16,"https://fbref.com/en/players/fb485406/Enner-Valencia"
"299",NA,"2023 Internacional","Série A","Luiz Adriano","BRA","FW","35",14.8,208,253,82.2,2628,429,128,147,87.1,58,66,87.9,6,8,75,1,1.3,1.6,-0.3,12,15,3,0,23,"https://fbref.com/en/players/2557c196/Luiz-Adriano"
"300",NA,"2023 Internacional","Série A","Carlos de Pena","URU","MF,FW","30",15.8,566,741,76.4,9448,2556,283,324,87.3,221,280,78.9,47,92,51.1,0,0.9,1.6,-0.9,14,58,7,2,83,"https://fbref.com/en/players/6b915aa1/Carlos-de-Pena"
"301",NA,"2023 Internacional","Série A","Charles Aránguiz","CHI","MF","33",14.1,822,952,86.3,12708,3507,436,493,88.4,323,355,91,38,50,76,1,1.3,1.2,-0.3,8,85,7,1,89,"https://fbref.com/en/players/56413b1f/Charles-Aranguiz"
"302",NA,"2023 Internacional","Série A","Igor Gomes","BRA","DF","21",16.3,829,1040,79.7,14941,4885,355,394,90.1,392,457,85.8,75,146,51.4,0,0.3,0.5,-0.3,5,43,3,2,53,"https://fbref.com/en/players/509d5b3d/Igor-Gomes"
"303",NA,"2023 Internacional","Série A","Pedro Henrique","BRA","FW,MF","32",14.1,256,362,70.7,4179,681,144,172,83.7,86,123,69.9,20,47,42.6,2,1,1.6,1,14,11,10,3,24,"https://fbref.com/en/players/460976a2/Pedro-Henrique"
"304",NA,"2023 Internacional","Série A","Nicolás Hernández","COL","DF","25",14.4,680,780,87.2,13059,4400,238,252,94.4,380,410,92.7,57,102,55.9,2,1,1,1,2,52,3,1,65,"https://fbref.com/en/players/86046c18/Nicolas-Hernandez"
"305",NA,"2023 Internacional","Série A","Romulo","BRA","MF,DF","22",13.5,521,629,82.8,8517,1957,242,278,87.1,242,269,90,23,46,50,0,0.2,0.3,-0.2,3,42,6,1,37,"https://fbref.com/en/players/395e0e95/Romulo"
"306",NA,"2023 Internacional","Série A","Bruno Henrique","BRA","MF","33",11.7,621,746,83.2,10878,3166,290,323,89.8,253,286,88.5,67,108,62,0,1.8,2.2,-1.8,27,76,14,3,78,"https://fbref.com/en/players/5a43b021/Bruno-Henrique"
"307",NA,"2023 Internacional","Série A","Keiller","BRA","GK","26",10,178,254,70.1,4723,3425,35,35,100,87,88,98.9,54,129,41.9,0,0,0,0,0,2,0,0,0,"https://fbref.com/en/players/e38fde76/Keiller"
"308",NA,"2023 Internacional","Série A","John","BRA","GK","26",9,156,221,70.6,3861,2695,48,48,100,69,70,98.6,38,100,38,0,0,0,0,0,3,0,0,0,"https://fbref.com/en/players/33a235af/John"
"309",NA,"2023 Internacional","Série A","Gabriel","BRA","MF","30",8.5,600,655,91.6,9853,2971,290,312,92.9,262,278,94.2,35,40,87.5,0,0.3,0.4,-0.3,6,60,4,2,37,"https://fbref.com/en/players/e9c0d5d8/Gabriel"
"310",NA,"2023 Internacional","Série A","Gustavo Campanharo","BRA","MF","30",7.7,346,378,91.5,5167,1064,182,198,91.9,138,147,93.9,13,16,81.3,0,0,0.1,0,2,28,1,0,33,"https://fbref.com/en/players/96f2d977/Gustavo-Campanharo"
"311",NA,"2023 Internacional","Série A","Dalbert Henrique","BRA","DF","29",5.5,246,328,75,4090,1453,113,130,86.9,112,138,81.2,13,33,39.4,0,0.2,0.2,-0.2,4,21,3,2,21,"https://fbref.com/en/players/f45f9427/Dalbert-Henrique"
"312",NA,"2023 Internacional","Série A","Matheus Dias","BRA","MF,FW","25",4.5,146,198,73.7,2208,520,81,107,75.7,43,57,75.4,12,15,80,0,0.1,0.2,-0.1,4,9,7,3,16,"https://fbref.com/en/players/ddfa9005/Matheus-Dias"
